CONCEPTICON_ID	WORDNET_SYNSET	OPEN_WORDNET_ID	WORDNET_GLOSS	WORDNET_POS	WORDNET_DEFINITION
1137	n05296253	05296253-n	tendon//sinew	n	a cord or band of inelastic tissue connecting a muscle with its bony attachment
1141	n07553964	07553964-n	commiseration//pity//ruth//pathos	n	a feeling of sympathy and sorrow for the misfortunes of others; "the blind are too often objects of pity"
1143	n03862676	03862676-n	oven	n	kitchen appliance used for baking or roasting
1144	n10786033	10786033-n	witness//witnesser//informant	n	someone who sees an event and reports what happened
1145	n09452395	09452395-n	swamp//swampland	n	low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog
1148	n14288871	14288871-n	bruise//contusion	n	an injury that doesn't break the skin but results in some discoloration
1149	n10384392	10384392-n	orphan	n	a child who has lost both parents
1150	n07397355	07397355-n	thunder	n	a booming or crashing noise caused by air expanding along the path of a bolt of lightning
1151	n03502331	03502331-n	head covering//veil	n	a garment that covers the head and face
1152	v00054628	00054628-v	beget//get//engender//father//mother//sire//generate//bring forth	v	make children; "Abraham begot Isaac"; "Men often father children but don't recognize them"
1153	n02402425	02402425-n	cattle//cows//kine//oxen//Bos taurus	n	domesticated bovine animals as a group regardless of sex or age; "so many head of cattle"; "wait till the cows come home"; "seven thin and ill-favored kine"- Bible; "a team of oxen"
1154	n12301445	12301445-n	olive	n	small ovoid fruit of the European olive tree; important food and source of oil
1155	n09238926	09238926-n	cave	n	a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea
1156	v01346003	01346003-v	open//open up	v	cause to open or to become open; "Mary opened the car door"
1159	v00101629	00101629-v	fart//break wind	v	expel intestinal gases through the anus
1160	n10707804	10707804-n	thief//stealer	n	a criminal who takes property belonging to someone else with the intention of keeping it or selling it
1161	n04426788	04426788-n	thread//yarn	n	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving
1162	n00163233	00163233-n	intention	n	an act of intending; a volition that you intend to carry out; "my intention changed once I saw her"
1169	n02403003	02403003-n	ox	n	an adult castrated bull of the genus Bos; especially Bos taurus
1170	v01480770	01480770-v	trap//entrap//snare//ensnare//trammel	v	catch in or as if in a trap; "The men trap foxes"
1171	n03773035	03773035-n	mirror	n	polished surface that forms images by reflecting light
1172	v01137138	01137138-v	shoot//hit//pip	v	hit with a missile from a weapon
1173	n05313535	05313535-n	eyebrow//brow//supercilium	n	the arch of hair above each eye
1174	r00507716	00507716-r	yesterday	r	on the day preceding today; "yesterday the weather was beautiful"
1175	n09545976	09545976-n	ghost	n	the visible disembodied soul of a dead person
1176	n04266486	04266486-n	spade	n	a sturdy hand shovel that can be pushed into the earth with the foot
1178	n05600109	05600109-n	nostril//anterior naris	n	either one of the two external openings to the nasal cavity in the nose
1181	n12582231	12582231-n	palm//palm tree	n	any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palmate leaves
1183	n05565696	05565696-n	palm//thenar	n	the inner surface of the hand from the wrist to the base of the fingers
1185	n01616764	01616764-n	Old World vulture	n	any of several large vultures of Africa and Eurasia
1186	v02704928	02704928-v	last//endure	v	persist for a specified period of time; "The bad weather lasted for three days"
1187	n01855672	01855672-n	goose	n	web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks
1188	n14685296	14685296-n	charcoal//wood coal	n	a carbonaceous material obtained by heating wood or other organic matter in the absence of air
1190	n02326432	02326432-n	hare	n	swift timid long-eared mammal larger than a rabbit having a divided upper lip and long hind legs; young born furred and with open eyes
1192	v00871405	00871405-v	threaten	v	to utter intentions of injury or punishment against:"He threatened me when I tried to call the police"
1193	n15055181	15055181-n	steam	n	water at boiling temperature diffused in the atmosphere
1194	n02363005	02363005-n	beaver	n	large semiaquatic rodent with webbed hind feet and a broad flat tail; construct complex dams and underwater lodges
1198	a01551633	01551633-a	many	a	a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number; "many temptations"; "the temptations are many"; "a good many"; "a great many"; "many directions"; "take as many apples as you like"; "too many clouds to see"; "never saw so many people"
1199	n10780632	10780632-n	wife//married woman	n	a married woman; a man's partner in marriage
1200	n10193967	10193967-n	husband//hubby//married man	n	a married man; a woman's partner in marriage
1201	n01896031	01896031-n	feather//plume//plumage	n	the light horny waterproof structure forming the external covering of birds
1202	a01382086	01382086-a	large//big	a	above average in size or number or quantity or magnitude or extent; "a large city"; "set out for the big city"; "a large sum"; "a big (or large) barn"; "a large family"; "big businesses"; "a big expenditure"; "a large number of newspapers"; "a big group of scientists"; "large areas of the world"
1203	a01433493	01433493-a	long	a	primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified; "a long road"; "a long distance"; "contained many long words"; "ten miles long"
1204	n13162297	13162297-n	bark	n	tough protective covering of the woody stems and roots of trees and other woody plants
1205	n05301072	05301072-n	tongue//lingua//glossa//clapper	n	a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity
1207	a01646941	01646941-a	young//immature	a	(used of living things especially persons) in an early period of life or development or growth; "young people"
1208	n02121620	02121620-n	cat//true cat	n	feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats
1210	a01184932	01184932-a	heavy	a	of comparatively great physical weight or density; "a heavy load"; "lead is a heavy metal"; "heavy mahogany furniture"
1216	n10332385	10332385-n	mother//female parent	n	a woman who has given birth to a child (also used as a term of address to your mother); "the mother of three children"
1217	n10080869	10080869-n	father//male parent//begetter	n	a male parent (also used as a term of address to your father); "his father was born in Atlanta"
1218	n04108268	04108268-n	rope	n	a strong line
1219	n01922303	01922303-n	worm	n	any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae
1220	n02157557	02157557-n	tail	n	the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body
1221	n05598147	05598147-n	nose//olfactory organ	n	the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals; "he has a cold in the nose"
1222	n05526384	05526384-n	penis//phallus//member	n	the male organ of copulation (`member' is a euphemism)
1223	n05388805	05388805-n	heart//pump//ticker	n	the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body; "he stood still, his heart thumping wildly"
1224	n05385534	05385534-n	liver	n	large and complicated reddish-brown glandular organ located in the upper right portion of the abdominal cavity; secretes bile and functions in metabolism of protein and carbohydrate and fat; synthesizes substances involved in the clotting of the blood; synthesizes vitamin A; detoxifies poisonous substances and breaks down worn-out erythrocytes
1225	n15155220	15155220-n	day//twenty-four hours//twenty-four hour period//24-hour interval//solar day//mean solar day	n	time for Earth to make a complete rotation on its axis; "two days later they left"; "they put on two performances every day"; "there are 30,000 passengers per day"
1226	n15203791	15203791-n	year//twelvemonth//yr	n	a period of time containing 365 (or 366) days; "she is 4 years old"; "in the year 1920"
1227	n15101854	15101854-n	board//plank	n	a stout length of sawn timber; made in a wide variety of sizes and used for many purposes
1228	n09335240	09335240-n	land//ground//soil	n	material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use); "the land had never been plowed"; "good agricultural soil"
1229	a01643620	01643620-a	old	a	(used especially of persons) having lived for a relatively long time or attained a specific age; "his mother is very old"; "a ripe old age"; "how old are you?"
1230	a00419289	00419289-a	dirty//soiled//unclean	a	soiled or likely to soil with dirt or grime; "dirty unswept sidewalks"; "a child in dirty overalls"; "dirty slums"; "piles of dirty dishes"; "put his dirty feet on the clean sheet"; "wore an unclean shirt"; "mining is a dirty job"; "Cinderella did the dirty work while her sisters preened themselves"
1231	a01640850	01640850-a	new	a	not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered; "a new law"; "new cars"; "a new comet"; "a new friend"; "a new year"; "the New World"
1232	a02529264	02529264-a	warm	a	having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat; "a warm body"; "a warm room"; "a warm climate"; "a warm coat"
1233	n15167027	15167027-n	night//nighttime//dark	n	the time after sunset and before sunrise while it is dark outside
1234	a02236842	02236842-a	smooth	a	having a surface free from roughness or bumps or ridges or irregularities; "smooth skin"; "a smooth tabletop"; "smooth fabric"; "a smooth road"; "water as smooth as a mirror"
1241	a02267308	02267308-a	some	a	quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity; "have some milk"; "some roses were still blooming"; "having some friends over"; "some apples"; "some paper"
1242	a01552885	01552885-a	few	a	a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number; "a few weeks ago"; "a few more wagons than usual"; "an invalid's pleasures are few and far between"; "few roses were still blooming"; "few women have led troops in battle"
1243	a02560548	02560548-a	wide//broad	a	having great (or a certain) extent from one side to the other; "wide roads"; "a wide necktie"; "wide margins"; "three feet wide"; "a river two miles broad"; "broad shoulders"; "a broad river"
1244	a02410393	02410393-a	thick	a	not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions; "an inch thick"; "a thick board"; "a thick sandwich"; "spread a thick layer of butter"; "thick coating of dust"; "thick warm blankets"
1245	n07848338	07848338-n	butter	n	an edible emulsion of fat globules made by churning milk or cream; for cooking and table use
1246	a01391351	01391351-a	small//little	a	limited or below average in number or quantity or magnitude or extent; "a little dining room"; "a little house"; "a small car"; "a little (or small) group"
1247	n05320899	05320899-n	ear	n	the sense organ for hearing and equilibrium
1248	n05311054	05311054-n	eye//oculus//optic	n	the organ of sight
1250	n02128925	02128925-n	jaguar//panther//Panthera onca//Felis onca	n	a large spotted feline of tropical America similar to the leopard; in some classifications considered a member of the genus Felis
1251	n05556943	05556943-n	abdomen//venter//stomach//belly	n	the region of the body of a vertebrate between the thorax and the pelvis
1252	n03544360	03544360-n	house	n	a dwelling that serves as living quarters for one or more families; "he has a house on Cape Cod"; "she felt she had to get out of the house"
1256	n05538625	05538625-n	head//caput	n	the upper part of the human body or the front part of the body in animals; contains the face and brains; "he stuck his head out the window"
1257	n02151625	02151625-n	wing	n	a movable organ for flying (one of a pair)
1258	n05584265	05584265-n	fingernail	n	the nail at the end of a finger
1259	n01036996	01036996-n	marriage//wedding//marriage ceremony	n	the act of marrying; the nuptial ceremony; "their marriage was conducted in the chapel"
1260	n15136453	15136453-n	day	n	the recurring hours when you are not sleeping (especially those when you are working); "my day began early this morning"; "it was a busy day on the stock exchange"; "she called it a day and went to bed"
1261	v01729431	01729431-v	sing	v	produce tones with the voice; "She was singing while she was cooking"; "My brother sings very well"
1262	n09876454	09876454-n	brother//blood brother	n	a male with the same parents as someone else; "my brother still lives with our parents"
1263	n10602985	10602985-n	sister//sis	n	a female person who has the same parents as another person; "my sister married a musician"
1264	v00126264	00126264-v	change//alter//modify	v	cause to change; make different; cause a transformation; "The advent of the automobile may have altered the growth pattern of the city"; "The discussion has changed my thinking about the issue"
1265	r00356957	00356957-r	high//high up	r	at a great altitude; "he climbed high on the ladder"
1267	a02561888	02561888-a	narrow	a	not wide; "a narrow bridge"; "a narrow line across the page"
1269	r00024356	00024356-r	no	r	used to express refusal or denial or disagreement etc or especially to emphasize a negative statement; "no, you are wrong"
1272	n09823502	09823502-n	aunt//auntie//aunty	n	the sister of your father or mother; the wife of your uncle
1273	n02948072	02948072-n	candle//taper//wax light	n	stick of wax with a wick in the middle
1274	n07813107	07813107-n	salt//table salt//common salt	n	white crystalline form of especially sodium chloride used to season and preserve food
1275	v00815686	00815686-v	answer//reply//respond	v	react verbally; "She didn't want to answer"; "answer the question"; "We answered that we would accept the invitation"
1276	n15236859	15236859-n	fall//autumn	n	the season when the leaves fall from the trees; "in the fall of 1973"
1277	n05564590	05564590-n	hand//manus//mitt//paw	n	the (prehensile) extremity of the superior limb; "he had the hands of a surgeon"; "he extended his mitt"
1278	v00076400	00076400-v	vomit//vomit up//purge//cast//sick//cat//be sick//disgorge//regorge//retch//puke//barf//spew//spue//chuck//upchuck//honk//regurgitate//throw up	v	eject the contents of the stomach through the mouth; "After drinking too much, the students vomited"; "He purged continuously"; "The patient regurgitated the food we gave him last night"
1280	v01972298	01972298-v	fall	v	descend in free fall under the influence of gravity; "The branch fell from the tree"; "The unfortunate hiker fell into a crevasse"
1281	n04005630	04005630-n	prison//prison house	n	a correctional institution where persons are confined while on trial or for punishment
1283	r00207366	00207366-r	today	r	on this day as distinct from yesterday or tomorrow; "I can't meet with you today"
1284	n08420278	08420278-n	depository financial institution//bank//banking concern//banking company	n	a financial institution that accepts deposits and channels the money into lending activities; "he cashed a check at the bank"; "that bank holds the mortgage on my home"
1286	a01247240	01247240-a	hot	a	used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; "hot stove"; "hot water"; "a hot August day"; "a hot stuffy room"; "she's hot and tired"; "a hot forehead"
1287	a01251128	01251128-a	cold	a	having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration; "a cold climate"; "a cold room"; "dinner has gotten cold"; "cold fingers"; "if you are cold, turn up the heat"; "a cold beer"
1289	n09827683	09827683-n	baby//babe//infant	n	a very young child (birth to 1 year) who has not yet begun to walk or talk; "the baby began to cry again"; "she held the baby in her arms"; "it sounds simple, but when you have your own baby it is all so different"
1290	n02503517	02503517-n	elephant	n	five-toed pachyderm
1291	n05558717	05558717-n	back//dorsum	n	the posterior part of a human (or animal) body from the neck to the end of the spine; "his back was nicely tanned"
1292	a01125429	01125429-a	bad	a	having undesirable or negative qualities; "a bad report card"; "his sloppy appearance made a bad impression"; "a bad little boy"; "clothes in bad shape"; "a bad cut"; "bad luck"; "the news was very bad"; "the reviews were bad"; "the pay is bad"; "it was a bad light for reading"; "the movie was a bad choice"
1293	n00070965	00070965-n	mistake//error//fault	n	a wrong action attributable to bad judgment or ignorance or inattention; "he made a bad mistake"; "she was quick to point out my errors"; "I could understand his English in spite of his grammatical faults"
1294	a02186132	02186132-a	zero//0	a	indicating the absence of any or all units under consideration; "a zero score"
1296	n04546194	04546194-n	walking stick	n	a stick carried in the hand for support in walking
1297	n05561507	05561507-n	leg	n	a structure in animals that is similar to a human leg and used for locomotion
1298	n06267145	06267145-n	newspaper//paper	n	a daily or weekly publication on folded sheets; contains news and articles and advertisements; "he read his newspaper at breakfast"
1299	n07929519	07929519-n	coffee//java	n	a beverage consisting of an infusion of ground coffee beans; "he ordered a cup of coffee"
1300	n08544813	08544813-n	country//state//land	n	the territory occupied by a nation; "he returned to the land of his birth"; "he visited several European countries"
1301	n05563266	05563266-n	foot//human foot//pes	n	the part of the leg of a human being below the ankle joint; "his bare feet projected from his trousers"; "armored from head to foot"
1302	n03383948	03383948-n	fork	n	cutlery used for serving and eating food
1303	n05566504	05566504-n	finger	n	any of the terminal members of the hand (sometimes excepting the thumb); "her fingers were long and thin"
1304	n09917593	09917593-n	child//kid//youngster//minor//shaver//nipper//small fry//tiddler//tike//tyke//fry//nestling	n	a young person of either sex; "she writes books for children"; "they're just kids"; "`tiddler' is a British term for youngster"
1305	n03017428	03017428-n	chimney	n	a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building
1306	n10499355	10499355-n	queen//queen regnant//female monarch	n	a female sovereign ruler
1307	n06282651	06282651-n	language//linguistic communication	n	a systematic means of communicating by the use of sounds or conventional symbols; "he taught foreign languages"; "the language introduced is standard throughout the text"; "the speed with which a program can be executed depends on the language in which it is written"
1308	n05698247	05698247-n	doubt//uncertainty//incertitude//dubiety//doubtfulness//dubiousness	n	the state of being unsure of something
1309	v00897746	00897746-v	ask	v	address a question to and expect an answer from; "Ask your teacher about trigonometry"; "The children asked me about their dead grandmother"
1310	a01334958	01334958-a	apt//clever	a	mentally quick and resourceful; "an apt pupil"; "you are a clever man...you reason well and your wit is bold"-Bram Stoker
1312	n02118333	02118333-n	fox	n	alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs
1313	n09358358	09358358-n	Moon//moon	n	the natural satellite of the Earth; "the average distance to the Moon is 384,400 kilometers"; "men first stepped on the moon in 1969"
1314	a01918984	01918984-a	quiet	a	free of noise or uproar; or making little if any sound; "a quiet audience at the concert"; "the room was dark and quiet"
1315	n04043733	04043733-n	radio receiver//receiving set//radio set//radio//tuner//wireless	n	an electronic receiver that detects and demodulates and amplifies transmitted signals
1316	n04411264	04411264-n	tent//collapsible shelter	n	a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs); "he pitched his tent near the creek"
1318	n01791625	01791625-n	chicken//Gallus gallus	n	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl
1321	n02876657	02876657-n	bottle	n	a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped
1322	n07574602	07574602-n	breakfast	n	the first meal of the day (usually in the morning)
1323	n03046257	03046257-n	clock	n	a timepiece that shows the time of day
1324	v01870275	01870275-v	skid//slip//slue//slew//slide	v	move obliquely or sideways, usually in an uncontrolled manner; "the wheels skidded against the sidewalk"
1325	n10112591	10112591-n	friend	n	a person you know well and regard with affection and trust; "he was my best friend at the university"
1326	r00095320	00095320-r	down//downwards//downward//downwardly	r	spatially or metaphorically from a higher to a lower level or position; "don't fall down"; "rode the lift up and skied down"; "prices plunged downward"
1327	n10736091	10736091-n	uncle	n	the brother of your father or mother; the husband of your aunt
1329	r00479275	00479275-r	tomorrow	r	the next day, the day after, following the present day
1330	v01129876	01129876-v	defend//guard//hold	v	protect against a challenge or attack; "Hold that position behind the trees!"; "Hold the bridge against the enemy's attacks"
1331	n02411705	02411705-n	sheep	n	woolly usually horned ruminant mammal related to the goat
1332	n10352299	10352299-n	neighbor//neighbour	n	a person who lives (or is located) near another
1333	n05546540	05546540-n	neck//cervix	n	the part of an organism (human or animal) that connects the head to the rest of the body; "he admired her long graceful neck"; "the horse won by a neck"
1335	a00393105	00393105-a	white	a	being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; "as white as fresh snow"; "a bride's white dress"
1336	v01168468	01168468-v	eat	v	take in solid food; "She was eating a banana"; "What did you eat for dinner last night?"
1337	n02395406	02395406-n	hog//pig//grunter//squealer//Sus scrofa	n	domestic swine
1338	n13970236	13970236-n	peace	n	the state prevailing during the absence of war
1339	n15165289	15165289-n	morning//morn//morning time//forenoon	n	the time period between dawn and noon; "I spent the morning running errands"
1342	n15237250	15237250-n	summer//summertime	n	the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox; "they spent a lazy summer at the shore"
1343	n09450163	09450163-n	sun//Sun	n	the star that is the source of light and heat for the planets in the solar system; "the sun contains 99.85% of the mass in the solar system"; "the Earth revolves around the Sun"
1344	n02412080	02412080-n	ram//tup	n	uncastrated adult male sheep; "a British term is `tup'"
1345	n02411999	02411999-n	ewe	n	female sheep
1346	n05547508	05547508-n	throat//pharynx	n	the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone
1347	n05547396	05547396-n	nape//scruff//nucha	n	the back side of the neck
1348	n02396427	02396427-n	wild boar//boar//Sus scrofa	n	Old World wild swine having a narrow body and prominent tusks from which most domestic swine come; introduced in United States
1349	n03028079	03028079-n	church//church building	n	a place for public (especially Christian) worship; "the church was empty"
1350	n02484322	02484322-n	monkey	n	any of various long-tailed primates (excluding the prosimians)
1351	n02396088	02396088-n	sow	n	an adult female hog
1352	n03623556	03623556-n	knife	n	edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle
1353	n15227846	15227846-n	hour//hr//60 minutes	n	a period of time equal to 1/24th of a day; "the job will take more than an hour"
1354	a00127948	00127948-a	following//next	a	immediately following in time or order; "the following day"; "next in line"; "the next president"; "the next item on the list"
1355	v00031820	00031820-v	laugh//express joy//express mirth	v	produce laughter
1356	n13582013	13582013-n	number	n	a concept of quantity involving zero and units; "every number has a unique position in the sequence"
1357	n09992837	09992837-n	daughter//girl	n	a female human offspring; "her daughter cared for her in her old age"
1358	n10098710	10098710-n	foe//enemy	n	a personal enemy; "they had been political foes for years"
1359	v01556921	01556921-v	separate//disunite//divide//part	v	force, take, or pull apart; "He separated the fighting children"; "Moses parted the Red Sea"
1360	n01846331	01846331-n	duck	n	small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs
1361	n00173761	00173761-n	instrument//tool	n	the means whereby some act is accomplished; "my greed was the instrument of my destruction"; "science has given us new tools to fight disease"
1362	n04334599	04334599-n	street	n	a thoroughfare (usually including sidewalks) that is lined with buildings; "they walked the streets of the small town"; "he lives on Nassau Street"
1363	n07110615	07110615-n	voice//vocalization//vocalisation//vocalism//phonation//vox	n	the sound made by the vibration of vocal folds modified by the resonance of the vocal tract; "a singer takes good care of his voice"; "the giraffe cannot make any vocalizations"
1364	a01170243	01170243-a	healthy	a	having or indicating good health in body or mind; free from infirmity or disease; "a rosy healthy baby"; "staying fit and healthy"
1366	n10285313	10285313-n	male child//boy	n	a youthful male person; "the baby was a boy"; "she made the boy brush his teeth every night"; "most soldiers are only boys in uniform"
1367	n04681387	04681387-n	crisscross//cross//mark	n	a marking that consists of lines that cross each other
1368	n07679356	07679356-n	bread//breadstuff//staff of life	n	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked
1369	n14638799	14638799-n	gold//Au//atomic number 79	n	a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia
1370	n15209413	15209413-n	calendar month//month	n	one of the twelve divisions of the calendar year; "he paid the bill last month"
1371	n05573602	05573602-n	knee//knee joint//human knee//articulatio genus//genu	n	hinge joint in the human leg connecting the tibia and fibula with the femur and protected in front by the patella
1372	n03740161	03740161-n	medicine//medication//medicament//medicinal drug	n	(medicine) something that treats or prevents or alleviates the symptoms of disease
1373	n07933274	07933274-n	tea	n	a beverage made by steeping tea leaves in water; "iced tea is a cooling drink"
1374	n04092609	04092609-n	ring//band	n	jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger; "she had rings on every finger"; "he noted that she wore a wedding band"
1375	n04587648	04587648-n	window	n	a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air
1376	r00049220	00049220-r	now//at present	r	at the present moment; "goods now on sale"; "the now-aging dictator"; "they are now abroad"; "he is busy at present writing a new novel"; "it could happen any time now"
1378	n04284002	04284002-n	spoon	n	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food
1379	n04401088	04401088-n	telephone//phone//telephone set	n	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds; "I talked to him on the telephone"
1380	n05282746	05282746-n	tooth	n	hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense
1381	n04199027	04199027-n	shoe	n	footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material
1382	n03816136	03816136-n	needle	n	a sharp pointed implement (usually steel)
1383	n10142391	10142391-n	grandfather//gramps//granddad//grandad//granddaddy//grandpa	n	the father of your father or mother
1384	a02202146	02202146-a	second//2nd//2d	a	coming next after the first in position in space or time or degree or magnitude
1385	n07815588	07815588-n	pepper//peppercorn	n	pungent seasoning from the berry of the common pepper plant of East India; use whole or ground
1386	n02129165	02129165-n	lion//king of beasts//Panthera leo	n	large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male
1387	v02005948	02005948-v	arrive//get//come	v	reach a destination; arrive by movement or progress; "She arrived home at 7 o'clock"; "She didn't get to Chicago until after midnight"
1388	n13984944	13984944-n	shadow	n	shade within clear boundaries
1389	n05577410	05577410-n	toe	n	one of the digits of the foot
1390	a00023854	00023854-a	faulty//incorrect//wrong	a	characterized by errors; not agreeing with a model or not following established rules; "he submitted a faulty report"; "an incorrect transcription"; the wrong side of the road"
1391	n08665504	08665504-n	town	n	an urban area with a fixed boundary that is smaller than a city; "they drive through town on their way to work"
1393	n01325417	01325417-n	horn	n	one of the bony outgrowths on the heads of certain ungulates
1394	n05269901	05269901-n	bone//os	n	rigid connective tissue that makes up the skeleton of vertebrates
1395	a02040652	02040652-a	round//circular	a	having a circular shape
1396	a00800826	00800826-a	sharp	a	having or made by a thin edge or sharp point; suitable for cutting or piercing; "a sharp knife"; "a pencil with a sharp point"
1398	a02551380	02551380-a	dry	a	free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet; "dry land"; "dry clothes"; "a dry climate"; "dry splintery boards"; "a dry river bed"; "the paint is dry"
1399	n14813182	14813182-n	clay	n	a very fine-grained soil that is plastic when moist but hard when fired
1401	v01170052	01170052-v	drink//imbibe	v	take in liquids; "The patient must drink several liters each day"; "The children like to drink soda"
1402	n05554405	05554405-n	breast//bosom//knocker//boob//tit//titty	n	either of two soft fleshy milk-secreting glandular organs on the chest of a woman
1403	v01445932	01445932-v	bite//seize with teeth	v	to grip, cut off, or tear with or as if with the teeth or jaws; "Gunny invariably tried to bite her"
1404	a02310895	02310895-a	straight	a	having no deviations; "straight lines"; "straight roads across the desert"; "straight teeth"; "straight shoulders"
1405	n06333653	06333653-n	name	n	a language unit by which a person or thing is known; "his name really is George Washington"; "those are two names for the same thing"
1406	r00101051	00101051-r	far	r	at or to or from a great distance in space; "he traveled far"; "strayed far from home"; "sat far away from each other"
1407	v00001740	00001740-v	breathe//take a breath//respire//suspire	v	draw air into, and expel out of, the lungs; "I can breathe better when the air is clean"; "The patient is respiring"
1408	v02169702	02169702-v	hear	v	perceive (sound) via the auditory sense
1409	v02129289	02129289-v	see	v	perceive by sight or have the power to perceive by sight; "You have to be a good observer to see all the details"; "Can you see the bird in that tree?"; "He is blind--he cannot see"
1410	v00594621	00594621-v	know//cognize//cognise	v	be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about; "I know that the President lied to the people"; "I want to know who is winning the game!"; "I know it's time"
1413	v02418686	02418686-v	play	v	be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; "The kids were playing outside all day"; "I used to play with trucks as a little girl"
1414	v01447868	01447868-v	squeeze	v	press firmly; "He squeezed my hand"
1415	v00628491	00628491-v	think//cogitate//cerebrate	v	use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments; "I've been thinking all day and getting nowhere"
1416	v01984902	01984902-v	sit down//sit	v	take a seat
1417	v01325536	01325536-v	kill	v	cause the death of, without intention; "She was killed in the collision of three cars"
1418	v01309701	01309701-v	dig//delve//cut into//turn over	v	turn up, loosen, or remove earth; "Dig we must"; "turn over the soil for aeration"
1420	v00948071	00948071-v	count//number//enumerate//numerate	v	determine the number or amount of; "Can you count the books on your shelf?"; "Count your change"
1421	v01169704	01169704-v	suck	v	draw into the mouth by creating a practical vacuum in the mouth; "suck the poison from the place where the snake bit"; "suck on a straw"; "the baby sucked on the mother's breast"
1423	v01090335	01090335-v	contend//fight//struggle	v	be engaged in a fight; carry on a fight; "the tribesmen fought each other"; "Siblings are always fighting"; "Militant groups are contending for control of the country"
1424	a00385756	00385756-a	yellow//yellowish//xanthous	a	of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk
1425	a00375969	00375969-a	green//greenish//light-green//dark-green	a	of the color between blue and yellow in the color spectrum; similar to the color of fresh grass; "a green tree"; "green fields"; "green paint"
1426	a00933154	00933154-a	expensive	a	high in price or charging high prices; "expensive clothes"; "an expensive shop"
1427	a00217728	00217728-a	beautiful	a	delighting the senses or exciting intellectual or emotional admiration; "a beautiful child"; "beautiful country"; "a beautiful painting"; "a beautiful theory"; "a beautiful party"
1428	v00377002	00377002-v	burn//combust	v	undergo combustion; "Maple wood burns well"
1429	a01083157	01083157-a	full	a	containing as much or as many as is possible or normal; "a full glass"; "a sky full of stars"; "a full life"; "the auditorium was full to overflowing"
1430	n09444783	09444783-n	star	n	any celestial body visible (as a point of light) from the Earth at night
1431	v00374135	00374135-v	freeze	v	change to ice; "The water in the bowl froze"
1432	v01552519	01552519-v	cut	v	separate with or as if with an instrument; "Cut the rope"
1434	v01231652	01231652-v	knife//stab	v	use a knife on; "The victim was knifed to death"
