CONCEPTICON_ID	AOA_WORD	OCCUR_TOTAL	OCCUR_NUM	FREQ_PM	RATING_MEAN	RATING_SD	DUNNO
1403	bite	19	19	40.78	3.58	1.30	1.00
1404	straight	20	20	122.43	6.80	1.69	1.00
1405	name	19	19	641.86	3.68	1.53	1.00
1406	far	22	22	220.76	4.88	1.57	1.00
1407	breathe	19	19	48.51	4.11	1.88	1.00
1408	hear	20	20	555.35	3.80	1.64	1.00
1409	see	18	18	2556.73	3.06	1.43	1.00
1412	rude	19	19	22.06	7.11	2.51	1.00
1413	play	20	20	354.53	4.10	2.59	1.00
1414	squeeze	19	19	15.08	5.42	2.17	1.00
1416	sit	19	19	311.35	3.47	2.25	1.00
1417	kill	20	20	452.57	6.35	2.58	1.00
1418	dig	21	21	46.22	4.19	2.34	1.00
1420	count	18	18	89.96	2.61	0.98	1.00
1421	suck	19	19	34.88	5.58	2.39	1.00
1423	fight	19	19	201.08	5.47	2.06	1.00
1424	yellow	20	20	33.80	3.20	1.32	1.00
1425	green	19	19	72.47	3.79	1.32	1.00
1426	expensive	18	18	27.94	6.33	2.00	1.00
1427	beautiful	18	18	279.73	5.72	1.84	1.00
1429	full	21	21	166.90	4.24	1.61	1.00
1430	star	19	19	81.35	3.89	1.59	1.00
1431	freeze	19	19	32.16	4.89	1.76	1.00
1432	cut	21	21	229.76	4.43	1.72	1.00
1433	hit	20	20	275.00	4.75	2.83	1.00
1434	stab	20	20	8.76	6.40	1.90	1.00
1435	hunt	18	18	25.86	6.06	2.01	1.00
1436	scratch	18	18	18.84	5.61	3.05	1.00
1437	split	20	20	38.31	6.25	2.36	1.00
1438	fool	18	18	89.33	7.56	3.05	1.00
1439	swim	18	18	31.80	4.17	1.72	1.00
1440	spit	18	18	19.35	5.06	2.04	1.00
1442	stand	18	18	226.20	4.39	1.79	1.00
1443	walk	20	20	215.86	3.45	2.04	1.00
1446	come	19	19	3140.98	3.32	1.42	1.00
1447	give	18	18	1167.82	4.28	1.93	1.00
1448	hold	18	18	436.73	4.67	2.89	1.00
1449	rub	19	19	15.45	6.00	2.89	1.00
1450	room	18	18	439.51	4.22	1.44	1.00
1451	smile	1930	1930	58.00	3.51	1.72	1.00
1452	push	19	19	70.55	4.26	1.85	1.00
1453	wash	20	20	40.73	4.00	1.59	1.00
1454	wipe	18	18	16.88	4.83	2.07	1.00
1455	pull	19	19	146.45	4.79	1.93	1.00
1456	throw	21	21	128.82	4.14	1.46	1.00
1457	sew	20	20	5.49	6.05	2.68	1.00
1458	say	19	19	1639.78	3.42	1.07	1.00
1459	if	20	20	3541.37	5.36	2.34	1.00
1460	in	21	21	9773.41	3.69	1.86	1.00
1461	at	22	21	3217.10	4.04	1.37	0.95
1462	pot	19	19	22.53	5.95	3.99	1.00
1463	drunk	19	19	76.55	9.26	3.31	1.00
1464	ladder	21	21	9.25	4.40	1.70	1.00
1465	box	20	20	89.75	4.30	1.66	1.00
1466	exact	19	19	22.63	8.16	3.13	1.00
1467	circle	18	18	21.51	3.67	0.91	1.00
1469	week	18	18	238.51	5.11	2.56	1.00
1470	fold	19	19	8.63	4.95	1.87	1.00
1471	winter	21	21	26.22	4.38	1.66	1.00
1472	key	19	19	86.86	3.58	1.54	1.00
1473	fist	19	19	7.35	4.58	1.64	1.00
1474	sea	19	19	59.84	4.74	1.56	1.00
1475	comb	18	18	6.06	5.50	2.20	1.00
1476	chair	21	21	49.24	3.43	1.33	1.00
1477	keep	19	19	702.86	4.42	2.04	1.00
1478	without	20	20	354.65	6.53	1.89	1.00
1479	dolphin	19	19	2.76	6.05	1.51	1.00
1480	body	18	18	195.53	4.28	2.32	1.00
1481	hammer	19	19	12.47	5.42	2.09	1.00
1482	shoulder	18	18	26.20	4.50	1.42	1.00
1483	nine	21	21	67.47	3.23	1.30	1.00
1487	pour	18	18	15.12	5.00	1.88	1.00
1488	faucet	21	21	1.43	6.29	2.80	1.00
1489	cloud	19	19	11.75	3.63	1.57	1.00
1490	rat	18	18	32.61	5.11	2.25	1.00
1491	mouse	18	18	19.12	4.94	1.76	1.00
1492	dumb	18	18	46.96	4.50	1.50	1.00
1493	one	22	22	3072.24	3.23	1.31	1.00
1494	die	19	19	261.14	4.53	1.78	1.00
1495	happy	18	18	333.20	2.72	1.60	1.00
1496	grandmother	21	21	27.78	3.67	1.28	1.00
1497	postcard	19	19	4.14	6.74	1.97	1.00
1498	two	20	20	1066.35	4.24	2.06	1.00
1499	juice	20	20	26.88	4.40	2.21	1.00
1500	four	20	20	255.78	4.93	2.48	1.00
1501	bore	21	21	7.75	8.91	4.64	1.00
1502	goat	19	19	10.53	5.21	2.07	1.00
1503	saliva	19	19	2.65	8.42	3.25	1.00
1505	sperm	21	21	6.24	11.14	2.10	1.00
1506	measure	19	19	10.53	7.53	2.84	1.00
1507	fruit	19	19	21.73	3.63	1.71	1.00
1508	king	19	19	129.25	5.42	2.63	1.00
1509	mosquito	21	21	1.82	6.10	1.70	1.00
1510	chin	18	18	12.69	4.22	4.10	1.00
1511	rooster	18	17	3.86	6.41	1.84	0.94
1514	hen	18	18	3.20	6.39	2.81	1.00
1515	ten	21	21	145.00	3.58	1.49	1.00
1516	subjugate	18	12	0.02	13.75	4.14	0.67
1517	wasp	20	19	1.43	5.58	1.74	0.95
1518	stupid	20	20	184.41	4.40	1.47	1.00
1519	run	19	19	350.55	4.47	1.90	1.00
1520	crush	19	19	16.80	7.58	2.39	1.00
1521	seem	19	19	139.82	6.74	2.08	1.00
1522	sock	18	18	8.98	2.94	1.39	1.00
1523	forget	18	18	277.06	4.78	1.99	1.00
1524	wine	20	20	60.35	7.90	2.95	1.00
1525	coast	21	21	26.69	6.43	1.91	1.00
1526	meal	19	19	28.86	4.74	1.56	1.00
1527	tick	20	20	7.25	6.05	2.72	1.00
1528	forgive	18	18	76.80	5.44	1.54	1.00
1530	bowl	19	19	21.45	4.26	2.28	1.00
1531	branch	18	18	10.08	5.11	2.11	1.00
1532	shear	18	18	0.41	8.67	2.97	1.00
1534	fever	19	19	19.94	5.84	1.68	1.00
1535	sword	20	20	26.18	5.45	1.43	1.00
1536	understand	18	18	482.45	6.17	2.75	1.00
1537	springtime	20	20	1.47	5.65	1.87	1.00
1538	scorpion	19	19	2.67	7.84	2.63	1.00
1539	basket	18	18	13.18	5.67	2.35	1.00
1540	eyelash	20	20	0.86	5.80	2.50	1.00
1541	cultivate	18	18	0.94	12.39	3.76	1.00
1542	accompany	20	20	4.75	10.75	2.65	1.00
1543	snail	19	19	1.76	5.79	2.57	1.00
1544	sometimes	20	20	179.00	6.37	1.90	1.00
1545	host	19	19	15.02	8.05	2.70	1.00
1546	twice	20	20	62.57	5.89	2.09	1.00
1547	soup	19	19	25.20	5.37	2.65	1.00
1548	ugly	18	18	42.16	4.17	1.20	1.00
1549	tribe	18	18	6.37	8.17	4.09	1.00
1550	prevent	20	20	13.06	8.60	1.76	1.00
1551	female	18	18	31.61	5.89	2.35	1.00
1552	gloomy	18	18	2.41	9.28	3.74	1.00
1553	male	19	19	33.94	5.63	2.17	1.00
1554	man	19	19	1845.75	3.11	1.24	1.00
1555	chameleon	20	17	0.73	10.18	3.92	0.85
1556	yolk	19	19	0.41	5.89	2.40	1.00
1557	beginning	20	20	63.12	5.40	1.67	1.00
1558	similar	18	18	13.63	7.33	1.91	1.00
1559	money	19	19	640.76	5.11	1.85	1.00
1560	face	20	20	289.16	3.75	2.20	1.00
1561	army	20	20	85.69	7.15	2.08	1.00
1562	mind	19	19	484.61	5.37	1.86	1.00
1563	python	19	19	1.55	7.89	2.16	1.00
1564	lazy	18	18	11.59	6.39	2.23	1.00
1565	heaven	18	18	56.61	4.22	1.40	1.00
1566	gun	19	19	213.20	5.58	2.52	1.00
1567	door	20	20	292.06	3.05	1.15	1.00
1568	arrange	18	18	15.51	8.28	2.49	1.00
1569	cheese	18	18	39.04	4.33	1.75	1.00
1570	equal	19	19	13.37	6.47	1.58	1.00
1571	sell	19	19	92.25	7.05	2.53	1.00
1572	surprised	19	19	55.06	6.63	2.87	1.00
1573	swell	19	19	20.80	7.42	3.08	1.00
1574	float	18	18	7.47	5.39	2.55	1.00
1575	cockroach	20	20	3.41	6.25	2.43	1.00
1577	and	20	19	13387.84	4.57	1.94	0.95
1578	iguana	19	18	0.78	7.61	3.31	0.95
1579	be	18	18	5746.76	5.11	3.23	1.00
1580	only	21	21	1083.71	4.95	2.27	1.00
1581	alligator	18	18	3.49	4.78	2.05	1.00
1583	brain	21	21	77.02	5.76	2.19	1.00
1584	blister	19	19	0.94	6.74	2.51	1.00
1585	sleep	19	19	227.94	2.79	1.03	1.00
1588	turn	19	19	306.47	4.11	1.73	1.00
1589	hummingbird	19	19	0.61	6.95	2.91	1.00
1591	up	21	21	3670.00	2.92	1.68	1.00
1592	chest	20	20	40.98	5.05	2.09	1.00
1593	deep	19	19	76.39	5.47	2.46	1.00
1594	flour	19	19	3.16	6.89	2.33	1.00
1595	south	18	18	64.47	6.06	2.15	1.00
1596	lock	19	19	56.57	5.74	2.28	1.00
1597	airplane	18	18	10.92	3.94	1.55	1.00
1598	north	20	20	63.88	6.55	1.85	1.00
1599	word	19	19	235.55	4.42	1.74	1.00
1600	skirt	18	18	9.96	5.67	2.57	1.00
1601	weak	19	19	31.51	5.58	1.64	1.00
1603	mosque	19	17	1.18	14.12	5.27	0.89
1605	skull	18	18	14.71	6.33	2.61	1.00
1606	inside	22	22	211.27	4.77	2.11	1.00
1607	hate	19	19	214.59	5.53	2.06	1.00
1608	listen	20	20	544.78	5.40	2.62	1.00
1609	idea	19	19	359.04	5.95	2.09	1.00
1610	prostitute	18	18	7.55	11.78	2.16	1.00
1611	invite	19	19	29.59	6.79	2.42	1.00
1612	letter	19	19	82.61	4.74	1.45	1.00
1613	color	18	18	39.43	4.00	2.87	1.00
1614	summit	18	18	3.33	10.11	2.95	1.00
1615	escape	20	20	44.27	6.60	1.47	1.00
1616	cloth	20	20	6.10	5.30	1.13	1.00
1617	grandchild	19	19	1.53	5.26	1.76	1.00
1618	grandson	19	19	7.98	5.89	2.08	1.00
1619	granddaughter	19	19	6.47	4.68	1.95	1.00
1620	son	18	18	410.76	3.78	1.26	1.00
1621	sneeze	18	18	2.94	4.17	1.58	1.00
1622	shirt	19	19	46.37	3.53	1.12	1.00
1623	speak	18	18	187.18	3.56	1.38	1.00
1624	empty	19	19	47.24	4.79	2.25	1.00
1625	dead	18	18	448.98	5.17	2.09	1.00
1626	explain	18	18	111.18	6.50	1.72	1.00
1627	chain	18	18	21.22	5.22	2.13	1.00
1628	squirrel	18	18	5.47	4.44	1.92	1.00
1629	evening	19	19	120.69	5.84	2.48	1.00
1630	macaw	19	15	0.24	8.80	2.93	0.79
1631	fast	22	21	137.45	3.74	1.33	0.95
1632	floor	19	18	100.63	4.44	1.98	0.95
1633	flat	19	19	26.22	5.68	1.67	1.00
1634	hundred	19	19	78.73	5.47	1.90	1.00
1635	obey	18	18	8.94	5.44	1.72	1.00
1636	motionless	19	18	0.33	8.83	2.85	0.95
1637	authority	18	18	21.22	7.50	2.79	1.00
1638	truth	19	19	192.18	4.42	2.06	1.00
1639	beer	18	18	75.49	6.11	2.68	1.00
1640	sibling	19	19	0.96	7.58	3.56	1.00
1641	silk	18	18	9.78	7.39	2.50	1.00
1642	niece	19	19	9.53	7.00	2.40	1.00
1643	cousin	19	19	48.84	4.95	2.07	1.00
1645	short	19	19	85.63	4.32	1.73	1.00
1646	girl	19	19	557.12	4.00	1.89	1.00
1647	foal	18	16	0.27	8.44	2.48	0.89
1648	anvil	19	19	0.63	10.79	4.64	1.00
1650	watch	18	18	330.02	4.33	1.61	1.00
1652	instead	21	21	79.27	6.68	2.21	1.00
1653	blind	19	19	45.82	7.00	2.60	1.00
1654	lightning	21	21	14.14	4.76	1.89	1.00
1655	blink	19	19	5.06	5.63	2.27	1.00
1656	never	22	22	1362.55	5.07	2.21	1.00
1657	true	21	21	253.35	4.64	2.08	1.00
1658	pupil	18	18	3.14	8.06	3.35	1.00
1659	doll	19	19	24.76	3.68	1.34	1.00
1660	lose	18	18	164.35	5.78	2.32	1.00
1661	strait	18	18	0.18	11.11	3.50	1.00
1662	cape	22	22	8.24	6.90	4.52	1.00
1663	bed	19	19	187.12	2.89	1.41	1.00
1664	raft	20	20	4.71	7.35	1.95	1.00
1665	beat	20	20	131.69	6.15	1.66	1.00
1666	mute	19	19	2.49	9.84	6.06	1.00
1667	hole	19	19	58.22	5.05	2.17	1.00
1668	grief	18	18	10.82	8.39	2.62	1.00
1669	ancestors	22	22	5.47	9.01	2.95	1.00
1671	tower	21	21	22.84	6.33	2.29	1.00
1672	write	18	18	126.80	4.89	1.64	1.00
1673	arm	19	19	65.41	3.26	1.56	1.00
1674	poor	19	19	129.08	6.11	1.94	1.00
1675	promise	18	18	153.12	5.67	2.40	1.00
1676	always	20	20	655.25	6.26	1.27	1.00
1677	workshop	18	18	2.80	7.78	2.37	1.00
1678	hut	20	20	13.22	8.10	2.49	1.00
1679	load	18	18	29.22	7.78	2.39	1.00
1680	helmet	21	21	9.47	5.71	2.74	1.00
1681	waist	19	19	5.14	6.42	2.99	1.00
1682	guilty	19	19	62.29	8.05	2.63	1.00
1683	bush	20	20	14.12	4.90	2.10	1.00
1684	bud	20	20	35.45	7.01	1.50	1.00
1685	after	20	20	682.59	6.00	1.43	1.00
1686	behind	21	21	187.86	4.90	2.04	1.00
1687	praise	21	21	9.45	7.95	4.17	1.00
1688	fate	20	20	26.96	10.30	2.83	1.00
1690	fence	18	18	16.06	6.28	3.36	1.00
1691	flexible	19	19	2.67	7.58	2.46	1.00
1696	surrender	18	18	15.47	7.61	2.66	1.00
1698	curved	18	18	0.61	6.67	1.61	1.00
1699	sunday	22	22	43.25	5.44	1.50	1.00
1700	saturday	22	22	47.51	5.48	1.36	1.00
1702	holy	20	20	68.14	5.55	2.24	1.00
1703	six	20	20	199.53	5.25	1.86	1.00
1704	seven	20	20	104.45	5.36	1.65	1.00
1705	eight	20	20	98.24	5.36	1.72	1.00
1706	eleven	20	20	12.98	5.78	1.67	1.00
1707	twelve	22	22	18.82	4.48	1.10	1.00
1709	fifteen	20	20	17.55	6.10	1.75	1.00
1711	tell	19	19	1724.49	4.26	2.05	1.00
1712	oath	18	18	9.88	11.39	2.70	1.00
1715	thirty	22	22	17.18	5.94	2.52	1.00
1716	forty	20	20	10.57	6.53	1.29	1.00
1717	fifty	22	22	18.82	5.55	1.92	1.00
1718	sixty	22	22	5.43	5.74	1.56	1.00
1719	bury	18	18	20.67	6.28	1.90	1.00
1720	sign	19	19	133.27	4.32	1.45	1.00
1722	eighty	21	21	2.53	5.87	1.91	1.00
1724	ninety	20	20	2.78	6.69	1.94	1.00
1726	wet	19	19	39.22	2.47	1.35	1.00
1727	threshold	20	20	2.76	11.90	2.65	1.00
1728	rotten	21	21	17.47	6.95	2.33	1.00
1730	cheek	18	18	7.16	5.06	2.10	1.00
1732	sky	18	18	44.80	4.17	1.89	1.00
1733	rainbow	19	19	7.98	4.26	1.59	1.00
1737	okra	19	18	0.51	12.61	5.65	0.95
1739	decorate	18	18	2.31	7.00	3.16	1.00
1740	pine	19	19	6.20	5.53	2.14	1.00
1741	above	21	21	48.88	4.55	2.00	1.00
1742	traverse	19	18	0.73	14.67	3.77	0.95
1743	join	18	18	83.43	5.83	1.38	1.00
1744	spleen	18	17	2.57	11.35	3.62	0.94
1745	hip	18	18	15.41	6.17	2.64	1.00
1746	bladder	18	18	3.96	10.78	3.87	1.00
1747	custom	22	22	6.20	8.36	3.17	1.00
1748	ridge	19	19	7.08	8.84	2.48	1.00
1749	take	19	19	1891.04	4.37	1.89	1.00
1750	choose	19	19	48.06	4.74	1.79	1.00
1751	birthmark	20	20	1.67	6.85	2.48	1.00
1752	leave	19	19	560.71	5.58	2.48	1.00
1753	top	18	18	133.43	3.89	1.53	1.00
1754	bracelet	19	19	7.80	5.68	2.58	1.00
1755	undress	18	18	2.43	5.28	2.72	1.00
1756	widow	19	19	12.10	9.00	2.54	1.00
1757	tired	21	21	112.65	4.62	2.58	1.00
1763	club	19	19	98.78	5.89	2.56	1.00
1764	obscure	1931	1909	2.59	11.87	3.10	0.99
1766	finish	19	19	98.92	6.32	2.45	1.00
1767	scrape	19	19	4.12	6.21	2.94	1.00
1768	foam	20	20	3.51	6.15	2.52	1.00
1769	axle	20	20	1.24	10.85	4.50	1.00
1770	carcass	20	20	1.55	12.25	2.75	1.00
1771	tasteless	19	19	0.88	9.53	2.74	1.00
1772	elk	19	19	6.00	7.05	4.68	1.00
1773	grave	18	18	26.27	7.06	2.90	1.00
1774	stingy	18	18	1.24	7.78	2.44	1.00
1775	table	18	18	105.63	4.39	2.12	1.00
1776	shame	20	20	41.57	6.55	2.37	1.00
1777	resemble	19	19	1.71	10.05	2.88	1.00
1778	approach	20	20	20.98	8.50	2.21	1.00
1779	dare	19	19	55.41	6.63	2.22	1.00
1780	bile	20	18	0.78	11.67	2.93	0.90
1781	thumb	19	19	11.82	4.42	2.36	1.00
1782	guest	19	19	39.94	6.21	3.17	1.00
1783	pain	19	19	97.94	4.26	1.52	1.00
1784	want	19	19	2759.18	4.16	2.32	1.00
1787	loom	18	18	0.41	8.78	2.02	1.00
1788	television	19	19	33.90	4.11	1.76	1.00
1789	age	21	21	79.20	4.38	1.36	1.00
1791	butterfly	18	18	5.51	3.67	2.14	1.00
1792	perjury	19	18	2.25	12.78	3.14	0.95
1793	bat	20	20	20.63	4.85	1.73	1.00
1794	furrow	18	13	0.10	13.00	2.86	0.72
1796	slaughter	18	18	5.45	9.56	2.06	1.00
1797	hedgehog	20	19	0.29	8.63	2.71	0.95
1798	gunpowder	19	19	1.67	9.74	3.02	1.00
1799	hyena	18	18	1.41	6.61	2.00	1.00
1800	dandelion	19	18	0.29	5.11	2.00	0.95
1802	screw	37	37	37.49	6.65	2.53	1.00
1803	wood	19	19	27.00	4.58	2.04	1.00
1804	bomb	19	19	53.65	8.00	2.49	1.00
1805	injection	19	19	4.14	10.68	3.73	1.00
1806	begin	19	19	56.98	4.84	1.42	1.00
1807	afternoon	20	20	91.49	4.65	1.93	1.00
1808	pus	18	18	1.00	7.78	1.99	1.00
1809	pimple	21	21	1.67	9.57	3.14	1.00
1810	danger	18	18	43.67	4.61	2.25	1.00
1812	try	18	18	476.75	3.44	2.15	1.00
1813	tasty	20	20	6.31	5.40	2.70	1.00
1814	accuse	20	20	5.69	9.10	2.13	1.00
1815	ache	19	19	2.49	5.79	2.27	1.00
1816	beside	20	20	15.18	7.22	3.46	1.00
1817	west	18	18	60.55	5.89	2.56	1.00
1818	adjudicate	18	16	0.10	15.25	2.08	0.89
1819	look	19	19	1947.27	4.05	1.68	1.00
1820	bear	19	19	57.41	3.58	1.68	1.00
1821	brush	18	18	14.16	3.78	1.59	1.00
1822	adornment	19	19	0.08	12.32	3.11	1.00
1823	borrow	20	20	29.31	6.95	3.12	1.00
1824	dexterous	19	17	0.10	14.71	4.98	0.89
1825	copper	20	20	6.59	7.95	1.79	1.00
1826	angry	20	20	58.98	4.45	1.90	1.00
1829	jump	19	19	69.82	2.84	1.30	1.00
1830	crane	21	21	33.61	6.78	2.18	1.00
1831	meet	19	19	352.27	4.74	1.73	1.00
1834	she	22	22	3732.88	3.57	1.39	1.00
1835	marrow	19	19	2.96	12.16	3.98	1.00
1836	vagina	18	18	5.06	8.89	3.50	1.00
1837	vulva	18	18	0.12	13.11	3.94	1.00
1838	navel	20	20	1.24	9.60	4.26	1.00
1839	cry	18	18	65.65	2.78	1.66	1.00
1840	build	20	20	48.08	4.45	1.57	1.00
1841	suspect	19	19	44.20	8.58	1.92	1.00
1842	obstinate	19	18	0.90	13.11	2.61	0.95
1843	thousand	20	20	69.29	6.60	2.09	1.00
1844	boat	19	19	95.78	3.84	1.46	1.00
1845	ball	21	21	104.96	2.90	1.22	1.00
1846	rule	18	18	48.14	4.72	1.49	1.00
1847	sick	19	19	165.43	4.05	2.09	1.00
1848	quarrel	19	19	5.61	8.32	3.07	1.00
1849	row	19	19	26.33	7.00	3.07	1.00
1850	cotton	20	20	14.18	6.00	2.05	1.00
1851	pocket	19	19	35.71	4.74	1.97	1.00
1852	often	20	20	57.35	6.53	1.94	1.00
1853	dove	19	19	5.57	6.63	2.22	1.00
1854	sparrow	21	21	2.61	7.49	2.97	1.00
1855	birch	22	21	1.55	10.84	4.29	0.95
1856	soft	22	22	32.02	3.95	1.50	1.00
1857	crocodile	18	18	2.25	5.11	1.49	1.00
1858	fisherman	19	19	4.33	5.16	1.77	1.00
1859	third	22	22	74.53	4.58	1.93	1.00
1860	bead	19	19	1.12	5.63	1.64	1.00
1861	active	19	19	11.45	6.53	1.74	1.00
1862	donkey	19	19	5.35	6.00	2.49	1.00
1863	amazing	18	18	81.71	5.22	2.10	1.00
1864	hunger	18	18	5.88	6.06	2.46	1.00
1865	buzzard	20	18	1.82	9.83	3.43	0.90
1866	stutter	18	18	1.88	8.78	3.69	1.00
1867	coin	18	18	9.75	4.17	1.25	1.00
1868	visible	20	20	4.96	8.05	2.01	1.00
1869	buy	36	36	192.43	5.56	2.08	1.00
1870	anchor	18	18	7.41	5.72	2.54	1.00
1871	camel	18	18	5.02	5.11	1.88	1.00
1873	anthill	18	16	0.57	7.00	2.94	0.89
1874	sausage	19	19	7.78	6.05	2.55	1.00
1875	regret	18	18	27.14	9.61	2.38	1.00
1876	reindeer	19	19	3.37	3.58	1.26	1.00
1877	east	18	18	49.55	6.94	3.56	1.00
1878	cock	19	19	11.37	11.32	3.45	1.00
1879	dance	19	19	148.04	4.63	1.57	1.00
1880	passionate	18	18	6.00	11.28	2.80	1.00
1881	enough	20	20	501.33	6.96	2.69	1.00
1882	before	22	22	794.14	5.45	2.00	1.00
1884	hard	18	18	307.84	4.39	2.15	1.00
1885	armadillo	20	20	3.02	8.61	2.26	1.00
1886	armpit	20	20	1.25	6.00	2.18	1.00
1887	cheap	18	18	36.24	7.11	2.08	1.00
1888	pair	18	18	37.25	5.94	2.46	1.00
1889	arson	20	20	3.00	11.20	2.35	1.00
1890	believe	18	18	625.14	5.78	1.70	1.00
1891	puma	18	16	0.14	9.00	2.48	0.89
1892	touch	19	19	147.73	5.16	2.95	1.00
1893	quail	21	18	1.33	9.72	3.12	0.86
1894	ashamed	19	19	27.37	7.11	3.70	1.00
1895	clothes	18	18	101.14	3.11	1.41	1.00
1897	help	20	20	921.12	3.65	1.79	1.00
1899	mad	20	20	113.41	3.55	1.50	1.00
1900	astonished	19	19	0.94	10.58	2.50	1.00
1901	shovel	18	18	6.84	6.28	2.78	1.00
1902	betray	18	18	9.14	9.39	3.27	1.00
1904	drown	18	18	10.59	7.00	2.52	1.00
1905	eagle	18	18	11.49	5.83	1.86	1.00
1906	sour	19	19	5.82	4.89	2.18	1.00
1907	mole	21	21	8.06	7.33	3.02	1.00
1908	attentive	19	19	1.29	9.37	2.54	1.00
1909	shake	19	19	39.63	5.26	1.69	1.00
1913	press	20	20	60.20	6.40	2.89	1.00
1914	debt	18	18	14.22	10.44	3.91	1.00
1915	fir	18	16	0.43	8.75	2.38	0.89
1916	gill	22	22	1.71	7.39	2.33	1.00
1917	tie	19	19	44.43	4.74	1.82	1.00
1918	mane	20	20	0.59	5.60	2.14	1.00
1919	torch	19	19	4.98	7.84	4.00	1.00
1923	rough	19	19	37.39	6.21	2.30	1.00
1924	vein	19	19	3.59	8.53	2.72	1.00
1925	artery	18	16	5.31	13.06	4.01	0.89
1926	ointment	20	20	1.63	7.90	2.88	1.00
1927	bamboo	18	18	1.57	9.28	3.03	1.00
1928	cease	19	19	8.73	9.26	2.51	1.00
1929	study	19	19	49.04	6.58	2.06	1.00
1930	ravine	19	18	1.84	10.61	3.18	0.95
1931	beeswax	20	20	0.45	8.50	1.93	1.00
1932	guess	18	18	453.98	5.44	1.46	1.00
1933	loosen	18	18	5.53	7.22	1.96	1.00
1934	beggar	19	19	2.47	7.63	2.17	1.00
1935	anus	18	18	1.10	11.17	2.53	1.00
1936	deer	18	18	8.71	5.17	3.26	1.00
1937	there	20	20	4348.12	5.25	2.05	1.00
1938	fortress	20	20	3.37	10.05	4.49	1.00
1939	swear	19	19	88.16	7.21	2.90	1.00
1940	guard	20	20	58.20	6.25	2.07	1.00
1941	soldier	18	18	38.92	6.94	2.48	1.00
1942	near	22	22	83.10	5.41	1.96	1.00
1944	god	22	22	903.16	4.35	2.38	1.00
1945	idol	19	19	2.76	8.37	2.45	1.00
1947	bastard	20	20	65.65	10.45	3.53	1.00
1948	saw	22	22	402.49	5.36	2.09	1.00
1949	bedbug	18	18	0.29	6.78	3.14	1.00
1950	beech	18	16	0.35	11.69	3.14	0.89
1951	pass	18	18	108.12	5.39	1.65	1.00
1952	torture	37	37	15.92	10.70	2.83	1.00
1953	abuse	18	18	10.25	8.61	2.73	1.00
1954	gentle	18	18	16.55	4.89	1.84	1.00
1955	grieve	20	20	2.20	10.00	2.25	1.00
1956	sunflower	19	19	0.67	6.00	2.43	1.00
1957	goiter	19	12	0.20	16.00	3.72	0.63
1958	unripe	19	18	0.04	7.50	2.50	0.95
1959	raw	18	18	10.18	7.17	2.71	1.00
1960	cornflower	20	20	0.06	8.05	2.72	1.00
1961	necklace	19	19	9.75	5.00	2.16	1.00
1963	immediately	22	22	47.96	6.77	2.73	1.00
1964	alone	18	18	308.53	4.94	1.73	1.00
1965	loincloth	18	18	0.18	9.67	2.52	1.00
1966	bunch	18	18	58.88	4.89	1.78	1.00
1967	calendar	19	19	7.12	5.89	2.28	1.00
1970	canoe	19	19	3.57	6.63	1.54	1.00
1972	kid	18	18	339.20	4.28	1.56	1.00
1973	demon	19	19	31.24	7.16	2.75	1.00
1974	centipede	18	18	0.43	7.39	2.59	1.00
1975	check	19	19	278.98	5.53	1.68	1.00
1976	merry	18	18	39.10	5.89	3.10	1.00
1977	dew	19	19	2.14	7.37	2.59	1.00
1978	recover	18	18	8.02	7.56	2.45	1.00
1979	chisel	19	19	0.88	10.53	3.03	1.00
1980	wanton	19	16	0.82	13.69	3.82	0.84
1981	widower	19	19	1.41	9.42	2.85	1.00
1982	whirlpool	21	21	0.61	8.95	3.65	1.00
1983	snore	18	18	1.61	5.94	2.04	1.00
1986	disease	22	22	26.18	7.55	3.49	1.00
1987	chopsticks	21	21	1.82	7.85	2.40	1.00
1989	calf	19	19	2.96	6.63	1.50	1.00
1990	become	20	20	115.57	5.85	2.21	1.00
1992	more	22	21	1298.59	3.78	2.04	0.95
1993	self	19	19	14.16	5.00	1.89	1.00
1994	collarbone	18	18	0.82	8.89	3.14	1.00
1995	defect	19	19	2.47	10.26	2.42	1.00
1997	preserve	19	19	5.63	9.63	1.95	1.00
1998	command	18	18	43.63	8.67	2.22	1.00
1999	overcome	18	18	6.20	8.00	2.47	1.00
2000	clove	18	17	0.51	10.88	3.00	0.94
2001	painting	19	19	29.20	5.26	2.23	1.00
2002	ditch	18	18	7.86	6.22	2.16	1.00
2003	flow	20	20	13.75	7.40	1.90	1.00
2004	bend	18	18	15.06	5.56	1.85	1.00
2005	mask	20	20	19.80	4.80	2.46	1.00
2006	fill	18	18	43.94	5.06	1.47	1.00
2008	rescue	18	18	25.41	7.17	3.33	1.00
2009	dog	20	20	192.84	2.80	1.20	1.00
2010	investigate	18	18	9.47	9.00	2.30	1.00
2011	coffin	19	19	9.04	7.79	2.51	1.00
2012	collar	18	18	10.51	6.56	1.85	1.00
2013	bait	18	18	9.73	7.11	2.08	1.00
2016	jealousy	18	18	5.75	7.61	1.88	1.00
2017	mix	18	18	16.35	5.11	1.71	1.00
2018	greedy	19	19	6.63	7.53	2.61	1.00
2019	hammock	19	18	1.39	7.11	2.05	0.95
2020	plaintiff	19	18	3.67	12.33	3.87	0.95
