ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	CHINESE	ENGLISH
Sun-1991-1004-890	544	SPICY	890	辣	hot (spicy)
Sun-1991-1004-891	1091	SALTY	891	咸	salty
Sun-1991-1004-892	376	FRAGRANT	892	香	fragrant
Sun-1991-1004-893	1813	TASTY	893	好吃	delicious
Sun-1991-1004-894	42	STINKING	894	臭	stinky
Sun-1991-1004-895			895	腥(鱼)	fishy
Sun-1991-1004-896	106	SATIATED	896	饱	full / satiated
Sun-1991-1004-897	1533	BE HUNGRY	897	饿	hungry
Sun-1991-1004-898	847	THIRSTY	898	渴(口渴)	thirsty
Sun-1991-1004-899	1757	TIRED	899	累	tired
Sun-1991-1004-900	149	ITCHY	900	痒	itch
Sun-1991-1004-901	1783	PAIN	901	痛	pain / ache
Sun-1991-1004-902	2231	CORRECT (SOMETHING OR SOMEBODY)	902	正确	right / correct
Sun-1991-1004-903	1390	WRONG	903	错误	wrong / mistaken
Sun-1991-1004-904	2530	SMART	904	聪明	intelligent
Sun-1991-1004-905	1518	STUPID	905	愚蠢	stupid
Sun-1991-1004-906	2077	DILIGENT	906	勤快	diligent
Sun-1991-1004-907	1564	LAZY	907	懒惰	lazy
Sun-1991-1004-908	1495	HAPPY	908	高兴	glad
Sun-1991-1004-909	1674	POOR	909	穷	poor
Sun-1991-1004-910	712	RICH	910	富	rich
Sun-1991-1004-911	1493	ONE	911	一	one
Sun-1991-1004-912	1498	TWO	912	二	two
Sun-1991-1004-913	492	THREE	913	二	three
Sun-1991-1004-914	1500	FOUR	914	四	four
Sun-1991-1004-915	493	FIVE	915	五	five
Sun-1991-1004-916	1703	SIX	916	六	six
Sun-1991-1004-917	1704	SEVEN	917	七	seven
Sun-1991-1004-918	1705	EIGHT	918	八	eight
Sun-1991-1004-919	1483	NINE	919	九	nine
Sun-1991-1004-920	1515	TEN	920	十	ten
Sun-1991-1004-921	1706	ELEVEN	921	十一	eleven
Sun-1991-1004-922	1707	TWELVE	922	十二	twelve
Sun-1991-1004-923	1708	THIRTEEN	923	十三	thirteen
Sun-1991-1004-924	2451	FOURTEEN	924	十四	fourteen
Sun-1991-1004-925	1709	FIFTEEN	925	十五	fifteen
Sun-1991-1004-926	2454	SIXTEEN	926	十六	sixteen
Sun-1991-1004-927	2453	SEVENTEEN	927	十七	seventeen
Sun-1991-1004-928	1713	EIGHTEEN	928	十八	eighteen
Sun-1991-1004-929	1714	NINETEEN	929	十九	nineteen
Sun-1991-1004-930	1710	TWENTY	930	二十	twenty
Sun-1991-1004-931	1734	TWENTY ONE	931	二十一	twenty-one
Sun-1991-1004-932	1715	THIRTY	932	三十	thirty
Sun-1991-1004-933	1716	FORTY	933	四十	forty
Sun-1991-1004-934	1717	FIFTY	934	五十	fifty
Sun-1991-1004-935	1718	SIXTY	935	六十	sixty
Sun-1991-1004-936	1721	SEVENTY	936	七十	seventy
Sun-1991-1004-937	1722	EIGHTY	937	八十	eighty
Sun-1991-1004-938	1724	NINETY	938	九十	ninety
Sun-1991-1004-939	1634	HUNDRED	939	百	hundred
Sun-1991-1004-940	1843	THOUSAND	940	千	thousand
Sun-1991-1004-941	2078	TEN THOUSAND	941	万	ten thousand
Sun-1991-1004-942			942	亿(一亿)	hundred million
Sun-1991-1004-943	1294	ZERO	943	零	zero
Sun-1991-1004-944	728	FIRST	944	第一	first
Sun-1991-1004-945			945	第五	fifth
Sun-1991-1004-946			946	第八	eighth
Sun-1991-1004-947	816	HALF	947	半	half
Sun-1991-1004-948	516	PERSON (CLASSIFIER)	948	个(一个人)	classifier for people
Sun-1991-1004-949	2080	BOWL (CLASSIFIER)	949	个(一个碗)	classifier for e.g. bowls
Sun-1991-1004-950	2721	TREE (CLASSIFIER)	950	棵	classifier for trees
Sun-1991-1004-951	3056	ANIMAL (CLASSIFIER)	951	只(一只鸡)	classifier for animals
Sun-1991-1004-952	2082	KNIFE (CLASSIFIER)	952	把	classifier for objects with ha
Sun-1991-1004-953			953	条	classifier for long objects
Sun-1991-1004-954	2085	STICK (CLASSIFIER)	954	根(棍子)	classifier for long, thin obje
Sun-1991-1004-955	2086	GRAIN (CLASSIFIER)	955	粒(米)	classifier for grains
Sun-1991-1004-956	2087	DROP (CLASSIFIER)	956	(一)滴(水)	drop
Sun-1991-1004-957	2088	CLOTHING (CLASSIFIER)	957	件(衣服)	classifier for clothes
Sun-1991-1004-958	1888	PAIR	958	双	pair
Sun-1991-1004-959	81	FATHOM	959	庹	fathom=6 feet
Sun-1991-1004-960			960	拃	handspan
Sun-1991-1004-961			961	寸	inch
Sun-1991-1004-962	2782	FOOT (MEASURE)	962	尺	foot (measure)
Sun-1991-1004-963			963	亩	acre
Sun-1991-1004-964			964	升(一升)	dry measure / pint
Sun-1991-1004-965			965	斗	dry measure / peck / =10 shēng
Sun-1991-1004-966			966	两	tael
Sun-1991-1004-967	2647	CATTY (MASS UNIT)	967	斤(三斤)	catty=500 grams
Sun-1991-1004-968			968	元(三元)	monetary unit / dollar
Sun-1991-1004-969	1209	I	969	我	I
Sun-1991-1004-970	2634	WE TWO	970	我俩	we two
Sun-1991-1004-971	1130	WE (EXCLUSIVE)	971	我们	we
Sun-1991-1004-972	1131	WE (INCLUSIVE)	972	咱们	we (inclusive)
Sun-1991-1004-973	1215	THOU	973	你	you (sg.)
Sun-1991-1004-974	2111	YOU TWO	974	你俩	you two
Sun-1991-1004-975	1213	YOU	975	你们	you (pl.)
Sun-1991-1004-976	2642	HE OR SHE	976	他	he / she
Sun-1991-1004-977	2635	THEY TWO	977	他俩	they two
Sun-1991-1004-978	817	THEY	978	他们	they
Sun-1991-1004-979	1993	SELF	979	自己	self
Sun-1991-1004-980	2422	SOMEONE	980	别人	others
Sun-1991-1004-981	1214	THIS	981	这	this
Sun-1991-1004-982	136	HERE	982	这里	here
Sun-1991-1004-983	78	THAT	983	那	that
Sun-1991-1004-984	1937	THERE	984	那里	there
Sun-1991-1004-985	1235	WHO	985	谁	who
Sun-1991-1004-986	1236	WHAT	986	什么	what
Sun-1991-1004-987	727	WHICH	987	哪	which
Sun-1991-1004-988	1237	WHERE	988	哪里	where
Sun-1991-1004-989	822	HOW MANY	989	多少	how many / much
Sun-1991-1004-990	84	JUST	990	刚才	just now
Sun-1991-1004-991	1882	BEFORE	991	先(去)	first
Sun-1991-1004-992	2093	AFTERWARDS	992	后	later (in time)
Sun-1991-1004-993	1963	IMMEDIATELY	993	立刻	immediately / right away
Sun-1991-1004-994	1852	OFTEN	994	常常	often
Sun-1991-1004-995			995	慢慢	slowly
Sun-1991-1004-996			996	快快	fast (adv.)
Sun-1991-1004-997	1311	VERY	997	很	very
Sun-1991-1004-998			998	最(小)	most (superlative degree)
Sun-1991-1004-999	98	ALL	999	都	all / even
Sun-1991-1004-1000			1000	也	also
Sun-1991-1004-1001	204	AGAIN	1001	再(再来)	again
Sun-1991-1004-1002	509	CERTAIN	1002	一定	certainly
Sun-1991-1004-1003	1240	NOT	1003	不	NEG
Sun-1991-1004-1004			1004	别	don't
