ID	NUMBER	NUMBER_IN_SOURCE	ENGLISH	CHINESE	NUMBERS	GLOSSES	CONCEPTICON_ID	CONCEPTICON_GLOSS
Yang-2011-1014-634	634	626	sew	缝(缝衣服)	626	sew	1457	SEW
Yang-2011-1014-635	635	627	mend; patch	补 (补衣服)	627	mend; patch	2243	REPAIR
Yang-2011-1014-636	636	628	weave	编织	628	weave	133	WEAVE
Yang-2011-1014-637	637	629	plait; braid	编 (编辫子)	629	plait; braid	1729	PLAIT OR BRAID OR WEAVE
Yang-2011-1014-638	638	630	make the bed	铺 (铺床)	630	make the bed		
Yang-2011-1014-639	639	631	sweep	扫 (扫地)	631	sweep	230	SWEEP
Yang-2011-1014-640	640	632	open	开 (开门)	632	open	1156	OPEN
Yang-2011-1014-641	641	633	close	关	633	close	1046	SHUT
Yang-2011-1014-642	642	634	shut	闭 (闭眼)	634,0 / 634,1	shut / shut	2063	CLOSE (EYES)
Yang-2011-1014-643	643	635	put down; put/place	放 (下) [放置]	635	put down; put/place	998	PUT
Yang-2011-1014-644	644	636	release; let go; set free	放 (把鸟放走)	636	release; let go; set free	1095	LET GO OR SET FREE
Yang-2011-1014-645	645	637	hang	挂 (挂在墙上)	637	hang	2884	HANG
Yang-2011-1014-646	646	638	tie into a bundle	捆(绑)	638	tie into a bundle		
Yang-2011-1014-647	647	639	tie; bind	系	639	tie; bind	1094	FASTEN
Yang-2011-1014-648	648	639	tie a belt	系	639.1	tie a belt		
Yang-2011-1014-649	649	640	untie	解 (解绳结)	640	untie	352	UNTIE
Yang-2011-1014-650	650	641	load; pack (put in)	装 (装进袋里)	641	load; pack (put in)	1679	LOAD
Yang-2011-1014-651	651	642	take out	拿出	642	take out	3654	TAKE OUT
Yang-2011-1014-652	652	643	press; fill in; squeeze in; stuff	塞 (塞在洞口)	643	press; fill in; squeeze in; stuff	1913	PRESS
Yang-2011-1014-653	653	644	bury; cover up	埋 (埋物)	644	bury; cover up	1719	BURY
Yang-2011-1014-654	654	645	hide (thing)	藏 (东西)	645	hide (thing)	602	HIDE (CONCEAL)
Yang-2011-1014-655	655	646	hide (self)	藏/躲 (自己)	646	hide (self)	2485	HIDE (ONESELF)
Yang-2011-1014-656	656	647	choose	挑选	647	choose	1750	CHOOSE
Yang-2011-1014-657	657	648	pile up; heap up	堆 (堆积泥土)	648	pile up; heap up	1576	PILE UP
Yang-2011-1014-658	658	649	nail	钉(钉钉子)	649	nail		
Yang-2011-1014-659	659	650	want	要 (我要这个)	650	want	1784	WANT
Yang-2011-1014-660	660	651	get; obtain;	得 (得到)	651,0 / 651,1	get; obtain; / get; obtain;	694	GET
Yang-2011-1014-661	661	652	receive	收 (收起来)	652	receive	7	GATHER
Yang-2011-1014-662	662	653	lose	遗失	653	lose	3072	MISPLACE
Yang-2011-1014-663	663	654	seek (look for)	找/寻找	654	seek (look for)	1468	LOOK FOR
Yang-2011-1014-664	664	655	use	用 (使用)	655	use	2072	USE (VERB)
Yang-2011-1014-665	665	656	play	玩	656	play	1413	PLAY
Yang-2011-1014-666	666	657	win	赢	657,0 / 657,1	win / win	866	WIN
Yang-2011-1014-667	667	658	sing	唱（歌）	658	sing	1261	SING
Yang-2011-1014-668	668	659	dance	跳舞	659,0 / 659,1	dance / dance	1879	DANCE
Yang-2011-1014-669	669	660	borrow (money)	借 (借钱)	660	borrow (money)	1823	BORROW
Yang-2011-1014-670	670	661	borrow (thing)	借(借东西）	661	borrow (thing)	1823	BORROW
Yang-2011-1014-671	671	662	give back; return; repay	还 (还钱)	662	give back; return; repay	85	GIVE BACK
Yang-2011-1014-672	672	663	owe	欠	663	owe	369	OWE
Yang-2011-1014-673	673	664	compensate for; reimburse	赔偿	664	compensate for; reimburse		
Yang-2011-1014-674	674	665	send-off; deliver	送	665	send-off; deliver	2033	DELIVER
Yang-2011-1014-675	675	666	wait; await; expect	等(候)	666	wait; await; expect	1590	WAIT (FOR)
Yang-2011-1014-676	676	667	meet; come across	遇见	667,1 / 667,0	meet; come across / meet; come across	1831	MEET
Yang-2011-1014-677	677	668	marry a husband	嫁	668	marry a husband	2163	MARRY (AS WOMAN)
Yang-2011-1014-678	678	669	marry a wife	娶	669	marry a wife	2164	MARRY (AS MAN)
Yang-2011-1014-679	679	670	scold; curse	骂	670	scold; curse	299	SCOLD
Yang-2011-1014-680	680	671	fight	打架	671	fight	1423	FIGHT
Yang-2011-1014-681	681	672	hit; beat	打 (打人)	672	hit; beat	1433	HIT
Yang-2011-1014-682	682	673	rob; loot	抢	673	rob; loot	2073	ROB (VERB)
Yang-2011-1014-683	683	674	steal	偷	674	steal	713	STEAL
Yang-2011-1014-684	684	675	cheat	骗	675	cheat	1902	BETRAY
Yang-2011-1014-685	685	676	help	帮助	676	help	1897	HELP
Yang-2011-1014-686	686	677	cure; treat; heal	医治	677	cure; treat; heal	499	CURE
Yang-2011-1014-687	687	678	divide; separate; distribute	分	678	divide; separate; distribute	1119	DIVIDE
Yang-2011-1014-688	688	679	laugh	笑	679	laugh	1355	LAUGH
Yang-2011-1014-689	689	680	cry	哭	680	cry	1839	CRY
Yang-2011-1014-690	690	681	love	爱 (爱小孩)	681	love	923	LOVE
Yang-2011-1014-691	691	682	like; enjoy	喜欢 (喜欢唱歌)	682	like; enjoy	1117	LIKE
Yang-2011-1014-692	692	683	know; understand	懂; 知道	683	know; understand	1410	KNOW (SOMETHING)
Yang-2011-1014-693	693	684	remember	记得	684	remember	707	REMEMBER
Yang-2011-1014-694	694	685	forget	忘记	685	forget	1523	FORGET
Yang-2011-1014-695	695	686	think	思考	686,0 / 686,1	think / think	1415	THINK (REFLECT)
Yang-2011-1014-696	696	687	be angry	生气	687	be angry	2223	BE ANGRY
Yang-2011-1014-697	697	688	hate	恨	688	hate	1607	HATE
Yang-2011-1014-698	698	689	fear	怕	689	fear	1419	FEAR (BE AFRAID)
Yang-2011-1014-699	699	690	have courage	敢	690	have courage		
Yang-2011-1014-700	700	691	can (well)	会 (会做)	691	can (well)	972	BE ABLE
Yang-2011-1014-701	701	692	affirmative	是 (这是什么)	692	affirmative	1268	YES
Yang-2011-1014-702	702	693	is not	不是(这不是我的)	693	is not	1269	NO
Yang-2011-1014-703	703	694	have	有	694	have	773	HAVE
Yang-2011-1014-704	704	695	not have; lack; without	没有(我没有书)	695	not have; lack; without	3363	NOT HAVE
Yang-2011-1014-705	705	696	walk	走	696	walk	1443	WALK
Yang-2011-1014-706	706	697	run	跑	697,0 / 697,1	run / run	1519	RUN
Yang-2011-1014-707	707	698	ascend	上 (上山)	698	ascend	705	GO UP (ASCEND)
Yang-2011-1014-708	708	699	descend	下 (下山)	699	descend	2014	GO DOWN (DESCEND)
Yang-2011-1014-709	709	700	come	来	700	come	1446	COME
Yang-2011-1014-710	710	701	come up	上来	701	come up		
Yang-2011-1014-711	711	702	come down	下来	702	come down		
Yang-2011-1014-712	712	703	go	去	703	go	695	GO
Yang-2011-1014-713	713	704	go up	上去	704	go up	705	GO UP (ASCEND)
Yang-2011-1014-714	714	705	go down	下去	705	go down	2014	GO DOWN (DESCEND)
Yang-2011-1014-715	715	706	climb	爬(上)	706	climb	1102	CLIMB
Yang-2011-1014-716	716	707	return	回	707	return	581	COME BACK
Yang-2011-1014-717	717	708	arrive	到	708	arrive	1387	ARRIVE
Yang-2011-1014-718	718	709	cross (over)	过 (过河)	709	cross (over)	574	TRANSIT
Yang-2011-1014-719	719	710	go through	经过	710	go through	1742	TRAVERSE
Yang-2011-1014-720	720	711	exit (come out)	出 (出去)	711	exit (come out)	1107	GO OUT
Yang-2011-1014-721	721	712	enter	进 (进来)	712	enter	749	ENTER
Yang-2011-1014-722	722	713	move back	退	713	move back		
Yang-2011-1014-723	723	714	flee; escape	逃	714	flee; escape	956	FLEE
Yang-2011-1014-724	724	715	chase	追 (追上)	715	chase	1047	PURSUE
Yang-2011-1014-725	725	716	step on	踩	716	step on	575	TREAD
Yang-2011-1014-726	726	717	jump; leap	跳	717	jump; leap	1829	JUMP
Yang-2011-1014-727	727	718	stride	跨 (跨小沟)	718	stride		
Yang-2011-1014-728	728	719	ride; ride on	骑 (骑马)	719	ride; ride on	367	RIDE
Yang-2011-1014-729	729	720	EXIST; to be	在; 有	720	EXIST; to be	1579	BE
Yang-2011-1014-730	730	721	dry (in the sun)	晒 (晒太阳)	721	dry (in the sun)	1786	DRY UP
Yang-2011-1014-731	731	722	rain (V)	下雨	722	rain (V)	1253	RAIN (RAINING)
Yang-2011-1014-732	732	723	(of the wind) blow	刮风	723	(of the wind) blow	175	BLOW (OF WIND)
Yang-2011-1014-733	733	724	light (on fire)	点 (点火)	724	light (on fire)	737	LIGHT (IGNITE)
Yang-2011-1014-734	734	725	burn	焚 (烧)	725,0 / 725,1	burn / burn	2102	BURN
Yang-2011-1014-735	735	726	burn up	烧掉	726	burn up		
Yang-2011-1014-736	736	727	roast (in fire)	烧(火里)	727	roast (in fire)	1962	ROAST (SOMETHING)
Yang-2011-1014-737	737	728	roast (over fire)	烤(火上)	728	roast (over fire)	1962	ROAST (SOMETHING)
Yang-2011-1014-738	738	729	smoke	冒烟	729	smoke	2859	SMOKE (EMIT SMOKE)
Yang-2011-1014-739	739	730	explode	爆炸	730	explode		
Yang-2011-1014-740	740	731	flow	流 (水流)	731	flow	2003	FLOW
Yang-2011-1014-741	741	732	overflow; spill	溢	732	overflow; spill	3130	SPILL (SOMETHING)
Yang-2011-1014-742	742	733	float	浮 (浮在水面)	733	float	1574	FLOAT
Yang-2011-1014-743	743	734	crack open; split open	裂开 (墙裂开)	734	crack open; split open	3080	SPLIT OPEN
Yang-2011-1014-744	744	735	collapse; topple down	倒塌	735	collapse; topple down		
Yang-2011-1014-745	745	736	be short of; lack	缺 (碗缺了一个口)	736	be short of; lack	2329	LACK (NOT HAVE)
Yang-2011-1014-746	746	737	roll	滚 (石头滚)	737	roll	827	ROLL
Yang-2011-1014-747	747	738	revolve; rotate; spin	旋转	738	revolve; rotate; spin	121	SPIN
Yang-2011-1014-748	748	739	fall; drop	掉 (掉在地下)	739	fall; drop	1280	FALL
Yang-2011-1014-749	749	740	snap in two (rope, string)	断 (绳子断了)	740	snap in two (rope, string)		
Yang-2011-1014-750	750	741	break	破 (罐子破了)	741	break	680	BREAK (DESTROY OR GET DESTROYED)
Yang-2011-1014-751	751	742	leak	漏 (水桶漏水)	742	leak	2253	DRIP (EMIT LIQUID)
Yang-2011-1014-752	752	743	boil	沸	743	boil	792	BOIL (OF LIQUID)
Yang-2011-1014-753	753	744	change	变 (蛹变蛾)	744	change	1264	CHANGE
Yang-2011-1014-754	754	745	birth	生 (生孩子)	745,2 / 745,0 / 745,1 / 745,3 / 745,4	birth / birth / birth / birth / birth	1195	GIVE BIRTH
Yang-2011-1014-755	755	746	grow	长 (长大)	746	grow	479	GROW
Yang-2011-1014-756	756	747	tremble; shiver	发抖	747	tremble; shiver	52	SHIVER
Yang-2011-1014-757	757	748	swell	肿	748	swell	1573	SWELL
Yang-2011-1014-758	758	749	fly	飞	749	fly	1441	FLY (MOVE THROUGH AIR)
Yang-2011-1014-759	759	750	bark	吠 (狗叫)fei	750	bark	1206	BARKING
Yang-2011-1014-760	760	751	call; crow (of animals)	啼 (公鸡啼)	751	call; crow (of animals)	2074	CROW (VERB)
Yang-2011-1014-761	761	752	lay (an egg)	生 (生蛋)	752	lay (an egg)	2464	LAY EGGS
Yang-2011-1014-762	762	753	brood, incubate	孵	753	brood, incubate	2075	BROOD (VERB)
Yang-2011-1014-763	763	754	germinate, sprout, bud	发(芽)	754	germinate, sprout, bud	2076	SPROUT (VERB)
Yang-2011-1014-764	764	754	bud on trees	发(芽)	754.1	bud on trees	1684	BUD
Yang-2011-1014-765	765	755	bloom; blossom	开(花)	755	bloom; blossom	3287	BLOOM
Yang-2011-1014-766	766	756	bear fruit	结(果)	756	bear fruit	3054	BEAR FRUIT
Yang-2011-1014-767	767	757	rot (fruit)	腐烂	757	rot (fruit)		
Yang-2011-1014-768	768	757	rot (meat)	腐烂	757.1	rot (meat)		
Yang-2011-1014-769	769	758	begin; start	开始	758	begin; start	3447	BEGIN OR START
Yang-2011-1014-770	770	759	stop	停	759	stop	2880	HALT (STOP)
Yang-2011-1014-771	771	760	remain	留下	760	remain	987	REMAIN
Yang-2011-1014-772	772	761	write	写	761	write	1672	WRITE
Yang-2011-1014-773	773	762	wash (self)	洗(手)	762	wash (self)	3371	WASH (ONESELF)
Yang-2011-1014-774	774	763	get up	起来	763	get up	1602	WAKE UP
Yang-2011-1014-775	775	764	shake	摇动	764	shake	1909	SHAKE
Yang-2011-1014-776	776	765	sink	沉 (下)	765	sink	1088	SINK (DESCEND)
Yang-2011-1014-777	777	766	finish	完成	766	finish	1766	FINISH
Yang-2011-1014-778	778	767	give; BEN	给	767	give; BEN	1447	GIVE
Yang-2011-1014-779	779	768	destroy	破坏	768	destroy	681	DESTROY
Yang-2011-1014-780	780	769	draw water (well)	吊（水）	769	draw water (well)	1911	DRAW (WATER)
Yang-2011-1014-781	781	770	drain	排（水）	770	drain, to		
Yang-2011-1014-782	782	771	be standing	站 (站位)	771	be standing	1442	STAND
Yang-2011-1014-783	783	772	skin (animal), to	剥皮	772	skin (animal), to	291	PULL OFF (SKIN)
Yang-2011-1014-784	784	773	peel (eggs, fruit)	剥	773	peel (eggs, fruit)	275	PEEL
Yang-2011-1014-785	785	774	clear field	除田	774	clear field		
Yang-2011-1014-786	786	775	weed	除草	775	weed	3288	WEED
Yang-2011-1014-787	787	776	stir	搅拌	776,0 / 776,1	stir / stir	696	STIR
Yang-2011-1014-788	788	777	weigh	称	777,0 / 777,1	weigh / weigh	1098	WEIGH
Yang-2011-1014-789	789	778	soak; pickle	泡	778	soak; pickle	2069	SOAK (VERB)
Yang-2011-1014-790	790	779	drown	淹死/溺死	779	drown	1904	DROWN
Yang-2011-1014-791	791	780	accompany someone	陪	780	accompany someone	1542	ACCOMPANY
Yang-2011-1014-792	792	781	swim	游泳	781	swim	1439	SWIM
Yang-2011-1014-793	793	782	drill (a hole)	钻 (钻孔)	782	drill (a hole)	1501	BORE
Yang-2011-1014-794	794	783	insert	插	783	insert	3071	INSERT
Yang-2011-1014-795	795	784	drive out	赶 (驱逐)	784	drive out		
Yang-2011-1014-796	796	785	wither	枯（树叶枯）	785	wither	2907	ROT
Yang-2011-1014-797	797	786	cough	咳嗽	786	cough	879	COUGH
Yang-2011-1014-798	798	787	yawn	打呵欠	787,0 / 787,1	yawn / yawn	1028	YAWN
Yang-2011-1014-799	799	788	sneeze	打喷嚏	788	sneeze	1621	SNEEZE
Yang-2011-1014-800	800	789	hiccup	打嗝	789	hiccup	162	HICCOUGH
Yang-2011-1014-801	801	790	belch	打饱嗝	790	belch	2245	BELCH
Yang-2011-1014-802	802	791	fart	放屁	791	fart	1159	FART
Yang-2011-1014-803	803	792	defecate	解大便	792,0 / 792,1	defecate / defecate	676	SHIT (DEFECATE)
Yang-2011-1014-804	804	793	urinate	解小便	793	urinate	592	PISS
Yang-2011-1014-805	805	794	scratch	挠/搔	794,0 / 794,1	scratch / scratch	1436	SCRATCH
Yang-2011-1014-806	806	795	live	活	795,0 / 795,1	live / live	1422	BE ALIVE
Yang-2011-1014-807	807	796	exchange	交换	796	exchange	2509	EXCHANGE
Yang-2011-1014-808	808	797	butt	(用头)碰撞	797	butt		
Yang-2011-1014-809	809	798	white	白	798,0 / 798,1	white / white	1335	WHITE
Yang-2011-1014-810	810	799	black	黑	799	black	163	BLACK
Yang-2011-1014-811	811	800	red	红	800	red	156	RED
Yang-2011-1014-812	812	801	yellow	黄	801	yellow	1424	YELLOW
Yang-2011-1014-813	813	802	blue	蓝	802	blue	837	BLUE
Yang-2011-1014-814	814	803	green	绿	803	green	1425	GREEN
Yang-2011-1014-815	815	804	grey	灰色	804	grey	153	GREY
Yang-2011-1014-816	816	805	sharp (point)	尖 (笔嘴很尖)	805	sharp (point)	372	POINTED
Yang-2011-1014-817	817	806	sharp (blade)	快 (刀快)	806	sharp (blade)	1396	SHARP
Yang-2011-1014-818	818	807	dull	钝 (刀钝)	807,0 / 807,1	dull / dull	379	BLUNT
Yang-2011-1014-819	819	808	round	圆 (球很圆)	808	round	1395	ROUND
Yang-2011-1014-820	820	809	flat	平 (路很平)	809	flat	1633	FLAT
Yang-2011-1014-821	821	810	steep	陡 (山很陡)	810	steep	2717	STEEP
Yang-2011-1014-822	822	811	situated straight	正 (帽子戴得正)	811	situated straight		
Yang-2011-1014-823	823	812	situated crooked	歪 (帽子戴歪了)	812	situated crooked		
Yang-2011-1014-824	824	813	straight	直 (棍子很直)	813	straight	1404	STRAIGHT
Yang-2011-1014-825	825	814	crooked; bent	弯 (棍子弯)	814	crooked; bent	297	CROOKED
Yang-2011-1014-826	826	815	thick; dense	稠 (粥很稠)	815	thick; dense	2239	DENSE
Yang-2011-1014-827	827	816	thin; watery; sparse	稀 (粥很稀)	816	thin; watery; sparse	3545	WATERY
Yang-2011-1014-828	828	817	hard	硬	817,0 / 817,1	hard / hard	1884	HARD
Yang-2011-1014-829	829	818	soft	软	818	soft	1856	SOFT
Yang-2011-1014-830	830	819	bright; light	亮 (房子很亮)	819	bright; light	679	BRIGHT
Yang-2011-1014-831	831	820	dim; dark	暗 (房子很暗)	820	dim; dark	706	DARK
Yang-2011-1014-832	832	821	clear (sky)	晴	821	clear (sky)	2340	SUNNY
Yang-2011-1014-833	833	822	overcast	阴	822	overcast	2341	CLOUDY
Yang-2011-1014-834	834	823	full	满	823	full	1429	FULL
Yang-2011-1014-835	835	824	beautiful	美丽 {漂亮}	824	beautiful	1427	BEAUTIFUL
Yang-2011-1014-836	836	825	ugly	丑	825,0 / 825,1	ugly / ugly	1548	UGLY
Yang-2011-1014-837	837	826	fat	胖	826	fat (person)	1279	FAT (OBESE)
Yang-2011-1014-838	838	827	fat; fatty (meat)	肥 (肉肥)	827	fat; fatty (meat)	2449	FAT (OF MEAT AND FOOD)
Yang-2011-1014-839	839	828	lean	瘦 (瘦肉)	828	lean	2219	LEAN (MEAT)
Yang-2011-1014-840	840	829	skinny; thin	瘦 (人瘦)	829,1 / 829,0	skinny; thin / skinny; thin	1400	THIN (SLIM)
Yang-2011-1014-841	841	830	clean	干净	830	clean	704	CLEAN
Yang-2011-1014-842	842	831	dirty	脏	831	dirty	1230	DIRTY
Yang-2011-1014-843	843	832	old	老 (老人)	832	old (person)	2112	OLD (AGED)
Yang-2011-1014-844	844	833	young	年轻	833,2 / 833,0 / 833,1 / 833,1	young / young / young / young	1207	YOUNG
Yang-2011-1014-845	845	834	good	好 (东西好)	834	good	1035	GOOD
Yang-2011-1014-846	846	835	bad	坏 (人坏)	835,0 / 835,1	bad / bad	1292	BAD
Yang-2011-1014-847	847	836	fast	快 (走得快)	836	fast	1631	FAST
Yang-2011-1014-848	848	837	slow	慢 (走得慢)	837	slow	701	SLOW
Yang-2011-1014-849	849	838	wet	湿 (衣服湿)	838,0 / 838,1 / 838,1 / 838,2	wet / wet / wet / wet	1726	WET
Yang-2011-1014-850	850	839	dry	干 (衣服干)	839	dry	1398	DRY
Yang-2011-1014-851	851	840	new	新	840	new	1231	NEW
Yang-2011-1014-852	852	841	old	旧	841	old	2113	OLD (USED)
Yang-2011-1014-853	853	842	raw; unripe	生 (生肉)	842	raw; unripe	1959	RAW
Yang-2011-1014-854	854	843	cooked; ripe	熟 (熟肉)	843	cooked; ripe	269	COOKED
Yang-2011-1014-855	855	844	early	早 (来得早)	844	early	672	EARLY
Yang-2011-1014-856	856	845	late	迟 (来迟了)	845	late	477	LATE
Yang-2011-1014-857	857	846	easy	容易	846,0 / 846,1	easy / easy	686	EASY
Yang-2011-1014-858	858	847	difficult	难	847	difficult	584	DIFFICULT
Yang-2011-1014-859	859	848	hot (temp.)	热	848	hot (temp.)	1286	HOT
Yang-2011-1014-860	860	849	cold (weather)	冷	849	cold (weather)	2483	COLD (OF WEATHER)
Yang-2011-1014-861	861	849	cold (body)	?	849.1	cold (body)		
Yang-2011-1014-862	862	850	warm	暖和	850	warm	1232	WARM
Yang-2011-1014-863	863	851	cool	凉快	851	cool		
Yang-2011-1014-864	864	852	sour	酸	852	sour	1906	SOUR
Yang-2011-1014-865	865	853	sweet	甜	853	sweet	717	SWEET
Yang-2011-1014-866	866	854	bitter	苦	854	bitter	887	BITTER
Yang-2011-1014-867	867	855	hot (spicy)	辣	855,0 / 855,1	hot (spicy) / hot (spicy)	544	SPICY
Yang-2011-1014-868	868	856	salty	咸	856	salty	1091	SALTY
Yang-2011-1014-869	869	857	delicious	好吃	857	delicious	1813	TASTY
Yang-2011-1014-870	870	858	insipid	没味道	858	insipid	1771	TASTELESS
Yang-2011-1014-871	871	859	fragrant	香 (花香)	859	fragrant	376	FRAGRANT
Yang-2011-1014-872	872	860	stinky	臭	860	stinky	42	STINKING
Yang-2011-1014-873	873	860	really stinky	?	860.1	really stinky		
Yang-2011-1014-874	874	861	fishy (smell)	腥 (鱼腥)	861	fishy (smell)		
Yang-2011-1014-875	875	862	rotten	腐烂的	862	rotten	1728	ROTTEN
Yang-2011-1014-876	876	863	full (stomach)	饱	863	full (stomach)	106	SATIATED
Yang-2011-1014-877	877	864	hungry	饿	864	hungry	1533	BE HUNGRY
Yang-2011-1014-878	878	865	thirsty	渴	865	thirsty	847	THIRSTY
Yang-2011-1014-879	879	866	tired	累 (疲乏/疲劳/疲倦)	866	tired	1757	TIRED
Yang-2011-1014-880	880	867	blessed; happy	幸福 (日子好过)	867	blessed; happy	2529	BLESSED
Yang-2011-1014-881	881	868	sad	忧愁	868	sad	699	SAD
Yang-2011-1014-882	882	869	ashamed	惭愧/害羞	869,0 / 869,1	ashamed / ashamed	1894	ASHAMED
Yang-2011-1014-883	883	870	itchy; ticklish	痒	870	itchy; ticklish	3856	ITCH OR ITCHY OR ITCHING
Yang-2011-1014-884	884	871	sick	病 (生病)	871	sick	1847	SICK
Yang-2011-1014-885	885	872	intelligent; clever	聪明	872	intelligent; clever	1310	CLEVER
Yang-2011-1014-886	886	873	proud	骄傲	873	proud	174	PROUD
Yang-2011-1014-887	887	874	stupid	愚蠢	874	stupid	1518	STUPID
Yang-2011-1014-888	888	875	crazy	疯狂	875	crazy	1899	MAD
Yang-2011-1014-889	889	876	diligent	勤(勤奋)	876,0 / 876,1	diligent / diligent	2077	DILIGENT
Yang-2011-1014-890	890	877	busy	忙	877	busy	2755	BUSY
Yang-2011-1014-891	891	878	capable	能干(的)	878	capable		
Yang-2011-1014-892	892	879	lazy	懒	879	lazy	1564	LAZY
Yang-2011-1014-893	893	880	rich	富	880,0 / 880,1	rich / rich	712	RICH
Yang-2011-1014-894	894	881	poor	穷	881	poor	1674	POOR
Yang-2011-1014-895	895	882	alive	活着	882,0 / 882,1	alive / alive	1422	BE ALIVE
Yang-2011-1014-896	896	883	brave	勇敢	883	brave	3	BRAVE
Yang-2011-1014-897	897	884	drunk	醉	884	drunk	1463	DRUNK
Yang-2011-1014-898	898	885	backwards	落后	885	backwards	2911	BACKWARD
Yang-2011-1014-899	899	886	different	不同	886	different	2504	DIFFERENT
Yang-2011-1014-900	900	887	same	一样 (相同)	887	same	200	SAME
Yang-2011-1014-901	901	888	sticky	粘	888,0 / 888,1	sticky / sticky	3703	STICKY
Yang-2011-1014-902	902	889	slick	(光)滑	889	slick		
Yang-2011-1014-903	903	890	tight	紧 (绑的紧)	890	tight	3053	TIGHT
Yang-2011-1014-904	904	891	loose	松 (绑的松)	891	loose	2506	LOOSE
Yang-2011-1014-905	905	892	expensive	贵	892	expensive	1426	EXPENSIVE
Yang-2011-1014-906	906	893	cheap	便宜	893	cheap	1887	CHEAP
Yang-2011-1014-907	907	894	correct	正确	894	correct	1725	CORRECT (RIGHT)
Yang-2011-1014-908	908	895	enough	足够	895	enough	1881	ENOUGH
Yang-2011-1014-909	909	896	FAR	远	896	FAR	1406	FAR
Yang-2011-1014-910	910	897	NEAR	近	897	NEAR	1942	NEAR
Yang-2011-1014-911	911	898	HIGH	高	898	HIGH	1265	HIGH
Yang-2011-1014-912	912	899	LOW	低	899	LOW	721	LOW
Yang-2011-1014-913	913	900	LONG (distance)	长	900	LONG (distance)	1203	LONG
Yang-2011-1014-914	914	901	SHORT	短	901	SHORT	1645	SHORT
Yang-2011-1014-915	915	902	MANY	多	902	MANY	1198	MANY
Yang-2011-1014-916	916	903	FEW	少	903	FEW	1242	FEW
Yang-2011-1014-917	917	904	WIDE	宽	904	WIDE	1243	WIDE
Yang-2011-1014-918	918	905	NARROW	窄	905	NARROW	1267	NARROW
Yang-2011-1014-919	919	906	BIG	大	906	BIG	1202	BIG
Yang-2011-1014-920	920	907	LITTLE	小	907,0 / 907,1	LITTLE / LITTLE	1246	SMALL
Yang-2011-1014-921	921	908	DEEP	深 (水深)	908	DEEP	1593	DEEP
Yang-2011-1014-922	922	909	SHALLOW	浅 (水浅)	909	SHALLOW	193	SHALLOW
Yang-2011-1014-923	923	910	LIGHT	轻	910	LIGHT	1052	LIGHT (WEIGHT)
Yang-2011-1014-924	924	911	HEAVY	重	911	HEAVY	1210	HEAVY
Yang-2011-1014-925	925	912	THICK (2d)	厚	912	THICK (2d)	1244	THICK
Yang-2011-1014-926	926	913	THIN (2d)	薄	913	THIN (2d)	2306	THIN (OF LEAF AND CLOTH)
Yang-2011-1014-927	927	914	THICK (3d)	粗 (粗大)	914	THICK (3d)	2151	COARSE
Yang-2011-1014-928	928	915	THIN (3d)	细 (细小)	915	THIN (3d)	2308	THIN
Yang-2011-1014-929	929	916	HOW FAR?	有多远？	916	HOW FAR?		
Yang-2011-1014-930	930	917	HOW HIGH?	有多高？	917	HOW HIGH?		
Yang-2011-1014-931	931	918	HOW LONG?	有多长？	918	HOW LONG?	2338	HOW LONG
Yang-2011-1014-932	932	919	HOW WIDE?	有多宽？	919	HOW WIDE?		
Yang-2011-1014-933	933	920	HOW BIG?	有多大？	920	HOW BIG?		
Yang-2011-1014-934	934	921	HOW DEEP?	有多深？	921	HOW DEEP?		
Yang-2011-1014-935	935	922	HOW HEAVY?	有多重？	922	HOW HEAVY?		
Yang-2011-1014-936	936	923	one	一	923	one	1493	ONE
Yang-2011-1014-937	937	924	two	二	924	two	1498	TWO
Yang-2011-1014-938	938	925	three	三	925	three	492	THREE
Yang-2011-1014-939	939	926	four	四	926	four	1500	FOUR
Yang-2011-1014-940	940	927	five	五	927	five	493	FIVE
Yang-2011-1014-941	941	928	six	六	928	six	1703	SIX
Yang-2011-1014-942	942	929	seven	七	929	seven	1704	SEVEN
Yang-2011-1014-943	943	930	eight	八	930	eight	1705	EIGHT
Yang-2011-1014-944	944	931	nine	九	931	nine	1483	NINE
Yang-2011-1014-945	945	932	ten	十	932	ten	1515	TEN
Yang-2011-1014-946	946	933	eleven	十一	933	eleven	1706	ELEVEN
Yang-2011-1014-947	947	934	twelve	十二	934	twelve	1707	TWELVE
Yang-2011-1014-948	948	935	twenty	二十	935	twenty	1710	TWENTY
Yang-2011-1014-949	949	936	twentyone	二十一	936	twentyone	1734	TWENTY ONE
Yang-2011-1014-950	950	937	hundred	百	937	hundred	1634	HUNDRED
Yang-2011-1014-951	951	938	thousand	千	938	thousand	1843	THOUSAND
Yang-2011-1014-952	952	939	half	半 (一半)	939,1 / 939,1 / 939,0	half / half / half	816	HALF
Yang-2011-1014-953	953	940	bowlful (MW)	碗	940	bowlful (MW)		
Yang-2011-1014-954	954	941	arm spread (2 arms)	庹(两臂伸直）pai	941	arm spread (2 arms)		
Yang-2011-1014-955	955	942	span (hand-width)	柞 (拇指-中指)	942	span (hand-width)		
Yang-2011-1014-956	956	943	CLF.times	次	943	CLF.times		
Yang-2011-1014-957	957	944	1S	我	944	1S	1209	I
