NUMBER	ID	CONCEPT_IN_SOURCE	ENGLISH	ID_IN_SOURCE	SEMANTIC_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS
1013	Kaufman-1973-1028-1013	NOT, NEGATIVE (PARTICLE), NEGATIVE MARKER	NOT, NEGATIVE (PARTICLE), NEGATIVE MARKER	TK695	FUNCTION WORDS AND ELEMENTS	1240	NOT
1014	Kaufman-1973-1028-1014	WHO?	WHO?	TK696	FUNCTION WORDS AND ELEMENTS	1235	WHO
1015	Kaufman-1973-1028-1015	INDEPENDENT	INDEPENDENT	TK696a	FUNCTION WORDS AND ELEMENTS		
1016	Kaufman-1973-1028-1016	AGENT OF TV	AGENT OF TV	TK696b	FUNCTION WORDS AND ELEMENTS		
1017	Kaufman-1973-1028-1017	PATIENT OF TV	PATIENT OF TV	TK696c	FUNCTION WORDS AND ELEMENTS		
1018	Kaufman-1973-1028-1018	POSSESSIVE	POSSESSIVE	TK696d	FUNCTION WORDS AND ELEMENTS		
1019	Kaufman-1973-1028-1019	WHAT?	WHAT?	TK697	FUNCTION WORDS AND ELEMENTS	1236	WHAT
1020	Kaufman-1973-1028-1020	THIS, THESE	THIS, THESE	TK697	FUNCTION WORDS AND ELEMENTS	1214	THIS
1021	Kaufman-1973-1028-1021	THAT, THOSE, YON	THAT, THOSE, YON	TK699	FUNCTION WORDS AND ELEMENTS	78	THAT
1022	Kaufman-1973-1028-1022	WHERE?	WHERE?	TK700	FUNCTION WORDS AND ELEMENTS	1237	WHERE
1023	Kaufman-1973-1028-1023	HERE, HITHER	HERE	TK701	FUNCTION WORDS AND ELEMENTS	136	HERE
1024	Kaufman-1973-1028-1024	HERE, HITHER	HITHER	TK701	FUNCTION WORDS AND ELEMENTS	2925	HITHER (HERE TO)
1025	Kaufman-1973-1028-1025	THERE, YONDER	THERE, YONDER	TK702	FUNCTION WORDS AND ELEMENTS	1937	THERE
1026	Kaufman-1973-1028-1026	THUS, SO, LIKE THIS/THAT, IN THIS/THAT WAY	IN THAT WAY	TK703	FUNCTION WORDS AND ELEMENTS	3414	IN THAT WAY
1027	Kaufman-1973-1028-1027	THUS, SO, LIKE THIS/THAT, IN THIS/THAT WAY	IN THIS WAY	TK703	FUNCTION WORDS AND ELEMENTS	3413	IN THIS WAY
1028	Kaufman-1973-1028-1028	WHILE, DURING (relative)	WHILE, DURING (relative)	TK704	FUNCTION WORDS AND ELEMENTS	726	WHILE
