ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	TBL_ENGLISH
Huang-1992-1820-613	613	glue / gum	胶	1069	GLUE	n	glue / gum
Huang-1992-1820-614	614	plow	犁	2154	PLOUGH (INSTRUMENT)	n	plow
Huang-1992-1820-615	615	plowshare	铧			n	plowshare
Huang-1992-1820-616	616	rake	耙	338	RAKE	n	rake
Huang-1992-1820-617	617	hoe (pointed) (note:+small)	锄头 (小锄)			n	hoe (pointed) (note:+small)
Huang-1992-1820-618	618	pole (carrying / shoulder)	扁担	3432	SHOULDER POLE	n	pole (carrying / shoulder)
Huang-1992-1820-619	619	rope / string	绳子	1218	ROPE	n	rope / string
Huang-1992-1820-620	620	wedge	楔子			n	wedge
Huang-1992-1820-621	621	grip / handle	把儿(茶缸~)			n	grip / handle
Huang-1992-1820-622	622	basket carried on the back	背篓			n	basket carried on the back
Huang-1992-1820-623	623	fertilizer / manure	肥料			n	fertilizer / manure
Huang-1992-1820-624	624	sickle	镰刀	341	SICKLE	n	sickle||net
Huang-1992-1820-625	625	conduit (open, for water)	水槽			n	conduit (open, for water)
Huang-1992-1820-626	626	trip-hammer for hulling rice	碓(水~)			n	trip-hammer for hulling rice
Huang-1992-1820-627	627	mortar (stone) (note:+stone)	臼 (石~)	224	MORTAR	n	mortar (stone) (note:+stone)
Huang-1992-1820-628	628	pestle	杵	225	PESTLE	n	pestle
Huang-1992-1820-629	629	sieve / sifter (coarse) (note:+thick)	筛子 (粗~)	3353	SIEVE (TOOL)	n	sieve / sifter (coarse) (note:+thick)
Huang-1992-1820-630	630	fan (winnowing)	簸箕	2051	DUSTPAN	n	fan (winnowing)
Huang-1992-1820-631	631	millstones (small mill) (note:water-mill)	磨(石~) (水~)	636	MILL	n	millstones (small mill) (note:water-mill)
Huang-1992-1820-632	632	loom	织布机	1787	LOOM	n	loom
Huang-1992-1820-633	633	chopper	柴刀	3067	CLEAVER	n	chopper
Huang-1992-1820-634	634	sheath / scabbard	刀鞘	3424	SHEATH	n	sheath / scabbard
Huang-1992-1820-635	635	gun / rifle	枪	1566	GUN	n	gun / rifle
Huang-1992-1820-636	636	bow (for arrow)	弓	994	BOW	n	bow (for arrow)
Huang-1992-1820-637	637	arrow	箭	977	ARROW	n	arrow
Huang-1992-1820-638	638	snare / trap (for catching birds) (note:+bird)	圈套(捕兽~) ((捅鸟的)~)	3320	SNARE (TRAP)	n	snare / trap (for catching birds) (note:+bird)
Huang-1992-1820-639	639	trap / pitfall	陷阱	1075	TRAP (PITFALL)	n	trap / pitfall
Huang-1992-1820-640	640	gunpowder	火药	1798	GUNPOWDER	n	gunpowder
Huang-1992-1820-641	641	poison / toxin	毒	655	POISON	n	poison / toxin
Huang-1992-1820-642	642	net	网	2963	NET	n	net
Huang-1992-1820-643	643	character / word	字	1599	WORD	n	character / word
Huang-1992-1820-644	644	letter	信	1612	LETTER	n	letter
Huang-1992-1820-645	645	painting	画	3303	PICTURE (PAINTING)	n	painting
Huang-1992-1820-646	646	book (Tibetan style long strips) (note:+Tibetan_scroll)	书 ((藏式长条)~)	963	BOOK	n	book (Tibetan style long strips) (note:+Tibetan_scroll)
Huang-1992-1820-647	647	paper	纸	648	PAPER	n	paper
Huang-1992-1820-648	648	pen (writing instrument) (brush) (note:+bamboo)	笔 (竹~)	794	PEN	n	pen (writing instrument) (brush) (note:+bamboo)
Huang-1992-1820-649	649	ink (Chinese)	墨	2643	INK	n	ink (Chinese)
Huang-1992-1820-650	650	learning / knowledge	学问			n	learning / knowledge
Huang-1992-1820-651	651	speech / words	话	1115	SPEECH	n	speech / words
Huang-1992-1820-652	652	story	故事	2060	STORY	n	story
Huang-1992-1820-653	653	proverb / saying	谚语	3646	PROVERB	n	proverb / saying
Huang-1992-1820-654	654	joke / jest	笑话	3425	JOKE	n	joke / jest
Huang-1992-1820-655	655	riddle	谜语	2970	RIDDLE	n	riddle
Huang-1992-1820-656	656	song (folk, sung in fields during or after work)	歌 (山~)	1096	SONG	n	song (folk, sung in fields during or after work)
Huang-1992-1820-657	657	dance (xian2zi dance, 3-stringed plucked instr)	舞蹈 (踢踏舞)			n	dance (xian2zi dance, 3-stringed plucked instr)
Huang-1992-1820-658	658	chess	棋			n	chess
Huang-1992-1820-659	659	drum (big) (note:+small)	鼓 (小手~)	908	DRUM	n	drum (big) (note:+small)
Huang-1992-1820-660	660	gong	锣	2502	GONG	n	gong
Huang-1992-1820-661	661	cymbals	钹			n	cymbals
Huang-1992-1820-662	662	chime	钟	2246	BELL	n	chime
Huang-1992-1820-663	663	flute (bamboo)	笛子	777	FLUTE	n	flute (bamboo)
Huang-1992-1820-664	664	flute (bamboo, vertical)	箫			n	flute (bamboo, vertical)
Huang-1992-1820-665	665	instrument (two-stringed, bowed)	胡琴			n	instrument (two-stringed, bowed)
Huang-1992-1820-666	666	bell (small) (note:+temple)	铃 ((庙里挂的)~)			n	bell (small) (note:+temple)
Huang-1992-1820-667	667	horn (woodwind)	喇叭(唢呐)	939	HORN (INSTRUMENT)	n	horn (woodwind)
Huang-1992-1820-668	668	celestial being	神仙	3231	DEITY	n	celestial being
Huang-1992-1820-669	669	ghost / spirit	鬼	1175	GHOST	n	ghost / spirit
Huang-1992-1820-670	670	spirit (evil) / demon	妖精	1973	DEMON	n	spirit (evil) / demon
Huang-1992-1820-671	671	god of rain / Dragon King	龙王			n	god of rain / Dragon King
Huang-1992-1820-672	672	Buddha	佛	2061	BUDDHA	n	Buddha
Huang-1992-1820-673	673	soul / spirit	灵魂	811	SOUL	n	soul / spirit
Huang-1992-1820-674	674	fortune / luck	运气	720	GOOD LUCK	n	fortune / luck
Huang-1992-1820-675	675	strength (physical)	力气	202	STRENGTH	n	strength (physical)
Huang-1992-1820-676	676	idea / opinion	想法	1609	IDEA	n	idea / opinion
Huang-1992-1820-677	677	matter / affair	事情	2214	AFFAIR	n	matter / affair
Huang-1992-1820-678	678	means / solution	办法			n	means / solution
Huang-1992-1820-679	679	temper	脾气			n	temper
Huang-1992-1820-680	680	news / message	信息	2961	MESSAGE	n	news / message
Huang-1992-1820-681	681	mark / sign	记号	1720	SIGN	n	mark / sign
Huang-1992-1820-682	682	birthday	生日	2407	BIRTHDAY	n	birthday
Huang-1992-1820-683	683	life / livelihood	生活	210	LIFE	n	life / livelihood
Huang-1992-1820-684	684	gift / present	礼物	2982	GIFT	n	gift / present
Huang-1992-1820-685	685	age	年纪	1789	AGE	n	age
Huang-1992-1820-686	686	surname / name (family)	姓	3426	SURNAME	n	surname / name (family)
Huang-1992-1820-687	687	name	名字	1405	NAME	n	name
Huang-1992-1820-688	688	pain / agony (emotional) (note:arduous)	痛苦 (辛苦)	1783	PAIN	n	pain / agony (emotional) (note:arduous)
Huang-1992-1820-689	689	mistake / error	错误	1293	MISTAKE	n	mistake / error
Huang-1992-1820-690	690	danger	危险	1810	DANGER	n	danger
Huang-1992-1820-691	691	difference / distinction	区别			n	difference / distinction
Huang-1992-1820-692	692	part / portion / share	份儿	779	PART	n	part / portion / share
Huang-1992-1820-693	693	gap / crevice	空隙	2948	GAP (DISTANCE)	n	gap / crevice
Huang-1992-1820-694	694	crack / rift / fissure (in a board, stone, wall, etc.) (note:+board | stone | wall)	裂缝 ((指木板,石头,墙等的)~)			n	crack / rift / fissure (in a board, stone, wall, etc.) (note:+board | stone | wall)
Huang-1992-1820-695	695	mark / trace / track	痕迹			n	mark / trace / track
Huang-1992-1820-696	696	dregs / sediment	渣滓			n	dregs / sediment
Huang-1992-1820-697	697	shape / appearance	样子	1017	APPEARANCE	n	shape / appearance
Huang-1992-1820-698	698	shadow	影子	1388	SHADE	n	shadow
Huang-1992-1820-699	699	dream	梦	2374	DREAM	n	dream
Huang-1992-1820-700	700	advantage / benefit	好处	2929	BENEFIT	n	advantage / benefit
Huang-1992-1820-701	701	use	用处			n	use
Huang-1992-1820-702	702	color	颜色	1613	COLOR	n	color
Huang-1992-1820-703	703	direction / orientation	方向	3427	DIRECTION	n	direction / orientation
Huang-1992-1820-704	704	east	东(~方)	1877	EAST	n	east
Huang-1992-1820-705	705	south	南(~方)	1595	SOUTH	n	south
Huang-1992-1820-706	706	west (lit. 'sun set place') (note:sunset-place)	西(~方) (太阳落处)	1817	WEST	n	west (lit. 'sun set place') (note:sunset-place)
Huang-1992-1820-707	707	north	北(~方)	1598	NORTH	n	north
Huang-1992-1820-708	708	middle	中间	1093	MIDDLE	n	middle
Huang-1992-1820-709	709	side	旁边	682	SIDE	n	side
Huang-1992-1820-710	710	left	左边	244	LEFT	n	left
Huang-1992-1820-711	711	right	右边	1019	RIGHT	n	right
Huang-1992-1820-712	712	front	前(~边)	2194	FRONT (PART)	n	front
Huang-1992-1820-713	713	back	后(~边)	2323	BACK (PART)	n	back
Huang-1992-1820-714	714	outside	外(~边)	762	OUTSIDE	n	outside (distal)||outside (proximal)||outside
Huang-1992-1820-715	715	inside (the sea, a well) (note:+building)	里(~边) ((房屋)~)	1606	INSIDE	n	inside||inside (the sea, a well)||inside (a room)
Huang-1992-1820-716	716	corner / angle	角儿	192	CORNER	n	corner / angle
Huang-1992-1820-717	717	point / tip	尖儿	2992	TIP (OF OBJECT)	n	point / tip
Huang-1992-1820-718	718	edge / rim / margin	边儿	863	EDGE	n	edge / rim / margin
Huang-1992-1820-719	719	surroundings	周围			n	surroundings
Huang-1992-1820-720	720	vicinity / nearby (of a village) (note:+village)	附近 ((村子)~)			n	vicinity / nearby (of a village) (note:+village)
Huang-1992-1820-721	721	boundary line / demarcation line	界线			n	boundary line / demarcation line
Huang-1992-1820-722	722	upper part of / upper reaches	上方(地势、河流)			n	upper part of / upper reaches
Huang-1992-1820-723	723	lower part of / lower reaches	下方(地势、河流)			n	lower part of / lower reaches
Huang-1992-1820-724	724	on (the table)	上(桌子~)	1741	ABOVE	n	on (the table)
Huang-1992-1820-725	725	under (the table)	下(桌子~)	1485	BELOW OR UNDER	n	under (the table)
Huang-1992-1820-726	726	in (the sky)	上(天~)			n	in (the sky)
Huang-1992-1820-727	727	under (the sky)	底下(天~)			n	under (the sky)
Huang-1992-1820-728	728	on (the wall)	上(挂在墙~)			n	on (the wall)
Huang-1992-1820-729	729	on top (of the roof)	顶上(房~)	57	ATOP	n	on top (of the roof)
Huang-1992-1820-730	730	at the bottom of (a hill)	下(山~)			n	at the bottom of (a hill)
Huang-1992-1820-731	731	over / above	以上			n	over / above
Huang-1992-1820-732	732	below / under	以下			n	below / under
Huang-1992-1820-733	733	upwards	往上	1591	UP	n	upwards
Huang-1992-1820-734	734	downwards	往下	1326	DOWN	n	downwards
Huang-1992-1820-735	735	upper half of the body	上半身			n	upper half of the body
Huang-1992-1820-736	736	lower half of the body	下半身			n	lower half of the body
Huang-1992-1820-737	737	time	时间	892	TIME	n	time
Huang-1992-1820-738	738	today	今天	1283	TODAY	n/adv	today
Huang-1992-1820-739	739	yesterday	昨天	1174	YESTERDAY	n/adv	yesterday
Huang-1992-1820-740	740	day before yesterday	前天	1180	DAY BEFORE YESTERDAY	n	day before yesterday
Huang-1992-1820-741	741	three days ago	大前天	2333	THREE DAYS BEFORE NOW	n	three days ago
Huang-1992-1820-742	742	tomorrow	明天	1329	TOMORROW	n	tomorrow
Huang-1992-1820-743	743	day after tomorrow	后天	1179	DAY AFTER TOMORROW	n	day after tomorrow
Huang-1992-1820-744	744	three days from now	大后天	2332	THREE DAYS FROM NOW	n	three days from now
Huang-1992-1820-745	745	tonight	今晚			n	tonight
Huang-1992-1820-746	746	tomorrow night / evening	明晚			n	tomorrow night / evening
Huang-1992-1820-747	747	yesterday evening / last night	昨晚			n	yesterday evening / last night
Huang-1992-1820-748	748	day (time)	白天	1225	DAY (NOT NIGHT)	n	day (time)
Huang-1992-1820-749	749	morning	早晨	1339	MORNING	n	morning
Huang-1992-1820-750	750	noon	中午	12	MIDDAY	n	noon
Huang-1992-1820-751	751	dusk / twilight	黄昏	2297	DUSK	n	dusk / twilight
Huang-1992-1820-752	752	night, at / evening, in the	晚上	1629	EVENING	n	night, at / evening, in the
Huang-1992-1820-753	753	night, at	夜里	1233	NIGHT	n	night, at
Huang-1992-1820-754	754	midnight	半夜	2656	MIDNIGHT	n	midnight
Huang-1992-1820-755	755	year of the mouse	子(鼠)			n	year of the mouse
Huang-1992-1820-756	756	year of the ox	丑(牛)			n	year of the ox
Huang-1992-1820-757	757	year of the tiger	寅(虎)			n	year of the tiger
Huang-1992-1820-758	758	year of the rabbit	卯(兔)			n	year of the rabbit
Huang-1992-1820-759	759	year of the dragon	辰(龙)			n	year of the dragon
Huang-1992-1820-760	760	year of the snake	巳(蛇)			n	year of the snake
Huang-1992-1820-761	761	year of the horse	午(马)			n	year of the horse
Huang-1992-1820-762	762	year of the ram	未(羊)			n	year of the ram
Huang-1992-1820-763	763	year of the monkey	申(猴)			n	year of the monkey
Huang-1992-1820-764	764	year of the chicken	酉(鸡)			n	year of the chicken
Huang-1992-1820-765	765	year of the dog	戌(狗)			n	year of the dog
Huang-1992-1820-766	766	year of the pig	亥(猪)			n	year of the pig
Huang-1992-1820-767	767	animals (twelve) representing the twelve years	属相			n	animals (twelve) (different system but analogous)
Huang-1992-1820-768	768	date (time)	日子			n	date (time)
Huang-1992-1820-769	769	day (first of lunar month)	初一	3354	FIRST DAY OF THE MONTH	n	day (first of lunar month)
Huang-1992-1820-770	770	day (second of lunar month)	初二	3355	SECOND DAY OF THE MONTH	n	day (second of lunar month)
Huang-1992-1820-771	771	month	月	1370	MONTH	n	month
Huang-1992-1820-772	772	January (year in which New Year is celebrated)	一月 (正月(过年的月份))	2036	JANUARY	n	January (year in which New Year is celebrated)
Huang-1992-1820-773	773	February (lit. 'second month') (note:the second month)	二月 (第二个月)	2037	FEBRUARY	n	February (lit. 'second month') (note:the second month)
Huang-1992-1820-774	774	beginning of a month	月初			n	beginning of a month
Huang-1992-1820-775	775	middle of a month	月中			n	middle of a month
Huang-1992-1820-776	776	end of a month	月底			n	end of a month
Huang-1992-1820-777	777	year	年	1226	YEAR	n	year
Huang-1992-1820-778	778	this year	今年	513	THIS YEAR	n	this year
Huang-1992-1820-779	779	last year	去年	514	LAST YEAR	n	last year
Huang-1992-1820-780	780	year before last	前年	2331	YEAR BEFORE LAST YEAR	n	year before last
Huang-1992-1820-781	781	next year	明年	515	NEXT YEAR	n	next year
Huang-1992-1820-782	782	year after next	后年	2330	YEAR AFTER NEXT YEAR	n	year after next
Huang-1992-1820-783	783	past, in the	从前	2914	ONCE (IN THE PAST)	n	past, in the
Huang-1992-1820-784	784	ancient times, in	古时候	373	LONG AGO	n	ancient times, in
Huang-1992-1820-785	785	present, the (time)	现在	1376	NOW	n	present, the (time)
Huang-1992-1820-786	786	recently / lately	近来			n	recently / lately
Huang-1992-1820-787	787	future (near) (note:+proximal)	将来 ((指近期))	2427	FUTURE	n	future (near) (note:+proximal)
Huang-1992-1820-788	788	initially / beginning, in the	开始(~时)	2915	AT FIRST	n	initially / beginning, in the
Huang-1992-1820-789	789	Monday	星期一	1697	MONDAY	n	Monday
Huang-1992-1820-790	790	Tuesday	星期二	1695	TUESDAY	n	Tuesday
Huang-1992-1820-791	791	spring (season)	春	1537	SPRINGTIME	n	spring (season)
Huang-1992-1820-792	792	summer (lit. 'rainy season') (note:rainy season)	夏 (雨季)	1342	SUMMER	n	summer (lit. 'rainy season') (note:rainy season)
Huang-1992-1820-793	793	fall / autumn	秋	1276	AUTUMN	n	fall / autumn
Huang-1992-1820-794	794	winter (lit. 'dry season') (note:dry season)	冬 (旱季)	1471	WINTER	n	winter (lit. 'dry season') (note:dry season)
Huang-1992-1820-795	795	New Year's Day (in Burmese system, around April)	新年	2188	NEW YEAR'S EVE	n	New Year's Day (in Burmese system, around April)
Huang-1992-1820-796	796	festival	节日	131	FESTIVAL	n	festival
Huang-1992-1820-797	797	one	一	1493	ONE	n	one
Huang-1992-1820-798	798	two	二	1498	TWO	n	two
Huang-1992-1820-799	799	three	三	492	THREE	n	three
Huang-1992-1820-800	800	four	四	1500	FOUR	n	four
Huang-1992-1820-801	801	five	五	493	FIVE	n	five
Huang-1992-1820-802	802	six	六	1703	SIX	n	six
Huang-1992-1820-803	803	seven	七	1704	SEVEN	n	seven
Huang-1992-1820-804	804	eight	八	1705	EIGHT	n	eight
Huang-1992-1820-805	805	nine	九	1483	NINE	n	nine
Huang-1992-1820-806	806	ten	十	1515	TEN	n	ten
Huang-1992-1820-807	807	eleven	十一	1706	ELEVEN	n	eleven
Huang-1992-1820-808	808	twelve	十二	1707	TWELVE	n	twelve
Huang-1992-1820-809	809	thirteen	十三	1708	THIRTEEN	n	thirteen
Huang-1992-1820-810	810	fourteen	十四	2451	FOURTEEN	n	fourteen
Huang-1992-1820-811	811	fifteen	十五	1709	FIFTEEN	n	fifteen
Huang-1992-1820-812	812	sixteen	十六	2454	SIXTEEN	n	sixteen
Huang-1992-1820-813	813	seventeen	十七	2453	SEVENTEEN	n	seventeen
Huang-1992-1820-814	814	eighteen	十八	1713	EIGHTEEN	n	eighteen
Huang-1992-1820-815	815	nineteen	十九	1714	NINETEEN	n	nineteen
Huang-1992-1820-816	816	twenty	二十	1710	TWENTY	n	twenty
Huang-1992-1820-817	817	thirty	三十	1715	THIRTY	n	thirty
Huang-1992-1820-818	818	forty	四十	1716	FORTY	n	forty
Huang-1992-1820-819	819	fifty	五十	1717	FIFTY	n	fifty
Huang-1992-1820-820	820	sixty	六十	1718	SIXTY	n	sixty
Huang-1992-1820-821	821	seventy	七十	1721	SEVENTY	n	seventy
Huang-1992-1820-822	822	eighty	八十	1722	EIGHTY	n	eighty
Huang-1992-1820-823	823	ninety	九十	1724	NINETY	n	ninety
Huang-1992-1820-824	824	hundred	百	1634	HUNDRED	n	hundred
Huang-1992-1820-825	825	one hundred and one	一百零一			n	one hundred and one
Huang-1992-1820-826	826	thousand	千	1843	THOUSAND	n	thousand
Huang-1992-1820-827	827	ten thousand	万	2078	TEN THOUSAND	n	ten thousand
Huang-1992-1820-828	828	one hundred thousand	十万	3532	ONE HUNDRED THOUSAND	n	one hundred thousand
Huang-1992-1820-829	829	million	百万			n	million
Huang-1992-1820-830	830	ten million	千万			n	ten million
Huang-1992-1820-831	831	billion	亿			n	billion
Huang-1992-1820-832	832	half	一半	816	HALF	n	half
Huang-1992-1820-833	833	first	第一	728	FIRST	n	first
Huang-1992-1820-834	834	second	第二	1384	SECOND	n	second
Huang-1992-1820-835	835	classifier for people	个(一~人)	516	PERSON (CLASSIFIER)	n	classifier for people
Huang-1992-1820-836	836	classifier for bowls	个(一~碗)	2080	BOWL (CLASSIFIER)	n	classifier for bowls
Huang-1992-1820-837	837	classifier for river	条(一~河)	3418	RIVER (CLASSIFIER)	n	classifier for river
Huang-1992-1820-838	838	classifier for rope	条(一~绳子)	2084	ROPE (CLASSIFIER)	n	classifier for rope
Huang-1992-1820-839	839	sheet (of paper)	张(一~纸)	2729	SHEET (CLASSIFIER)	n	sheet (of paper)
Huang-1992-1820-840	840	page	页(一~书)			n	page
Huang-1992-1820-841	841	classifier for eggs	个(一~鸡旦)	3417	EGG (CLASSIFIER)	n	classifier for eggs
Huang-1992-1820-842	842	classifier for two birds	只(两~鸟)	2081	CHICKEN (CLASSIFIER)	n	classifier for two birds
Huang-1992-1820-843	843	classifier for sticks (big) (note:+long)	根(一~棍子) ((用于修饰大棍子))	2085	STICK (CLASSIFIER)	n	classifier for sticks (big) (note:+long)
Huang-1992-1820-844	844	blade (of grass)	根(一~草)	2731	NEEDLE (CLASSIFIER)	n	blade (of grass)
Huang-1992-1820-845	845	grain (of rice)	粒(一~米)	2086	GRAIN (CLASSIFIER)	n	grain (of rice)
Huang-1992-1820-846	846	classifier for brooms	把(一~扫帚)			n	classifier for brooms
Huang-1992-1820-847	847	classifier for knives	把(一~刀)	2082	KNIFE (CLASSIFIER)	n	classifier for knives
Huang-1992-1820-848	848	classifier for trees	棵(一~树)	2721	TREE (CLASSIFIER)	n	classifier for trees
Huang-1992-1820-849	849	classifier for two books	本(两~书)			n	classifier for two books
Huang-1992-1820-850	850	line (of wheat)	行(一~麦子)	1048	LINE	n	line (of wheat)
Huang-1992-1820-851	851	classifier for bridges	座(一~桥)	2733	BRIDGE (CLASSIFIER)	n	classifier for bridges
Huang-1992-1820-852	852	bunch / bundle (of vegetable)	把(一~菜)	1966	BUNCH	n	bunch / bundle (of vegetable)
Huang-1992-1820-853	853	handful (of rice)	把(一~米)			n	handful (of rice)
Huang-1992-1820-854	854	classifier for pens	枝(一~笔)			n	classifier for pens
Huang-1992-1820-855	855	pile (of excrement)	堆(一~粪)			n	pile (of excrement)
Huang-1992-1820-856	856	bucket (of water)	桶(一~水)			n	bucket (of water)
Huang-1992-1820-857	857	bowl (of cooked rice)	碗(一~饭)	1530	BOWL	n	bowl (of cooked rice)
Huang-1992-1820-858	858	patch (of ground / field)	块(一~地)			n	patch (of ground / field)
Huang-1992-1820-859	859	classifier for rocks, stones	块(一~石头)	3419	STONE (CLASSIFIER)	n	classifier for rocks, stones
Huang-1992-1820-860	860	classifier for leaves	片(一~树叶)			n	classifier for leaves
Huang-1992-1820-861	861	classifier for flowers	朵(一~花)	2723	BUD (CLASSIFIER)	n	classifier for flowers
Huang-1992-1820-862	862	sentence (of speech)	句(一~话)	3421	SENTENCE (CLASSIFIER)	n	sentence (of speech)
Huang-1992-1820-863	863	classifier for songs	首(一~歌)	3422	SONG (CLASSIFIER)	n	classifier for songs
Huang-1992-1820-864	864	classifier for garments	件(一~衣)	2088	CLOTHING (CLASSIFIER)	n	classifier for garments
Huang-1992-1820-865	865	pair (of shoes)	双(一~鞋)	2089	PAIR (CLASSIFIER)	n	pair (of shoes)
Huang-1992-1820-866	866	pair (of rabbits)	对(一~兔子)			n	pair (of rabbits)
Huang-1992-1820-867	867	flock (of sheep)	群(一~羊)	2939	FLOCK (OF ANIMALS)	n	flock (of sheep)
Huang-1992-1820-868	868	section (of road / journey)	段(一~路)			n	section (of road / journey)
Huang-1992-1820-869	869	section (of bamboo between two joints)	节(一~竹子)			n	section (of bamboo between two joints)
Huang-1992-1820-870	870	day's (journey)	天(一~路)			n	day's (journey)
Huang-1992-1820-871	871	classifier for one of a pair	只(一~鞋)			n	classifier for one of a pair
Huang-1992-1820-872	872	roll (of cloth)	卷(一~布)			n	roll (of cloth)
Huang-1992-1820-873	873	bolt (of cloth)	匹(一~布)			n	bolt (of cloth)
Huang-1992-1820-874	874	square (area unit for selling cloth)	方(一~布)			n	square (area unit for selling cloth)
Huang-1992-1820-875	875	basketful (of vegetable)	筐(一~菜)			n	basketful (of vegetable)
Huang-1992-1820-876	876	load (of firewood) on the back	背(一~柴)			n	load (of firewood) on the back
Huang-1992-1820-877	877	bundle / sheaf	捆(一~)			n	bundle / sheaf
Huang-1992-1820-878	878	load of cupped-hands	捧(一~)			n	load of cupped-hands
Huang-1992-1820-879	879	classifier for age of animals (cows) (note:+horse)	岁口(一~牛、马) ((马的)~)			n	classifier for age of animals (cows) (note:+horse)
Huang-1992-1820-880	880	load on an animal's back	驮(一~)			n	load on an animal's back
Huang-1992-1820-881	881	bowl (of tobacco) (lit. 'pole / shaft')	袋(抽一~烟) (杆)			n	bowl (of tobacco) (lit. 'pole / shaft')
Huang-1992-1820-882	882	team / line (of people (&animals))	队(一~人马)			n	team / line (of people (&animals))
Huang-1992-1820-883	883	row (of houses)	排(一~房子)			n	row (of houses)
Huang-1992-1820-884	884	string (of beads)	串(一~珠子)	2724	CHAIN (CLASSIFIER)	n	string (of beads)
Huang-1992-1820-885	885	drop (of oil)	滴(一~油)	2087	DROP (CLASSIFIER)	n	drop (of oil)
Huang-1992-1820-886	886	classifier for flags	面(一~旗子)			n	classifier for flags
Huang-1992-1820-887	887	story (of building)	层(两~楼)	3420	STOREY (CLASSIFIER)	n	story (of building)
Huang-1992-1820-888	888	classifier for letters	封(一~信)			n	classifier for letters
Huang-1992-1820-889	889	classifier for rooms	间(一~房)			n	classifier for rooms
Huang-1992-1820-890	890	parcel / sack (of things)	包(一~东西)			n	parcel / sack (of things)
Huang-1992-1820-891	891	bottle (of wine)	瓶(一~酒)	2727	BOTTLE (CLASSIFIER)	n	bottle (of wine)
Huang-1992-1820-892	892	puddle (of mud)	滩(一~泥)			n	puddle (of mud)
Huang-1992-1820-893	893	measure of weight (Tibetan 'big')	斤(一~) ((藏式大斤))			n	measure of weight (Tibetan 'big')
Huang-1992-1820-894	894	tael (=50 grams)	两(一~)			n	tael (=50 grams)
Huang-1992-1820-895	895	m.o.w. borrowed from Eng. 'ounce' (=0.1 tael)	钱(两~) (英语借词盎司)			n	m.o.w. borrowed from Eng. 'ounce' (=0.1 tael)
Huang-1992-1820-896	896	unit of dry measure for grain (lit. 'small liter')	斗(一~) (小升)			n	unit of dry measure for grain (lit. 'small liter')
Huang-1992-1820-897	897	liter	升(一~)			n	liter
Huang-1992-1820-898	898	mile (=0.5 kilometer) (borr. from Ch. 'gong1li3')	里(一~) (公里)			n	mile (=0.5 kilometer) (borr. from Ch. 'gong1li3')
Huang-1992-1820-899	899	fathom	庹(一~)	81	FATHOM	n	fathom
Huang-1992-1820-900	900	foot (=1 / 3 meter)	尺(一~)	2782	FOOT (MEASURE)	n	foot (=1 / 3 meter)
Huang-1992-1820-901	901	span (thumb to index finger)	拃(一~) ((拇指与中指张开的长度))			n	span (thumb to index finger)
Huang-1992-1820-902	902	fingersbreadth	指(一~宽)			n	fingersbreadth
Huang-1992-1820-903	903	cubit	肘(一~的长度)			n	cubit
Huang-1992-1820-904	904	team (of oxen)	架(一~牛)			n	team (of oxen)
Huang-1992-1820-905	905	inch	寸(一~)			n	inch
Huang-1992-1820-906	906	yuan (Chinese money)	元(一~)			n	yuan (Chinese money)
Huang-1992-1820-907	907	ten cents	角(一~)			n	ten cents
Huang-1992-1820-908	908	hectare, 1 / 15 of	亩(一~)			n	hectare, 1 / 15 of
Huang-1992-1820-909	909	while, a	一会儿	726	WHILE	n	while, a
Huang-1992-1820-910	910	day's (work)	天(一~)	1260	DAY (24 HOURS)	n	day's (work)
Huang-1992-1820-911	911	night's (work)	夜(一~)			n	night's (work)
Huang-1992-1820-912	912	month's (work)	月(一个~)			n	month's (work)
Huang-1992-1820-913	913	year's (work)	年(一~)			n	year's (work)
Huang-1992-1820-914	914	classifier for age	岁(一~)			n	classifier for age
Huang-1992-1820-915	915	lifetime	辈子(一~)			n	lifetime
Huang-1992-1820-916	916	step / stride	步(走一~)			n	step / stride
Huang-1992-1820-917	917	time / instance (of going somewhere)	次(去~)			n	time / instance (of going somewhere)
Huang-1992-1820-918	918	meal	顿(吃一~)	2725	PORTION (CLASSIFIER)	n	meal
Huang-1992-1820-919	919	shout	声(喊一~)			n	shout
Huang-1992-1820-920	920	time / instance (of hitting)	下(打一~)	2741	BIT (CLASSIFIER)	n	time / instance (of hitting)
Huang-1992-1820-921	921	time / instance (of kicking)	脚(踢一~)			n	time / instance (of kicking)
Huang-1992-1820-922	922	time / instance (of biting)	口(咬一~)	2728	MOUTHFUL (CLASSIFIER)	n	time / instance (of biting)
Huang-1992-1820-923	923	some	一些	1241	SOME	n	some
Huang-1992-1820-924	924	several / few, a	几个			n	several / few, a
Huang-1992-1820-925	925	every day	每天			n	every day
Huang-1992-1820-926	926	each / every (thing) (note:+human)	每个 ((指每人))	3416	EVERY (EACH)	n	each / every (thing) (note:+human)
Huang-1992-1820-927	927	double / twice	倍(一~)	1546	TWICE	n	double / twice
Huang-1992-1820-928	928	I	我	1209	I	n	I
Huang-1992-1820-929	929	we (two)	我俩	2634	WE TWO	n	we (two)
Huang-1992-1820-930	930	we	我们	1212	WE	n	we
Huang-1992-1820-931	931	you	你	1215	THOU	n	you
