ID	NUMBER	FINNISH	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	FINNISH_VALENCE_MEAN	FINNISH_AROUSAL_MEAN	FINNISH_VALENCE_MEAN_FEMALE	FINNISH_VALENCE_MEAN_MALE	FINNISH_AROUSAL_MEAN_FEMALE	FINNISH_AROUSAL_MEAN_MALE	FINNISH_VALENCE_MEAN_GROUP_01	FINNISH_VALENCE_MEAN_GROUP_02	FINNISH_VALENCE_MEAN_GROUP_03	FINNISH_VALENCE_MEAN_GROUP_04	FINNISH_AROUSAL_MEAN_GROUP_01	FINNISH_AROUSAL_MEAN_GROUP_02	FINNISH_AROUSAL_MEAN_GROUP_03	FINNISH_AROUSAL_MEAN_GROUP_04
Soederholm-2013-420-318	318	Suklaa	Chocolate	3873	CHOCOLATE	5.91	3.52	6.04	5.32	3.57	3.26	5.73	6.03	5.82	5.63	2.82	3.44	3.73	3.5
Soederholm-2013-420-319	319	Sulka	Feather	1201	FEATHER	4.5	3.16	4.54	4.37	3.14	3.21	4.15	4.72	4.41	4.29	3.35	3.08	3.18	3.19
Soederholm-2013-420-320	320	Suojelu	Protection			5.37	2.96	5.49	5.07	2.84	3.3	5.44	5.38	5.17	5.63	2.87	2.92	3.27	2.83
Soederholm-2013-420-321	321	Suosio	Fame	865	FAME	4.96	4.12	4.93	5.05	4.07	4.31	5	4.74	5.12	5.1	4.27	4.16	4.07	4.1
Soederholm-2013-420-322	322	Surma	Death	910	DEATH	1.49	5.47	1.48	1.55	5.58	4.94	1.36	1.63	1.34	1.5	4.73	5.34	5.79	5.13
Soederholm-2013-420-323	323	Suudelma	Kiss	3454	KISS (NOUN)	6.39	5.02	6.45	6.24	5.08	4.87	6.72	6.39	6.33	6.08	5.05	4.9	5.41	5.29
Soederholm-2013-420-324	324	Suunta	Direction	3427	DIRECTION	4.42	3.48	4.47	4.26	3.42	3.69	3.91	4.43	4.52	4.1	3	3.64	3.43	3.3
Soederholm-2013-420-325	325	Suuttumus	Anger	82	ANGER	2.2	5.64	2.2	2.21	5.69	5.44	2.45	2.37	2.02	2.2	5.09	5.51	5.82	5.6
Soederholm-2013-420-326	326	Sydän	Heart	1223	HEART	5.38	3.72	5.54	4.96	3.75	3.64	5.1	5.39	5.44	5.5	4.05	3.64	3.9	3.54
Soederholm-2013-420-327	327	Syksy	Fall	1276	AUTUMN	4.62	3.39	4.66	4.45	3.35	3.55	3.73	4.66	4.72	4.63	3.73	3.32	3.33	4.13
Soederholm-2013-420-328	328	Sympatia	Sympathy			5.79	3.16	5.89	5.48	3.19	3.06	5.37	5.59	5.99	6.29	3.15	2.97	3.41	2.81
Soederholm-2013-420-329	329	Syntymä	Birth	2805	BIRTH (ACCOUCHEMENT)	5.47	4.53	5.66	4.91	4.69	4.04	5.11	5.17	5.8	5.71	4.07	4.54	4.74	3.9
Soederholm-2013-420-330	330	Syrjintä	Discrimination			1.66	5.19	1.65	1.72	5.31	4.81	1.42	1.88	1.54	1.52	4.81	5.37	5.11	5.14
Soederholm-2013-420-331	331	Sävytys	Tinting			4.37	3.3	4.5	3.97	3.31	3.3	3.67	3.31	3.34	3.33	3.96	4.53	3.95	3.52
Soederholm-2013-420-332	332	Taakka	Burden	1679	LOAD	2.27	4.33	2.15	2.81	4.38	4.1	2.27	2.11	2.46	2.38	3.64	4.17	4.64	4.5
Soederholm-2013-420-333	333	Taide	Art			5.5	3.31	5.66	4.97	3.22	3.62	4.45	5.31	5.74	6	3.18	3.2	3.35	3.8
Soederholm-2013-420-334	334	Taito	Talent			5.48	3.53	5.51	5.35	3.46	3.81	5.18	5.49	5.44	6.13	3.91	3.45	3.48	4.13
Soederholm-2013-420-335	335	Takiainen	Burdock			2.79	4.11	2.75	3	4.2	3.71	2.64	2.64	2.97	3.25	4.18	4.08	4.22	3.5
Soederholm-2013-420-336	336	Tapaturma	Accident	4058	ACCIDENT	1.52	5.28	1.47	1.69	5.33	5.1	1.36	1.56	1.55	1.22	4.64	5.29	5.35	5.3
Soederholm-2013-420-337	337	Tappaja	Killer	3871	MURDERER	1.39	5.74	1.3	1.61	5.81	5.53	1.56	1.44	1.1	1.25	5.56	5.77	5.65	5.83
Soederholm-2013-420-338	338	Tappio	Defeat	782	DEFEAT	2.16	4.81	2.18	2.1	4.82	4.8	2.23	2.18	2.17	1.79	4.74	4.85	4.62	5
Soederholm-2013-420-339	339	Tappo	Manslaughter			1.4	5.38	1.35	1.54	5.56	4.85	2	1.41	1.31	1	5.11	5.43	5.43	5.3
Soederholm-2013-420-340	340	Tarina	Story	2060	STORY	5.41	3.5	5.44	5.31	3.51	3.49	5	5.59	5.29	5.6	3.18	3.4	3.59	3.9
Soederholm-2013-420-341	341	Tarjoilu	Serving			4.77	3.46	4.76	4.84	3.5	3.26	4.73	4.82	4.67	5.13	3.55	3.36	3.57	3.5
Soederholm-2013-420-342	342	Tarmo	Vigor			5.28	4.36	5.31	5.1	4.39	4.23	4.55	5.19	5.45	5.75	3.64	4.45	4.34	4.5
Soederholm-2013-420-343	343	Tarve	Need	643	NEED (NOUN)	4.07	4.04	4.03	4.26	4.13	3.61	4.82	3.82	4.15	5.13	3.82	4.22	3.88	3.75
Soederholm-2013-420-344	344	Tehokkuus	Efficiency			3.91	4.8	3.96	3.74	4.84	4.67	4	3.86	3.96	3.7	4.45	4.87	4.79	4.8
Soederholm-2013-420-345	345	Tekniikka	Technique			4.33	3.78	4.13	4.85	3.8	3.73	3.92	4.37	4.34	4.5	3.54	3.83	3.66	4
Soederholm-2013-420-346	346	Terva	Tar			4.42	3.25	4.35	4.61	3.35	2.99	4.15	4.33	4.7	5.13	3.46	3.22	3.23	3.38
Soederholm-2013-420-347	347	Tervehdys	Greeting			5.6	3.27	5.71	5.26	3.24	3.36	5.09	5.26	5.91	6.1	3.27	3.29	3.2	3.7
Soederholm-2013-420-348	348	Terveys	Health	3828	HEALTHINESS	5.88	3.39	5.86	5.97	3.37	3.48	5.73	5.99	5.73	6.13	3.82	3.16	3.59	3.75
Soederholm-2013-420-349	349	Terävyys	Sharpness			3.69	4.21	3.59	3.99	4.3	3.93	3.67	3.67	3.67	3.9	4	4.42	4.1	3.9
Soederholm-2013-420-350	350	Teurastus	Slaughter			1.63	5.07	1.54	1.9	5.23	4.57	1.89	1.69	1.54	1.43	4.59	5.34	5.02	4.52
Soederholm-2013-420-351	351	Tiede	Science			4.75	3.85	4.66	5.16	3.86	3.81	3.64	4.83	4.81	5	3.18	3.92	3.85	4
Soederholm-2013-420-352	352	Tieto	Knowledge	3874	KNOWLEDGE	5.43	3.94	5.45	5.37	3.93	3.97	4.73	5.24	5.65	5.7	3.82	3.91	3.94	4.2
Soederholm-2013-420-353	353	Tietäjä	Seer			4.64	3.49	4.57	4.97	3.43	3.77	4.27	4.61	4.66	5.25	3.27	3.41	3.55	4.13
Soederholm-2013-420-354	354	Timantti	Diamond	3878	DIAMOND	5.23	3.88	5.41	4.59	3.77	4.26	5.4	5.01	5.48	4.5	3.9	3.9	3.93	3.4
Soederholm-2013-420-355	355	Toimisto	Office	2430	OFFICE	3.72	3.61	3.7	3.8	3.64	3.47	3.18	3.66	3.8	4.38	3.09	3.63	3.61	4.13
Soederholm-2013-420-356	356	Toimivuus	Functionality			4.8	3.42	4.77	4.91	3.41	3.46	5.19	4.51	4.97	4.9	3.56	3.46	3.46	2.9
Soederholm-2013-420-357	357	Toive	Wish			5.79	3.86	5.9	5.52	3.96	3.59	5.69	5.78	5.85	6	3.87	3.75	4.31	3.88
Soederholm-2013-420-358	358	Toivomus	Wish			5.39	3.71	5.57	4.77	3.69	3.77	5.09	5.46	5.41	5	4.18	3.7	3.66	3.6
Soederholm-2013-420-359	359	Tomaatti	Tomato	986	TOMATO	4.63	3.05	4.73	4.34	3.03	3.12	4.22	4.36	4.93	5	3.22	3.12	2.97	2.86
Soederholm-2013-420-360	360	Tottumus	Habit			4.39	3.28	4.35	4.58	3.2	3.65	4.45	4.41	4.3	4.75	3.64	3.14	3.33	3.88
Soederholm-2013-420-361	361	Tunne	Feeling	2573	FEELING (EMOTION)	5.51	3.95	5.61	5.19	3.98	3.88	5.74	5.34	5.63	5.43	3.93	3.82	4.18	3.48
Soederholm-2013-420-362	362	Tuoksu	Scent	3704	ODOR (SMELL)	5.57	3.61	5.62	5.43	3.63	3.57	5.47	5.63	5.54	5.13	3.31	3.52	4	4.13
Soederholm-2013-420-363	363	Tuomio	Verdict			2.38	4.75	2.3	2.67	4.77	4.67	2	2.52	2.33	2.3	4.36	4.76	4.73	5.2
Soederholm-2013-420-364	364	Tuonti	Import			3.84	3.55	3.84	3.83	3.58	3.43	4	3.77	3.87	3.81	3.67	3.76	3.38	3.19
Soederholm-2013-420-365	365	Tuotos	Yield			4.38	3.76	4.45	4.15	3.75	3.79	4.36	4.29	4.46	4.4	3.45	3.84	3.74	3.7
Soederholm-2013-420-366	366	Turkis	Fur	580	FUR	3.13	4.16	3.09	3.27	4.22	3.97	2.93	2.81	3.36	3.9	4.07	4.48	3.96	3.62
Soederholm-2013-420-367	367	Turva	Safety			6.16	2.39	6.25	5.74	2.3	2.8	5.91	6.24	6.04	6.5	2.91	2.06	2.63	3.25
Soederholm-2013-420-368	368	Tutkimus	Study			4.05	3.91	3.96	4.45	3.86	4.13	3.09	4.2	3.94	4.86	2.91	3.9	4.03	4.43
Soederholm-2013-420-369	369	Tyhjyys	Emptiness			2.88	3.38	2.83	3.04	3.47	3.12	2.69	3.27	2.67	2.29	2.78	3.43	3.5	3.24
Soederholm-2013-420-370	370	Tyhmyys	Stupidity			2.32	4.76	2.35	2.23	4.85	4.39	3.09	2.33	2.27	1.63	3.64	4.81	4.92	4.5
Soederholm-2013-420-371	371	Typeryys	Foolishness			2.1	4.8	2.07	2.16	4.83	4.7	2.36	2.15	1.87	1.71	4.74	4.78	4.8	5.04
Soederholm-2013-420-372	372	Tyrmä	Dungeon			1.93	4.34	1.9	2.04	4.49	3.88	1.93	2.16	1.84	1.29	4.52	4.4	4.28	4.1
Soederholm-2013-420-373	373	Tyrmäys	Knockout			2.11	4.9	2.02	2.44	4.97	4.64	2.36	2.38	1.91	1.6	4.27	4.99	4.88	5.1
Soederholm-2013-420-374	374	Tyyneys	Serenity			5.63	2.16	5.7	5.41	2.09	2.38	4.36	5.57	5.91	5.2	2.73	2.07	2.18	1.9
Soederholm-2013-420-375	375	Täyttymys	Fulfillment			5.58	3.69	5.7	5.27	3.78	3.46	2.36	2.15	1.87	1.71	4.74	4.78	4.8	5.04
Soederholm-2013-420-376	376	Uhkaus	Threat			1.74	5.6	1.73	1.81	5.63	5.48	1.73	1.82	1.69	1.38	4.82	5.65	5.73	5.13
Soederholm-2013-420-377	377	Ukkonen	Thunder	1150	THUNDER	4.01	4.82	3.9	4.3	4.91	4.59	4.18	4.22	3.41	3	4.82	4.77	4.93	5.04
Soederholm-2013-420-378	378	Ulvonta	Howl			2.36	4.92	2.27	2.67	4.9	5	2.36	2.67	2.07	2.5	4.64	4.87	5.01	4.8
Soederholm-2013-420-379	379	Unelma	Dream	2374	DREAM	5.98	3.96	6.04	5.79	4.01	3.82	6.15	5.87	6.03	6.1	3.63	3.7	4.39	3.43
Soederholm-2013-420-380	380	Uskomus	Belief	3333	BELIEF (RELIGIOUS)	3.94	3.89	3.92	4.06	3.93	3.71	3.91	3.82	4.09	4.13	3.45	3.93	3.87	4.25
Soederholm-2013-420-381	381	Uutinen	News	2964	NEWS	4.36	4.33	4.29	4.67	4.29	4.52	4.18	4.3	4.39	5	3.91	4.41	4.3	4.38
Soederholm-2013-420-382	382	Uutuus	Novelty			4.68	4.27	4.78	4.33	4.28	4.26	4.55	4.56	4.84	4.4	4.36	4.59	4.02	4
Soederholm-2013-420-383	383	Vaate	Garment	1895	CLOTHES	4.74	3.44	4.8	4.48	3.48	3.29	5.45	4.68	4.73	4.5	3	3.37	3.62	3.38
Soederholm-2013-420-384	384	Vahinko	Mistake	1293	MISTAKE	2.51	4.45	2.53	2.46	4.4	4.62	2.45	2.66	2.39	2.6	4.27	4.53	4.37	4.7
Soederholm-2013-420-385	385	Vaikutus	Impact			4.35	3.93	4.3	4.55	3.94	3.9	3.55	4.41	4.41	4.4	3.18	4.09	3.9	3.9
Soederholm-2013-420-386	386	Vaino	Persecution			1.63	5.28	1.58	1.87	5.32	5.1	2.09	1.55	1.65	1.88	4.64	5.36	5.33	4.88
Soederholm-2013-420-387	387	Valehtelu	Lying			1.77	5.06	1.8	1.67	5.13	4.84	1.96	1.91	1.6	1.7	4.56	5.29	4.94	5.1
Soederholm-2013-420-388	388	Valittaja	Complainer			1.87	5.13	1.79	2.06	5.16	5.06	1.95	1.88	1.78	1.83	5.56	5.17	4.79	4.87
Soederholm-2013-420-389	389	Valoisuus	Brightness			6.26	3.44	6.3	6.06	3.4	3.65	5.91	6.08	6.52	6.5	3.64	3.32	3.54	3.75
Soederholm-2013-420-390	390	Valta	Power	2526	POWER	3.79	4.52	3.75	3.94	4.57	4.37	5.3	3.8	3.41	3.9	4.22	4.73	4.47	4.1
Soederholm-2013-420-391	391	Vanhuus	Old age			3.84	3.34	3.89	3.69	3.35	3.31	3.09	3.84	3.93	4	3.27	3.16	3.41	4.1
Soederholm-2013-420-392	392	Vanki	Prisoner	1072	PRISONER	2.28	4.5	2.31	2.13	4.66	3.74	2	2.33	2.34	1.63	4.09	4.48	4.73	3.38
Soederholm-2013-420-393	393	Vapaus	Freedom			6.3	3.54	6.33	6.16	3.39	4.26	6.18	6.4	6.22	6	3.36	3.63	3.42	3.88
Soederholm-2013-420-394	394	Varmuus	Certainty			5.57	2.85	5.61	5.46	2.81	2.95	5.21	5.58	5.77	5.54	3.08	2.77	3.05	2.83
Soederholm-2013-420-395	395	Vasara	Hammer	1481	HAMMER	3.71	3.68	3.73	3.67	3.77	3.39	3.44	3.81	3.68	3.75	3.44	4.05	3.42	3.43
Soederholm-2013-420-396	396	Vaurio	Damage	2947	DAMAGE (INJURY)	2.18	4.16	2.17	2.19	4.29	3.78	2.33	2.4	1.96	1.95	4.11	4.26	4.04	4.38
Soederholm-2013-420-397	397	Vehreys	Verdure			5.67	2.88	5.81	5.27	2.84	3	4.41	5.69	5.95	5.75	2.96	2.68	3.11	2.62
Soederholm-2013-420-398	398	Velka	Debt	1914	DEBT	1.9	4.83	1.87	2	4.88	4.58	1.55	1.65	2.22	2.38	4.45	4.92	4.76	4.88
Soederholm-2013-420-399	399	Verotus	Taxation			2.66	4.46	2.65	2.72	4.52	4.26	2.27	2.83	2.51	3.2	4.18	4.34	4.61	4.4
Soederholm-2013-420-400	400	Viehkeys	Charm			5.45	3.8	5.31	5.92	3.56	4.64	5	5.56	5.43	5.4	4	4.23	3.4	3.9
Soederholm-2013-420-401	401	Viehätys	Attraction			5.76	3.95	5.77	5.73	3.88	4.26	5.45	5.98	5.44	6.5	4.09	4	3.73	5
Soederholm-2013-420-402	402	Viisari	Pointer			3.84	3.7	3.78	4	3.76	3.54	3.85	3.84	3.8	4	3.72	3.7	3.61	3.88
Soederholm-2013-420-403	403	Viisaus	Wisdom	4040	WISDOM	5.95	3.01	5.97	5.87	2.92	3.39	5.36	5.98	5.91	6.75	3.73	2.67	3.16	4.38
Soederholm-2013-420-404	404	Vireys	Vigilance			5.12	4.17	5.2	4.89	4.23	3.99	5	5	5.41	5.79	3.97	4.17	4.34	4
Soederholm-2013-420-405	405	Virhe	Mistake	1293	MISTAKE	2.36	4.49	2.3	2.54	4.57	4.24	2.52	2.47	2.27	2.1	4.3	4.72	4.32	4.48
Soederholm-2013-420-406	406	Virike	Stimulus			4.91	4.43	4.9	4.97	4.39	4.65	4.55	4.94	4.86	5.5	3.82	4.65	4.2	4.88
Soederholm-2013-420-407	407	Virne	Grin			4.22	4.12	4.2	4.28	4.12	4.1	3.36	4.29	4.26	4.4	4.18	4.14	4.07	4.2
Soederholm-2013-420-408	408	Vitsi	Joke	3425	JOKE	5.26	3.9	5.25	5.28	3.84	4.1	5	4.97	5.55	5.2	3.73	3.96	3.85	4
Soederholm-2013-420-409	409	Voima	Power	2526	POWER	5.1	4.22	5.08	5.16	4.19	4.39	4.45	5.08	5.19	5.38	4.18	4.28	4.09	4.75
Soederholm-2013-420-410	410	Voittaja	Winner			5.11	4.56	5.09	5.17	4.59	4.48	5.13	5.1	5.08	5.25	4.56	4.61	4.46	4.33
Soederholm-2013-420-411	411	Vuode	Bed	1663	BED	5.86	2.67	5.82	6	2.56	3.13	5.45	5.75	6.02	6.25	2.7	2.43	2.8	4.13
Soederholm-2013-420-412	412	Vuoristo	Mountain range			5.11	3.71	5.12	5.09	3.8	3.42	4.48	5.23	5.11	5.33	3.56	3.64	3.8	3.71
Soederholm-2013-420-413	413	Yleisö	Audience			4.14	4.41	4.1	4.29	4.41	4.39	3.64	3.99	4.34	4.75	3.27	4.64	4.31	4.25
Soederholm-2013-420-414	414	Ylistys	Praise	1687	PRAISE	4.22	4.04	4.34	3.82	4.04	4.03	3.55	4.04	4.39	4.8	4.45	4.34	3.71	4.2
Soederholm-2013-420-415	415	Yllyke	Incentive			3.64	4.8	3.72	3.43	4.86	4.64	3.69	3.62	3.74	3.46	4.74	4.89	4.51	4.61
Soederholm-2013-420-416	416	Ylpeys	Pride	3915	PRIDE	3.39	4.25	3.38	3.41	4.31	4.05	3.18	3.63	3.21	3.4	3.45	4.46	4.2	4.1
Soederholm-2013-420-417	417	Ympyrä	Circle	1467	CIRCLE	4.35	3.26	4.42	4.13	3.31	3.12	3.59	4.61	4.36	3.9	3.69	3.33	3.12	3.15
Soederholm-2013-420-418	418	Ystävyys	Friendship	3954	FRIENDSHIP	6.44	3.01	6.54	6.08	2.88	3.46	6.64	6.3	6.49	6.7	3.64	2.96	2.96	3.1
Soederholm-2013-420-419	419	Ystävä	Friend	1325	FRIEND	6.39	2.92	6.46	6.21	2.93	2.9	6.33	6.38	6.43	6.54	2.87	2.74	3.62	3.17
Soederholm-2013-420-420	420	Älykkyys	Intelligence			5.66	3.9	5.64	5.74	3.84	4.1	4.91	5.57	5.82	5.9	3.73	4.14	3.62	4.6
