ID	NUMBER	ENGLISH	LEXIBANK_GLOSS_ENGLISH	LEXIBANK_GLOSS_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gravina-2014-717-632	632	thumb	thumb	pouce	1781	THUMB
Gravina-2014-717-633	633	thunder	thunder	tonnere // tonnerre // tonnère	1150	THUNDER
Gravina-2014-717-634	634	time	time	fois // fois; occasion // heure // temps	892	TIME
Gravina-2014-717-635	635	(be) tired	(be) tired	(être) fatigué	1757	TIRED
Gravina-2014-717-636	636	toad	toad	crapaud	894	TOAD
Gravina-2014-717-637	637	tobacco	tobacco	tabac	974	TOBACCO
Gravina-2014-717-638	638	today	today	aujourd'hui	1283	TODAY
Gravina-2014-717-639	639	toe	toe	orteil // orteil ; doigt de pied	1389	TOE
Gravina-2014-717-640	640	(be) together	(be) together	(être) ensemble	2482	TOGETHER
Gravina-2014-717-641	641	tomato	tomato	tomate // tomate; tomate mot d'emprunt	986	TOMATO
Gravina-2014-717-642	642	tomorrow	tomorrow	demain	1329	TOMORROW
Gravina-2014-717-643	643	tongue	tongue	langue (partie de la bouche)	1205	TONGUE
Gravina-2014-717-644	644	tooth	tooth	dent	1380	TOOTH
Gravina-2014-717-645	645	tortoise (land)	tortoise (land)	tortue (terrestre)	895	TORTOISE
Gravina-2014-717-646	646	touch	touch	toucher // toucher; caresser	1892	TOUCH
Gravina-2014-717-647	647	towards	towards	vers // vers (direction)	2754	TOWARDS
Gravina-2014-717-648	648	town	town	ville	1391	TOWN
Gravina-2014-717-649	649	trap (n)	trap (n)	piège	1075	TRAP (PITFALL)
Gravina-2014-717-650	650	tree	tree	(arbre) // abre // arbre // arbre (esp.) // arbre (nom gén.) // arbre_lierre	906	TREE
Gravina-2014-717-651	651	trousers	trousers	pantalon	809	TROUSERS
Gravina-2014-717-652	652	truth	truth	verité // vérité	1638	TRUTH
Gravina-2014-717-653	653	try	try	essayer // essayer ; éprouver // tâter; essayer	1812	TRY
Gravina-2014-717-654	654	twelve (12)	twelve (12)	douze (12)	1707	TWELVE
Gravina-2014-717-655	655	twenty (20)	twenty (20)	vingt (20)	1710	TWENTY
Gravina-2014-717-656	656	twin	twin	jumeau	1005	TWINS
Gravina-2014-717-657	657	twist	twist	entourtiller // se tordre // tordre	430	TWIST
Gravina-2014-717-658	658	two	two // two (2)	deux // deux (2)	1498	TWO
Gravina-2014-717-659	659	(be) ugly	(be) ugly	(être) laid	1548	UGLY
Gravina-2014-717-660	660	umbilical cord	umbilical cord	corde umbilicale // cordon ombilical // cordon ombilical; nombril	2663	UMBILICAL CORD
Gravina-2014-717-661	661	undress	undress	déshabiller // enlever // se déshabiller	1755	UNDRESS
Gravina-2014-717-662	662	untie	untie	délier // délier(une_corde) // dénouer // détacher	352	UNTIE
Gravina-2014-717-663	663	up	up	en haut	1591	UP
Gravina-2014-717-664	664	thigh	thigh	cuisse // gigot; cuisse	471	UPPER LEG (THIGH)
Gravina-2014-717-665	665	vagina	vagina	sexe // vagin	1836	VAGINA
Gravina-2014-717-666	666	valley	valley	vallée	921	VALLEY
Gravina-2014-717-667	667	vegetable	vegetable	(légume) // legume // légume, feuille	924	VEGETABLES
Gravina-2014-717-668	668	vein	vein	veine	1924	VEIN
Gravina-2014-717-669	669	vine	vine	liane // plante rampante ; grimpante	343	VINE
Gravina-2014-717-670	670	voice	voice	voix	1363	VOICE
Gravina-2014-717-671	671	vulture	vulture	charognard // vautour // vautour ? // vauture ; charognard	1185	VULTURE
Gravina-2014-717-672	672	waist	waist	taille // taille (partie du corps)	1681	WAIST
Gravina-2014-717-673	673	wait	wait	attendre // patienter	1590	WAIT (FOR)
Gravina-2014-717-674	674	walk	walk	marcher // promener	1443	WALK
Gravina-2014-717-675	675	cane, walking stick	cane, walking stick	canne	1296	WALKING STICK
Gravina-2014-717-676	676	wall	wall	mur // muraille	3830	WALL
Gravina-2014-717-677	677	war	war	guerre	935	WAR
Gravina-2014-717-678	678	watch	watch	garder // guetter // montre // surveiller // veiller, surveiller	1650	WATCH
Gravina-2014-717-679	679	water	water	eau	948	WATER
Gravina-2014-717-680	680	wave	wave	vague	978	WAVE
Gravina-2014-717-681	681	we	we	nous // nous (excl) // nous (incl) // nous (|fi{inclusif et exclusif})	1212	WE
Gravina-2014-717-682	682	weave	weave	tisser // tisser ; tresser	133	WEAVE
Gravina-2014-717-683	683	well (n)	well (n)	puits	954	WELL
Gravina-2014-717-684	684	west	west	Ouest // ouest	1817	WEST
Gravina-2014-717-685	685	what?	what?	quoi ? // quoi?	1236	WHAT
Gravina-2014-717-686	686	when?	when // when?	quand // quand ? // quand?	1238	WHEN
Gravina-2014-717-687	687	where?	where?	où ? // où?	1237	WHERE
Gravina-2014-717-688	688	(be) white	(be) white // white	(être) blanc // blanc	1335	WHITE
Gravina-2014-717-689	689	white man	white man	homme blanc	2839	WHITE MAN
Gravina-2014-717-690	690	who?	who?	qui ? // qui ? (pluriel) // qui?	1235	WHO
Gravina-2014-717-691	691	whole	whole	entier // entier, l'ensemble, le tout // non-écrasé	2277	WHOLE
Gravina-2014-717-692	692	why?	why?	pourquoi ? // pourquoi?	1270	WHY
Gravina-2014-717-693	693	wide	wide	large // large (d' une chambre) // large_(d' un champ) // large_(d' une route) // largement	1243	WIDE
Gravina-2014-717-694	694	wife	wife	femme, épouse // épous // épouse	1199	WIFE
Gravina-2014-717-695	695	wind	wind	vent	960	WIND
Gravina-2014-717-696	696	window	window	fenêtre // vitre	1375	WINDOW
Gravina-2014-717-697	697	wing	wing	aile	1257	WING
Gravina-2014-717-698	698	wipe	wipe	essuyer // s'essuyer (la bouche)	1454	WIPE
Gravina-2014-717-699	699	with	with	avec	1340	WITH
Gravina-2014-717-700	700	woman	woman	femme	962	WOMAN
Gravina-2014-717-701	701	wood	wood	bois	1803	WOOD
Gravina-2014-717-702	702	word	word	mot // mot, parole // parole // parole ; mot	1599	WORD
Gravina-2014-717-703	703	work (n)	work (n)	travail	984	WORK (LABOUR)
Gravina-2014-717-704	704	world	world	monde // monde ; vie	965	WORLD
Gravina-2014-717-705	705	wound, sore	wound, sore	plaie // plaie, blessure	1109	WOUND
Gravina-2014-717-706	706	wrist	wrist	poignet	799	WRIST
Gravina-2014-717-707	707	yam	yam	igname	410	YAM
Gravina-2014-717-708	708	yawn	yawn	Bailler // bâiller	1028	YAWN
Gravina-2014-717-709	709	year	year	an // an, année // année // année ; an	1226	YEAR
Gravina-2014-717-710	710	(be) yellow	(be) yellow	(être) jaune	1424	YELLOW
Gravina-2014-717-711	711	yes	yes	ah bon ? // d'accord // oui // oui (moins emphatique que |fv{eñ}) // oui (plus emphatique que |fv{aa})	1268	YES
Gravina-2014-717-712	712	yesterday	yesterday	hier	1174	YESTERDAY
Gravina-2014-717-713	713	kid	kid	cabri, chevreau // petite chèvre	1972	YOUNG GOAT (KID)
Gravina-2014-717-714	714	young man	young man	jeune // jeune homme	76	YOUNG MAN
Gravina-2014-717-715	715	young woman	young woman	jeune femme // jeune fille // jeune fille,épouse	77	YOUNG WOMAN
Gravina-2014-717-716	716	younger brother	younger brother	frère cadet	1760	YOUNGER BROTHER
Gravina-2014-717-717	717	zebra	zebra	zèbre	3675	ZEBRA
