ID	NUMBER	GERMAN	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN_POS	GERMAN_VALENCE_MEAN	GERMAN_AROUSAL_MEAN	GERMAN_POTENCY_MEAN	GERMAN_AUTHORITY_MEAN	GERMAN_COMMUNITY_MEAN
Schauenburg-2015-858-538	538	Nachhilfeunterricht	tutoring			noun	5.042	4.913	4.917	5.824	3.941
Schauenburg-2015-858-539	539	Nachtwächter	night watchman			noun	5.484	3.967	5.333	5.833	4.111
Schauenburg-2015-858-540	540	Nationalist	nationalist			noun	2.64	6.56	5.833	8	7.1
Schauenburg-2015-858-541	541	NATO	NATO			noun	4.281	5.656	6.469	6	6
Schauenburg-2015-858-542	542	Neid	envy	40	ENVY	noun	2.465	6.5	5.69	6	3.409
Schauenburg-2015-858-543	543	neidisch	envious			adjective	3.343	6.714	5.086	5.875	3.375
Schauenburg-2015-858-544	544	nervös	nervous	3975	NERVOUS	adjective	3.211	7.211	4.737	5.783	3.739
Schauenburg-2015-858-545	545	nutzlos	useless			adjective	3.316	5.632	3.395	5.348	4.957
Schauenburg-2015-858-546	546	Oberschicht	gentry			noun	4.091	4.781	6.515	7.1	3.2
Schauenburg-2015-858-547	547	Obrigkeit	magistracy			noun	3.171	6.2	6.771	7.842	5.105
Schauenburg-2015-858-548	548	offensiv	offensive			adjective	4.972	6.714	7	6.409	4.273
Schauenburg-2015-858-549	549	Offizier	officer			noun	3.946	5.861	6.583	8.524	4.238
Schauenburg-2015-858-550	550	Ohnmacht	faint	3616	FAINT (PASS OUT)	noun	2.757	6.081	4.649	6.125	4.083
Schauenburg-2015-858-551	551	ohrfeigen	to slap	3160	SLAP	verb	2.371	7.314	5.6	8.176	2.824
Schauenburg-2015-858-552	552	Opfer	victim			noun	2.438	6.781	3.29	5.941	4.118
Schauenburg-2015-858-553	553	opfern	to sacrifice			verb	3.179	6.316	5.605	5.538	6.731
Schauenburg-2015-858-554	554	Opposition	opposition			noun	5.432	6.081	5.919	3.909	6.455
Schauenburg-2015-858-555	555	Ordner	steward			noun	5.1	4.276	5.267	6.545	5.182
Schauenburg-2015-858-556	556	Organisation	organisation			noun	5.577	4.5	6.577	5.769	7.923
Schauenburg-2015-858-557	557	ostdeutsch	east German			adjective	4.818	5.061	4.515	4.75	6.5
Schauenburg-2015-858-558	558	Papst	pope			noun	3.763	5.216	5.811	8.067	5.133
Schauenburg-2015-858-559	559	Partei	party			noun	3.774	5.8	5.667	5.917	7.167
Schauenburg-2015-858-560	560	Partner	partner			noun	7.765	3.529	6.529	3.75	6.438
Schauenburg-2015-858-561	561	Partnerschaft	partnership			noun	7.667	3.231	7.154	2.909	6.455
Schauenburg-2015-858-562	562	Party	party (celebration)	131	FESTIVAL	noun	6.75	7	5.714	4.056	7.611
Schauenburg-2015-858-563	563	Partygast	party guest			noun	5.886	6.086	5.229	3.9	5.65
Schauenburg-2015-858-564	564	passiv sein*	to be passive			verb	3.541	4.405	3.216	4.682	5.182
Schauenburg-2015-858-565	565	Patriot	patriot			noun	3.765	5.824	5.324	6.696	5.826
Schauenburg-2015-858-566	566	Personalrat	staff council			noun	5.088	4.939	6.03	4.615	6.538
Schauenburg-2015-858-567	567	Pessimist	pessimist			noun	3.558	5.357	4.558	5.55	3.35
Schauenburg-2015-858-568	568	Pflicht	duty	3471	OBLIGATION (DUTY)	noun	4.097	4.935	6.71	7.478	6.174
Schauenburg-2015-858-569	569	Picknick	picnic			noun	7.514	3.943	4.743	2.75	8
Schauenburg-2015-858-570	570	Politesse	parking inspector (female)			noun	3.971	5.706	5.206	6.455	3.909
Schauenburg-2015-858-571	571	Politiker	politician			noun	4.261	6	5.935	6.923	4.231
Schauenburg-2015-858-572	572	politisch	political			adjective	4.679	6.036	6.321	5.409	5.955
Schauenburg-2015-858-573	573	Polizei	police	656	POLICE	noun	4.457	5.696	6.87	7.955	6.182
Schauenburg-2015-858-574	574	Polizistin	police woman			noun	4.667	5.37	6.667	6.833	5.25
Schauenburg-2015-858-575	575	Präsident	president	899	PRESIDENT	noun	5.1	5.333	6.933	7.077	4.846
Schauenburg-2015-858-576	576	predigen	to preach	304	PREACH	verb	3.865	5.057	5.571	8	5.909
Schauenburg-2015-858-577	577	Prestige	prestige			noun	5.788	4.394	6.697	6	3.571
Schauenburg-2015-858-578	578	primitiv	primitive			adjective	3.529	5.618	3.588	5.417	4.958
Schauenburg-2015-858-579	579	Privatschule	private school			noun	4.477	5	4.952	6	3.1
Schauenburg-2015-858-580	580	Privileg	privilege			noun	5.714	4.886	6.486	7.348	3.174
Schauenburg-2015-858-581	581	Professor	professor			noun	5.622	4.838	6.243	6.8	3.7
Schauenburg-2015-858-582	582	Profit	profit	2929	BENEFIT	noun	5.033	6.067	6.552	6.783	3.174
Schauenburg-2015-858-583	583	Profiteur	profiteer			noun	3.75	5.893	5.714	6.364	2.455
Schauenburg-2015-858-584	584	Proletariat	proletariat			noun	4.107	5.821	5.143	4	7.4
Schauenburg-2015-858-585	585	prominent	prominent			adjective	5.024	5.905	5.857	5.857	2.786
Schauenburg-2015-858-586	586	Protest	protest			noun	5.333	7.125	6.708	4.773	6.591
Schauenburg-2015-858-587	587	Prozess	process	3970	PROCESS	noun	4.342	6.237	6.105	6.391	6.478
Schauenburg-2015-858-588	588	Prügel	beatings			noun	2.03	7.879	6.424	7.955	3.909
Schauenburg-2015-858-589	589	Punker	punk			noun	4.615	6.5	5.038	4.133	2.867
Schauenburg-2015-858-590	590	pünktlich	punctual			adjective	6.275	3.825	5.475	5.545	4.727
Schauenburg-2015-858-591	591	Putzfrau	charwoman			noun	4.829	4.429	3.714	5.8	4.067
Schauenburg-2015-858-592	592	quälen	to torture	1952	TORTURE	verb	1.833	8	6.194	8.4	4.333
Schauenburg-2015-858-593	593	qualifiziert	skilled	807	SKILLED	adjective	7.22	3.732	6.488	5.692	4
Schauenburg-2015-858-594	594	Rache	retaliation			noun	2.755	7.698	7.094	6.591	3.182
Schauenburg-2015-858-595	595	Rädelsführer	ringleader			noun	3.462	6.5	5.538	6.938	4.75
Schauenburg-2015-858-596	596	radikal	radical			adjective	3.067	7.433	7.367	5.2	4.7
Schauenburg-2015-858-597	597	Randalierer	vandal			noun	2.571	7.529	5.771	5.556	4.222
Schauenburg-2015-858-598	598	Randgruppe	fringe group			noun	4.156	5.594	4.625	5.706	5.882
Schauenburg-2015-858-599	599	Rangordnung	hierarchy			noun	3.882	5.618	6.353	7.867	5.533
Schauenburg-2015-858-600	600	ratsuchend	consulting			adjective	5.613	4.613	4.355	4.211	5.632
Schauenburg-2015-858-601	601	rausschmeißen	to expel	30	DISPEL	verb	2.824	7.118	5.882	7.3	4.6
Schauenburg-2015-858-602	602	Realschule	middle school			adjective	4.529	5.091	4.588	5.4	5.4
Schauenburg-2015-858-603	603	Rebell	rebel			noun	5.138	7.379	6.931	4	3.071
Schauenburg-2015-858-604	604	Rebellion	rebellion			noun	5.375	7.344	7.219	5.042	7.167
Schauenburg-2015-858-605	605	rebellisch	rebellious			adjective	5.429	6.75	6.893	5.091	4.545
Schauenburg-2015-858-606	606	Redakteur	editor			noun	5.25	5.37	5.714	5.4	3.9
Schauenburg-2015-858-607	607	regieren	to govern	382	GOVERN	verb	4.265	5.647	7.147	7	5.294
Schauenburg-2015-858-608	608	Regierungsgegner	government opponent			noun	4.829	6.324	5.771	4.8	4.933
Schauenburg-2015-858-609	609	regierungstreu	pro-regime			adjective	3.92	4.64	5.44	6.556	6.167
Schauenburg-2015-858-610	610	regierungsunabhängig	non-governmental			adjective	5.949	4.921	6	3.8	5.85
Schauenburg-2015-858-611	611	Reife	maturity			noun	6.889	3.481	6.259	5.5	3.417
Schauenburg-2015-858-612	612	reizbar	irritable			adjective	3.389	7.167	5.556	5.739	3.13
Schauenburg-2015-858-613	613	religiös	religious			adjective	4.176	4.824	4.939	5.75	7.167
Schauenburg-2015-858-614	614	Rente	pension			noun	4.973	4.811	4.189	4	7.304
Schauenburg-2015-858-615	615	Rentner	pensioner			noun	4.851	4.174	3.851	4.533	4.4
Schauenburg-2015-858-616	616	respektieren	to respect	385	RESPECT (SOMEBODY)	verb	7.243	3.639	6.459	4.615	5.154
Schauenburg-2015-858-617	617	respektlos	disrespectful			adjective	2.765	7.029	5.576	5.652	3.435
Schauenburg-2015-858-618	618	Reue	remorse			noun	4.636	5.061	5.485	5.261	4.478
Schauenburg-2015-858-619	619	reuig	repentant	1894	ASHAMED	adjective	4.775	4.7	4.775	5.261	4.522
Schauenburg-2015-858-620	620	Revolte	revolt			noun	4.639	7.2	7.086	4.455	7.227
Schauenburg-2015-858-621	621	Revolution	revolution	2431	REVOLUTION	noun	5.541	7.703	7.865	4.417	7.75
Schauenburg-2015-858-622	622	Richter	judge	861	JUDGE	noun	5.278	4.778	7.611	7.429	4.286
Schauenburg-2015-858-623	623	Risiko	risk			noun	4.657	7.382	6.457	4.87	4.478
Schauenburg-2015-858-624	624	Rivale	rival			noun	3.333	6.923	6.077	6.4	2.533
Schauenburg-2015-858-625	625	Rockstar	rockstar			noun	5.545	6.939	6	5.091	4
Schauenburg-2015-858-626	626	romantisch	romantic			adjective	7.182	4.636	5.341	4.045	5.273
Schauenburg-2015-858-627	627	Rückhalt	support			noun	7.487	2.564	6.59	4	6.786
Schauenburg-2015-858-628	628	Ruhestand	retirement			noun	5.881	3.512	4.537	4.444	4.389
Schauenburg-2015-858-629	629	Ruhm	fame	865	FAME	noun	5.5	6.235	6.912	6.261	4.348
Schauenburg-2015-858-630	630	Rüpel	thug			noun	2.765	6.529	5.647	5.667	3.042
Schauenburg-2015-858-631	631	Sabotage	sabotage			noun	3	7.133	5.8	5.609	4.043
Schauenburg-2015-858-632	632	sabotieren	to sabotage			verb	3.079	6.763	5.973	6.5	3
Schauenburg-2015-858-633	633	sadistisch	sadistic			adjective	2.273	7.333	6.485	7.154	3.154
Schauenburg-2015-858-634	634	Scham	shame	1776	SHAME	noun	3.138	6.345	4.759	5.455	4.227
Schauenburg-2015-858-635	635	Schande	shame			noun	2.538	6.632	5.474	6.478	5.696
Schauenburg-2015-858-636	636	scheitern	to fail	3861	FAIL	verb	2.5	6.552	4.3	5.5	3.909
Schauenburg-2015-858-637	637	schenken	to give a present			verb	7.488	4.244	6.049	4.087	6.174
Schauenburg-2015-858-638	638	scheu	timid	487	SHY	adjective	4.3	4.8	3.35	4.72	3.72
Schauenburg-2015-858-639	639	Schikane	menace			noun	2.028	7.472	6.528	7.348	4.87
Schauenburg-2015-858-640	640	schlagen	to hit	1433	HIT	verb	2	7.829	6.143	8	3.467
Schauenburg-2015-858-641	641	schlagfertig	witty			adjective	6.143	6	6.8	5.611	3.611
Schauenburg-2015-858-642	642	Schlampe	bitch			noun	3.206	6.576	5.676	5.087	3.652
Schauenburg-2015-858-643	643	schlapp	slack			adjective	3.487	4.359	3.308	4.917	4.25
Schauenburg-2015-858-644	644	Schnorrer	scrounger			noun	3.128	5.974	4.462	4.783	4.043
Schauenburg-2015-858-645	645	schreien	to scream	3809	SCREAM (PRODUCE A CRY)	verb	3.375	7.75	6.094	6.174	3.565
Schauenburg-2015-858-646	646	Schuld	guilt	134	FAULT	noun	2.667	6.472	6.361	6.348	4.391
Schauenburg-2015-858-647	647	schuldig	guilty	1682	GUILTY	adjective	2.406	6.25	5.375	6.045	4.455
Schauenburg-2015-858-648	648	Schüler	pupil	753	PUPIL (STUDENT)	noun	5.364	5.697	4.273	4.222	7
Schauenburg-2015-858-649	649	Schulfreund	schoolmate			noun	6.25	4.357	4.929	3.455	6.273
Schauenburg-2015-858-650	650	Schulklasse	class			noun	5.241	6.379	5	4.75	6.875
Schauenburg-2015-858-651	651	Schurke	villain			noun	3.516	6.548	5.742	6.765	3.176
Schauenburg-2015-858-652	652	Schützenverein	gun club			noun	3.767	5.302	4.93	6.733	7.133
Schauenburg-2015-858-653	653	Schwäche	weakness			noun	3.897	5.641	4.051	5	4.348
Schauenburg-2015-858-654	654	Schwätzer	tattler			noun	2.538	6.308	3.974	5.087	3.87
Schauenburg-2015-858-655	655	Schwester	sister	1263	SISTER	noun	6.686	4.057	5.514	3.714	6.857
Schauenburg-2015-858-656	656	Schwiegereltern	parents-in-law	306	PARENTS-IN-LAW	noun	4.884	5.452	5.86	5.667	5.917
Schauenburg-2015-858-657	657	Schwiegervater	father in law	1055	FATHER-IN-LAW	noun	4.714	5.343	5.2	6.182	4.273
Schauenburg-2015-858-658	658	Seefahrer	sailor	4050	SAILOR	noun	5.774	5.567	5.129	5.182	4.818
Schauenburg-2015-858-659	659	Sehnsucht	desire	2960	LONGING (WISH)	noun	5.189	5.778	5.861	4.36	4.36
Schauenburg-2015-858-660	660	Sekte	sect			noun	2.054	6.784	6.027	7.778	7.889
Schauenburg-2015-858-661	661	Sektempfang	champagne reception			noun	5.73	5.306	4.73	5.619	6.762
Schauenburg-2015-858-662	662	selbstständig	independent			adjective	6.8	5.257	6.8	5	2.941
Schauenburg-2015-858-663	663	selbstbewusst	self-confident			adjective	7.343	4.588	7.265	5.462	3.077
Schauenburg-2015-858-664	664	selbstherrlich	autocratic			adjective	2.903	6.387	6.161	6.714	1.857
Schauenburg-2015-858-665	665	selbstlos	selfless			adjective	6.158	4.5	4.947	3	6.625
Schauenburg-2015-858-666	666	selbstsicher	self-confident			adjective	6.9	4.1	6.767	5.696	2.783
Schauenburg-2015-858-667	667	Selbstsicherheit	self-confidence			noun	7.029	3.471	7.03	4.917	2.917
Schauenburg-2015-858-668	668	Selbstwertgefühl	self-esteem			noun	7.133	4.033	6.933	3.875	2.375
Schauenburg-2015-858-669	669	Service	service			noun	5.933	4.167	4.867	4.786	5.571
Schauenburg-2015-858-670	670	sich anpassen*	to adapt oneself			verb	4.971	4.629	4.143	5.174	6.87
Schauenburg-2015-858-671	671	sich auflehnen*	to rebel	567	REBEL	verb	5.364	7.094	7.063	5.375	4.875
Schauenburg-2015-858-672	672	sich bereichern*	to enrich oneself			verb	3.744	5.974	5.447	6.3	2.55
Schauenburg-2015-858-673	673	sich erniedrigen*	to humble oneself			verb	1.941	6.882	3.441	6.6	3.88
Schauenburg-2015-858-674	674	sich opfern*	to sacrifice oneself			verb	4.152	6	5.03	4.348	6
Schauenburg-2015-858-675	675	sich verbünden*	to band together			verb	6.55	4.436	6.795	3.625	8
Schauenburg-2015-858-676	676	sich wehren*	to fight back			verb	5.222	6.917	6.5	4.87	3.957
Schauenburg-2015-858-677	677	Sieg	victory	783	VICTORY	noun	6.19	6.69	7.317	6.826	4.522
Schauenburg-2015-858-678	678	siegen	to win			verb	6.366	6.2	7.098	6.833	4.792
Schauenburg-2015-858-679	679	Sieger	winner			noun	6.074	6.037	6.926	6.818	3.227
Schauenburg-2015-858-680	680	Sitte	custom	1747	CUSTOM	noun	4.556	4.583	5.556	6.609	7.348
Schauenburg-2015-858-681	681	Snob	snob			noun	3.5	5.577	5.231	5.958	2.875
Schauenburg-2015-858-682	682	Soldat	soldier	1941	SOLDIER	noun	3.469	6.656	6.094	7.111	4.944
Schauenburg-2015-858-683	683	solidarisieren	to solidarize			verb	6.333	4.667	5.333	2.167	8.083
Schauenburg-2015-858-684	684	Solidarität	solidarity			noun	7.31	3.357	6.829	2.478	7.87
Schauenburg-2015-858-685	685	Sommerabend	summer evening			noun	7.885	3.769	5.615	3.5	5.9
Schauenburg-2015-858-686	686	sorglos	carefree			adjective	6.694	3.444	5.143	4	4.542
Schauenburg-2015-858-687	687	souverän	confident			adjective	6.756	3.775	7.154	6	3.611
Schauenburg-2015-858-688	688	sozial	social			adjective	6.8	4.154	5.95	2.391	8.087
Schauenburg-2015-858-689	689	Sozialarbeiter	social worker			noun	5.568	5.081	4.944	3.583	6.667
Schauenburg-2015-858-690	690	Sozialist	socialist			noun	5.316	5.421	5.421	2.5	7.136
Schauenburg-2015-858-691	691	Spezialist	specialist			noun	6.564	4.308	6.667	5.923	2.846
Schauenburg-2015-858-692	692	Spielplatz	playground			noun	6.222	5.667	4.722	3.923	7.231
Schauenburg-2015-858-693	693	Spielverderber	spoiler			noun	2.933	6.321	5.071	5.625	3.125
Schauenburg-2015-858-694	694	spießig	square			adjective	3.429	4.971	4.543	6.087	4.783
Schauenburg-2015-858-695	695	spirituell	spiritual			adjective	4.806	4.484	4.226	4.75	3.063
Schauenburg-2015-858-696	696	spotten	to mock			verb	2.708	6.667	5.5	6.545	4.273
Schauenburg-2015-858-697	697	spöttisch	sneering			adjective	3.848	6.303	5.273	6.083	4.208
Schauenburg-2015-858-698	698	Staatsfeind	enemy of the state			noun	3.314	6.971	5.886	6.714	4.286
Schauenburg-2015-858-699	699	Stabilität	stability			noun	7.083	3.056	6.917	5.25	6.5
Schauenburg-2015-858-700	700	Stammgast	regular			noun	5.8	3.767	4.7	4.611	6.167
Schauenburg-2015-858-701	701	Standesamt	register office			noun	5.424	5.333	5.594	5.706	6.294
Schauenburg-2015-858-702	702	stark	strong	785	STRONG	adjective	6.674	5.558	7.233	5.957	4.565
Schauenburg-2015-858-703	703	Stärke	strength	202	STRENGTH	noun	6.722	5	7.667	5.957	4.478
Schauenburg-2015-858-704	704	Status	status			noun	5.233	4.605	6.488	7.455	4.045
Schauenburg-2015-858-705	705	stehlen	to steal	713	STEAL	verb	2.872	7.077	4.923	5.217	3.304
Schauenburg-2015-858-706	706	Stellvertreter	substitute (person)			noun	5	4.718	4.821	6.636	4.091
Schauenburg-2015-858-707	707	Stolz	pride	3915	PRIDE	noun	6.128	5.632	6.632	6.522	3.957
Schauenburg-2015-858-708	708	stören	to disturb	2883	DISTURB	verb	3.129	6.613	5.5	5.72	4.24
Schauenburg-2015-858-709	709	Störenfried	troublemaker			noun	3.128	6.919	5.658	6.167	3.444
Schauenburg-2015-858-710	710	strafbar	punishable			adjective	3.136	7.023	6.114	6.833	5.5
Schauenburg-2015-858-711	711	Strafe	punishment	390	PUNISHMENT	noun	2.914	6.943	7.143	7.957	5.478
Schauenburg-2015-858-712	712	strafen	to punish	3649	PUNISH	verb	2.966	7	6.345	8.091	5.273
Schauenburg-2015-858-713	713	Straftat	crime	1066	CRIME	noun	2.643	7.25	5.964	6.545	4.045
Schauenburg-2015-858-714	714	Streber	nerd			noun	3.857	4.914	5.286	5.667	2.667
Schauenburg-2015-858-715	715	strebsam	nerdy			adjective	5.211	5	5.316	5.826	3.087
Schauenburg-2015-858-716	716	Streetworker	street worker			noun	5.553	4.868	5.132	4.211	5.842
Schauenburg-2015-858-717	717	Streik	strike			noun	4.343	6.657	6.571	4.478	7.522
Schauenburg-2015-858-718	718	streiken	to go on strike			verb	4.385	6.821	6.385	2.9	7.65
Schauenburg-2015-858-719	719	Streit	fight			noun	2.586	7.643	6.214	5.25	5
Schauenburg-2015-858-720	720	Student	student	753	PUPIL (STUDENT)	noun	6.441	5.235	4.941	3.938	5.063
Schauenburg-2015-858-721	721	Subkultur	subculture			noun	5.717	5.63	5.696	4.071	6.643
Schauenburg-2015-858-722	722	Sünde	sin	2971	SIN	noun	3.786	6.071	5.321	6	4.591
Schauenburg-2015-858-723	723	Sündenbock	scapegoat			noun	3.128	6.179	4.513	6.833	4.75
Schauenburg-2015-858-724	724	Sünder	sinner			noun	3.559	6.147	4.559	6.043	3.696
Schauenburg-2015-858-725	725	Sympathie	sympathy			noun	7.912	3.676	6.706	3.267	5.2
Schauenburg-2015-858-726	726	Sympathisant	sympathiser			noun	5.879	4.545	5.485	4.5	6
Schauenburg-2015-858-727	727	tadeln	to rebuke	299	SCOLD	verb	3.061	6.424	5.485	7.391	4.435
Schauenburg-2015-858-728	728	Tagesmutter	nanny			noun	5.6	4.4	5.167	5.8	5
Schauenburg-2015-858-729	729	taktvoll	tactful			adjective	6.75	3.833	6.029	3.957	5.435
Schauenburg-2015-858-730	730	tanzen	to dance	1879	DANCE	verb	7.278	6.111	5.861	3.053	6.421
Schauenburg-2015-858-731	731	Täter	culprit			noun	2.395	7.302	6.372	6.583	3.417
Schauenburg-2015-858-732	732	täuschen	to deceive	3230	DECEIVE	verb	2.864	6.318	5.159	5.667	4.583
Schauenburg-2015-858-733	733	Team	team	3961	TEAM	noun	6.862	3.586	6.379	4.25	7.375
Schauenburg-2015-858-734	734	Techniker	technician			noun	5.5	4.875	5.25	5	4.308
Schauenburg-2015-858-735	735	teilen	to devide	1119	DIVIDE	verb	6.839	4.452	6.194	2.391	7.826
Schauenburg-2015-858-736	736	Teilnehmer	participant			noun	5.237	4.816	4.737	3.563	7
Schauenburg-2015-858-737	737	Terrorist	terrorist			noun	1.694	8.028	7.029	7.231	2.692
Schauenburg-2015-858-738	738	Test	test			noun	4.6	6.433	5.8	6.304	4.957
Schauenburg-2015-858-739	739	Therapeut	therapist			noun	5.923	3.76	6.154	5.467	4.2
Schauenburg-2015-858-740	740	Tischgast*	dinner guest			noun	5.767	5.1	4.9	4.818	4.909
Schauenburg-2015-858-741	741	tolerant	tolerant			adjective	7.243	3.297	6.514	2.929	6.5
Schauenburg-2015-858-742	742	Tradition	tradition	1747	CUSTOM	noun	5.889	4.028	5.778	6	7.563
Schauenburg-2015-858-743	743	Trauerfeier	obsequy			noun	3.179	5.538	5.385	4.214	6.786
Schauenburg-2015-858-744	744	Trauergast	mourner			noun	3.655	4.821	4.034	4.846	5.846
Schauenburg-2015-858-745	745	Tresor	safe			noun	5.447	4.541	6.108	6.043	3.696
Schauenburg-2015-858-746	746	treu	faithful	100	FAITHFUL	adjective	7.694	2.667	6.639	4.708	5.625
Schauenburg-2015-858-747	747	Treue	fidelity			noun	8	2.192	7.192	4.826	6.13
Schauenburg-2015-858-748	748	treulos	unfaithful			adjective	2.618	6.794	4.235	4.875	2.917
Schauenburg-2015-858-749	749	Trost	consolation			noun	7.5	2.333	5.722	3.87	6.087
Schauenburg-2015-858-750	750	trösten	to comfort			verb	7.029	3.265	5.676	4	5.444
Schauenburg-2015-858-751	751	türkisch	Turkish			adjective	4.821	5.564	4.795	5.727	6.636
Schauenburg-2015-858-752	752	Türsteher	doorman			noun	3.5	6.1	5.975	7.714	4.143
Schauenburg-2015-858-753	753	Tutor	tutor			noun	5.684	4.5	5.711	5.167	5.667
Schauenburg-2015-858-754	754	Tyrann	tyrant			noun	1.854	7.829	7.439	8.556	1.889
Schauenburg-2015-858-755	755	überfallen	to mug			verb	1.976	7.561	6.854	7.714	2.857
Schauenburg-2015-858-756	756	überwachen	to monitor			verb	3.029	6.857	6.943	8.182	5.545
Schauenburg-2015-858-757	757	überzeugen	to convince			verb	5.833	5.467	6.1	5.8	4.467
Schauenburg-2015-858-758	758	umarmen	to hug	928	EMBRACE	verb	8.2	4	6.733	3.609	6.87
Schauenburg-2015-858-759	759	Umarmung	embrace			noun	8.107	2.857	6.704	3.435	6.391
Schauenburg-2015-858-760	760	Umsturz	overthrow			noun	4.258	7.484	7.065	5.348	6.783
Schauenburg-2015-858-761	761	Unabhängigkeit	independence			noun	7.844	4.742	7.419	2.917	4
Schauenburg-2015-858-762	762	unauffällig	unflashy			adjective	4.842	3.658	3.632	3.818	5.091
Schauenburg-2015-858-763	763	Undank	ungratefulness			noun	2.862	6.724	5.448	5.75	3.875
Schauenburg-2015-858-764	764	undankbar	ungrateful			adjective	2.514	6.541	4.919	5.955	3.545
Schauenburg-2015-858-765	765	unerzogen*	ill-bred			adjective	3.343	6.743	4.971	4.917	4
Schauenburg-2015-858-766	766	unfähig	incapable			adjective	3.053	6.316	3.895	5.545	4.455
Schauenburg-2015-858-767	767	unfair	unfair			adjective	2.606	6.606	5.182	6.565	4.609
Schauenburg-2015-858-768	768	Unfehlbarkeit	infallibility			noun	4.511	5.341	6.111	7.533	3
Schauenburg-2015-858-769	769	ungelernt	unlearned			adjective	3.923	5.667	3.923	5.875	4
Schauenburg-2015-858-770	770	ungenau	inaccurate			adjective	3.906	5.938	3.969	4.545	5
Schauenburg-2015-858-771	771	ungerecht	unfair			adjective	2.517	7.069	5.414	6.542	5.083
Schauenburg-2015-858-772	772	Uniform	uniform			noun	4.029	5.353	5.676	7.375	7.375
Schauenburg-2015-858-773	773	unmenschlich	inhuman			adjective	1.839	7.419	6.065	7.467	4.133
Schauenburg-2015-858-774	774	unmündig	under age			adjective	2.84	5.708	2.833	7.333	4.389
Schauenburg-2015-858-775	775	Unrecht	injustice			noun	2.098	7.439	6.475	6.5	5.136
Schauenburg-2015-858-776	776	unsicher	uncertain			adjective	3.419	6	3.323	5.174	4.087
Schauenburg-2015-858-777	777	unsozial	antisocial			adjective	2.64	6.939	5.06	5.913	3.652
Schauenburg-2015-858-778	778	unterdrücken	to oppress	401	OPPRESS	verb	2.595	7.135	5.622	8.091	4.591
Schauenburg-2015-858-779	779	Unternehmer	entrepreneur			noun	4.833	5.542	5.708	6.375	2.875
Schauenburg-2015-858-780	780	unterordnen	to subordinate			verb	2.811	5.486	4.027	7.435	5.826
Schauenburg-2015-858-781	781	Unterschicht	lower class			noun	3.472	5.771	4.029	5.765	6.118
Schauenburg-2015-858-782	782	unterstützen	to support			verb	7.261	3.136	6.304	3.067	7.467
Schauenburg-2015-858-783	783	Untertan	subject (of monarchy)			noun	2.658	5.579	3.108	7.667	5.5
Schauenburg-2015-858-784	784	untreu	unfaithful			adjective	3	6.853	5.4	5.56	3.56
Schauenburg-2015-858-785	785	Untreue	disloyalty			noun	2.529	6.97	5.818	5.792	3.375
Schauenburg-2015-858-786	786	unverheiratet	unmarried			adjective	5.189	5.027	4.676	4.35	3.55
Schauenburg-2015-858-787	787	Urteil	judgement	1067	JUDGMENT	noun	3.926	5.654	6.692	7.182	5.227
Schauenburg-2015-858-788	788	urteilen	to judge	1818	ADJUDICATE	verb	4.788	5.531	6.485	7.174	4.87
Schauenburg-2015-858-789	789	Vaterfigur	father figure			noun	5.6	3.743	6.882	6.5	4.8
Schauenburg-2015-858-790	790	Vaterland	homeland			noun	4.171	5.771	5.886	7.857	7
Schauenburg-2015-858-791	791	verachten	to despise	2715	DESPISE	verb	2.933	7.034	6.241	6.833	4.458
Schauenburg-2015-858-792	792	verbieten	to prohibit	83	FORBID	verb	3.212	6.188	6.667	7.545	5.045
Schauenburg-2015-858-793	793	Verbot	prohibition			noun	3.125	7.031	7.125	8.318	6.318
Schauenburg-2015-858-794	794	Verbrecher	criminal	3875	CRIMINAL	noun	2.457	7.2	6.429	6.444	3.389
Schauenburg-2015-858-795	795	Verbündete	ally			noun	7.067	3.433	6.9	4.154	7.231
Schauenburg-2015-858-796	796	verdienen	to earn	733	EARN	verb	6.436	4.487	6	5.333	4
Schauenburg-2015-858-797	797	Verehrer	admirer			noun	6	6.075	5.325	4.769	3.462
Schauenburg-2015-858-798	798	Verein	association			noun	5.771	4.706	5.543	4.2	8
Schauenburg-2015-858-799	799	verfeindet	to be at enmity			adjective	2.667	6.96	6.308	6.571	5.571
Schauenburg-2015-858-800	800	verfolgt	persecuted			adjective	2.361	7.222	4.944	6.792	5.458
Schauenburg-2015-858-801	801	Verhör	interrogation			noun	2.561	7.1	6.525	8.571	3.5
Schauenburg-2015-858-802	802	Verkäuferin	vender			noun	4.976	4.976	3.976	5.067	5
Schauenburg-2015-858-803	803	verklagen	to sue			verb	3.108	6.892	6.108	6.875	4.042
Schauenburg-2015-858-804	804	verlassen	to abandon	1097	ABANDON	verb	2.629	6.971	5.147	5.5	3.364
Schauenburg-2015-858-805	805	verlegen sein*	to be embarrassed			verb	3.733	5.69	4.2	5	4.261
Schauenburg-2015-858-806	806	verlieren	to lose	1660	LOSE	verb	3	6.171	3.975	5.391	4.217
Schauenburg-2015-858-807	807	Verlierer	loser			noun	3.143	6.143	3.464	6.304	4.043
Schauenburg-2015-858-808	808	vermieten	to let			verb	4.778	4.889	5.194	5.826	5.13
