ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	IDS_ID	ENGLISH	RELATION	PWN_WORD_SENSE_ID	PWN_DEFINITION	PWN_SYNSET	PWN_POS	OMW_URL
Borin-2015-1532-1014	1099	RESIDE	1014	S07.110	to live	ss	live%2:42:08::	inhabit or live in; be an inhabitant of; &quot;People lived in Africa millions of years ago&quot;; &quot;The people inhabited the islands that are now deserted&quot;; &quot;this kind of fish dwells near the bottom of the ocean&quot;; &quot;deer are populating the woods&quot;	v02649830	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02649830-v
Borin-2015-1532-1015	1678	HUT	1015	S07.130	the hut	ss	hut%1:06:00::	small crude shelter used as a dwelling	n03547054	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03547054-n
Borin-2015-1532-1016	1451	SMILE	1016	S16.251	to smile	ss	smile%2:29:00::	change one's facial expression by spreading the lips, often to signal pleasure	v00028565	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00028565-v
Borin-2015-1532-1017	265	FOWL	1017	S03.500	the fowl	ss	fowl%1:05:00::	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	n01789740	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01789740-n
Borin-2015-1532-1018	2125	STONE OR ROCK	1018	S01.440	the stone or rock	ui	rock%1:17:01::	a lump or mass of hard consolidated mineral matter; &quot;he threw a rock at me&quot;	n09416076	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09416076-n
Borin-2015-1532-1019	76	YOUNG MAN	1019	S02.251	the young man	ss	young_man%1:18:00::	a teenager or a young adult male	n10804287	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10804287-n
Borin-2015-1532-1020	1329	TOMORROW	1020	S14.480	tomorrow	ss	tomorrow%4:02:00::	the next day, the day after, following the present day	r00479275	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00479275-r
Borin-2015-1532-1021	6	EARTHQUAKE	1021	S01.450	the earthquake	ss	earthquake%1:11:00::	shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity	n07428954	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07428954-n
Borin-2015-1532-1022	1218	ROPE	1022	S09.190	the rope	ss	rope%1:06:00::	a strong line	n04108268	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04108268-n
Borin-2015-1532-1023	89	NATIVE COUNTRY	1023	S19.120	the native country	ss	homeland%1:15:00::	native land/n	the country where you were born	n08510169	n
Borin-2015-1532-1024	1431	FREEZE	1024	S01.7750	to freeze	ss	freeze%2:30:00::	change to ice; &quot;The water in the bowl froze&quot;	v00374135	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00374135-v
Borin-2015-1532-1025	1309	ASK, INQUIRE	1025	S18.310	to ask(1)	ui	ask%2:32:04::	address a question to and expect an answer from; &quot;Ask your teacher about trigonometry&quot;; &quot;The children asked me about their dead grandmother&quot;	v00897746	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00897746-v
Borin-2015-1532-1026	16	SLED	1026	S10.7900	the sledge/sled	ui	sled%1:06:00::	a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow	n04235291	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04235291-n
Borin-2015-1532-1027	2020	PLAINTIFF	1027	S21.210	the plaintiff	ss	plaintiff%1:18:00::	a person who brings an action in a court of law	n10437852	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10437852-n
Borin-2015-1532-1028	624	LAKE	1028	S01.330	the lake	ss	lake%1:17:00::	a body of (usually fresh) water surrounded by land	n09328904	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09328904-n
Borin-2015-1532-1029	1803	WOOD	1029	S01.430	the wood	ss	wood%1:27:00::	the hard fibrous lignified substance under the bark of trees	n15098161	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15098161-n
Borin-2015-1532-1030	1626	EXPLAIN	1030	S17.380	to explain	ss	explain%2:32:00::	make plain and comprehensible; &quot;He explained the laws of physics to his students&quot;	v00939277	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00939277-v
Borin-2015-1532-1031	1887	CHEAP	1031	S11.890	cheap	ss	cheap%3:00:00::	relatively low in price or charging low prices; &quot;it would have been cheap at twice the price&quot;; &quot;inexpensive family restaurants&quot;	a00934199	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00934199-a
Borin-2015-1532-1032	763	SKIN	1032	S04.120	the skin or hide	ui	hide%1:05:00::	body covering of a living animal	n01895735	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01895735-n
Borin-2015-1532-1033	2138	LEGENDARY CREATURE	1033	S22.440	the fairy or elf	ui	elf%1:18:00::	(folklore) fairies that are somewhat mischievous	n09540739	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09540739-n
Borin-2015-1532-1034	900	TRAIN	1034	S23.1550	the train	ss	train%1:06:00::	public transport provided by a line of railway cars coupled together and drawn by a locomotive; &quot;express trains don't stop at Princeton Junction&quot;	n04468005	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04468005-n
Borin-2015-1532-1035	38	SPREAD OUT	1035	S09.340	to spread out	ss	spread_out%2:35:03::	spread out or open from a closed or folded state; &quot;open the map&quot;; &quot;spread your arms&quot;	v01579813	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01579813-v
Borin-2015-1532-1036	1669	ANCESTORS	1036	S02.560	the ancestors	ss	ancestor%1:18:00::	someone from whom you are descended (but usually more remote than a grandparent)	n09792555	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09792555-n
Borin-2015-1532-1037	769	ROOF	1037	S07.510	the roof	ss	roof%1:06:00::	a protective covering that covers or forms the top of a building	n04105068	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04105068-n
Borin-2015-1532-1038	1785	HAVE SEX	1038	S04.670	to have sex	ss	have_sex%2:35:00::	have sexual intercourse with; &quot;This student sleeps with everyone in her dorm&quot;; &quot;Adam knew Eve&quot;; &quot;Were you ever intimate with this man?&quot;	v01426397	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01426397-v
Borin-2015-1532-1039	1486	PLANT (SOMETHING)	1039	S08.531	to plant	ss	plant%2:35:00::	put or set (seeds, seedlings, or plants) into the ground; &quot;Let's plant flowers in the garden&quot;	v01567275	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01567275-v
Borin-2015-1532-1040	1858	FISHERMAN	1040	S20.510	the fisherman	ss	fisherman%1:18:00::	someone whose occupation is catching fish	n10093658	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10093658-n
Borin-2015-1532-1041	1897	HELP	1041	S19.580	to help	ss	help%2:41:00::	give help or assistance; be of service; &quot;Everyone helped out during the earthquake&quot;; &quot;Can you help me carry this table?&quot;; &quot;She never helps around the house&quot;	v02547586	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02547586-v
Borin-2015-1532-1042	836	SCREWDRIVER	1042	S23.5550	the screwdriver	ss	screwdriver%1:06:00::	a hand tool for driving screws; has a tip that fits into the head of a screw	n04154565	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04154565-n
Borin-2015-1532-1043	635	MILK (FLUID)	1043	S05.860	the milk	ss	milk%1:13:01::	a white nutritious liquid secreted by mammals and used as food by human beings	n07844042	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07844042-n
Borin-2015-1532-1044	260	SAVANNA	1044	S01.4110	the savanna	ss	savanna%1:15:00::	a flat grassland in tropical or subtropical regions	n08645847	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=08645847-n
Borin-2015-1532-1045	56	BAD LUCK	1045	S16.190	the bad luck	ss	bad_luck%1:26:00::	an unfortunate state resulting from unfavorable outcomes	n14475405	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=14475405-n
Borin-2015-1532-1046	593	POTATO	1046	S05.700	the potato	ss	potato%1:13:00::	an edible tuber native to South America; a staple food of Ireland	n07710616	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07710616-n
Borin-2015-1532-1047	185	FIREPLACE	1047	S07.310	the fireplace	ss	fireplace%1:06:01::	an open recess in a wall at the base of a chimney where a fire can be built; &quot;the fireplace was so large you could walk inside it&quot;; &quot;he laid a fire in the hearth and lit it&quot;; &quot;the hearth was black with the charcoal of many fires&quot;	n03346455	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03346455-n
Borin-2015-1532-1048	1393	HORN (KERATINIZED SKIN)	1048	S04.170	the horn	ss	horn%1:05:01::	one of the bony outgrowths on the heads of certain ungulates	n01325417	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01325417-n
Borin-2015-1532-1049	416	OUTRIGGER	1049	S10.832	the outrigger	ss	outrigger%1:06:00::	a stabilizer for a canoe; spars attach to a shaped log or float parallel to the hull	n03861271	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03861271-n
Borin-2015-1532-1050	728	FIRST	1050	S13.340	first	ss	first%3:00:00::	preceding all others in time or space or degree; &quot;the first house on the right&quot;; &quot;the first day of spring&quot;; &quot;his first political race&quot;; &quot;her first baby&quot;; &quot;the first time&quot;; &quot;the first meetings of the new party&quot;; &quot;the first phase of his training&quot;	a01010862	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01010862-a
Borin-2015-1532-1051	488	MANNER	1051	S17.490	the manner	ss	manner%1:07:02::	how something is done or how it happens; &quot;her dignified manner&quot;; &quot;his rapid manner of talking&quot;; &quot;their nomadic mode of existence&quot;; &quot;in the characteristic New York style&quot;; &quot;a lonely way of life&quot;; &quot;in an abrasive fashion&quot;	n04928903	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04928903-n
Borin-2015-1532-1052	100	FAITHFUL	1052	S16.650	faithful	ss	faithful%3:00:00::	steadfast in affection or allegiance; &quot;years of faithful service&quot;; &quot;faithful employees&quot;; &quot;we do not doubt that England has a faithful patriot in the Lord Chancellor&quot;	a00958880	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00958880-a
Borin-2015-1532-1053	592	PISS	1053	S04.650	to piss	ss	piss%2:29:00::	eliminate urine; &quot;Again, the cat had made on the expensive rug&quot;	v00072012	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00072012-v
Borin-2015-1532-1054	1602	WAKE UP	1054	S04.630	to wake up	ss	wake_up%2:29:00::	stop sleeping; &quot;She woke up to the sound of the alarm clock&quot;	v00018526	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00018526-v
Borin-2015-1532-1055	743	END OF TIME	1055	S14.260	the end(2)	ss	end%1:11:00::	the concluding parts of an event or occurrence; &quot;the end was exciting&quot;; &quot;I had to miss the last of the movie&quot;	n07291794	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07291794-n
Borin-2015-1532-1056	1194	BEAVER	1056	S03.8730	the beaver	ss	beaver%1:05:00::	large semiaquatic rodent with webbed hind feet and a broad flat tail; construct complex dams and underwater lodges	n02363005	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02363005-n
Borin-2015-1532-1057	1667	HOLE	1057	S12.850	the hole	ss	hole%1:17:01::	an opening into or through something	n09304465	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09304465-n
Borin-2015-1532-1058	127	EXTINGUISH	1058	S01.861	to extinguish	ss	extinguish%2:43:00::	put out, as of fires, flames, or lights; &quot;Too big to be extinguished at once, the forest fires at best could be contained&quot;; &quot;quench the flames&quot;; &quot;snuff out the candles&quot;	v02761897	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02761897-v
Borin-2015-1532-1059	1234	SMOOTH	1059	S15.770	smooth	ss	smooth%3:00:00::	having a surface free from roughness or bumps or ridges or irregularities; &quot;smooth skin&quot;; &quot;a smooth tabletop&quot;; &quot;smooth fabric&quot;; &quot;a smooth road&quot;; &quot;water as smooth as a mirror&quot;	a02236842	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02236842-a
Borin-2015-1532-1060	912	COYOTE	1060	S03.8620	the coyote	ss	coyote%1:05:00::	small wolf native to western North America	n02114855	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02114855-n
Borin-2015-1532-1061	862	SUGAR	1061	S05.850	the sugar	ss	sugar%1:13:00::	a white crystalline carbohydrate used as a sweetener and preservative	n07859284	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07859284-n
Borin-2015-1532-1062	1971	FAN (OBJECT)	1062	S09.790	the fan	ss	fan%1:06:00::	a device for creating a current of air by movement of a surface or surfaces	n03320046	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03320046-n
Borin-2015-1532-1063	1528	FORGIVE	1063	S16.690	to forgive	ss	forgive%2:32:00::	stop blaming or grant forgiveness; &quot;I forgave him his infidelity&quot;; &quot;She cannot forgive him for forgetting her birthday&quot;	v00903385	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00903385-v
Borin-2015-1532-1064	1109	WOUND	1064	S04.850	the wound or sore	ui	sore%1:26:00::	an open skin infection	n14183065	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=14183065-n
Borin-2015-1532-1065	311	BODY LOUSE	1065	S03.8112	the body louse	ss	body_louse%1:05:00::	a parasitic louse that infests the body of human beings	n02184720	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02184720-n
Borin-2015-1532-1066	1207	YOUNG	1066	S14.140	young	ss	young%3:00:00::	(used of living things especially persons) in an early period of life or development or growth; &quot;young people&quot;	a01646941	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01646941-a
Borin-2015-1532-1067	49	REFUSE	1067	S18.370	to refuse	ss	refuse%2:32:00::	show unwillingness towards; &quot;he declined to join the group on a hike&quot;	v00797430	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00797430-v
Borin-2015-1532-1068	64	PIN	1068	S06.630	the pin	ui	straight_pin%1:06:00::	pin consisting of a short straight stiff piece of wire with a pointed end; used to fasten pieces of cloth or paper together	n04331892	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04331892-n
Borin-2015-1532-1069	1874	SAUSAGE	1069	S05.630	the sausage	ss	sausage%1:13:00::	highly seasoned minced meat stuffed in casings	n07675627	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07675627-n
Borin-2015-1532-1070	926	RICE	1070	S08.480	the rice	ss	rice%1:20:00::	annual or perennial rhizomatous marsh grasses; seed used for food; straw used for paper	n12125890	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=12125890-n
Borin-2015-1532-1071	1672	WRITE	1071	S18.510	to write	ss	write%2:32:00::	communicate or express by writing; &quot;Please write to me every week&quot;	v00993014	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00993014-v
Borin-2015-1532-1072	733	EARN	1072	S11.790	to earn	ss	earn%2:40:01::	earn on some commercial or business transaction; earn as salary or wages; &quot;How much do you make a month in your new job?&quot;; &quot;She earns a lot in her new job&quot;; &quot;this merger brought in lots of money&quot;; &quot;He clears $5,000 each month&quot;	v02289295	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02289295-v
Borin-2015-1532-1073	204	AGAIN	1073	S14.350	again	ss	again%4:02:00::	anew; &quot;she tried again&quot;; &quot;they rehearsed the scene again&quot;	r00040365	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00040365-r
Borin-2015-1532-1074	393	CIRCUMCISION	1074	S22.5000	the circumcision	ss	circumcision%1:04:00::	the act of circumcising; surgical removal of the foreskin of males	n00395654	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00395654-n
Borin-2015-1532-1075	340	LASSO	1075	S08.2900	the lasso	ss	lasso%1:06:00::	a long noosed rope used to catch animals	n03644378	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03644378-n
Borin-2015-1532-1076	59	ELECTRICITY	1076	S23.1700	the electricity	ss	electricity%1:19:01::	energy made available by the flow of electric charge through a conductor; &quot;they built a car that runs on electricity&quot;	n11450566	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=11450566-n
Borin-2015-1532-1077	1110	SHARK	1077	S03.661	the shark	ss	shark%1:05:00::	any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins and tough skin covered with small toothlike scales	n01482330	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01482330-n
Borin-2015-1532-1078	1624	EMPTY	1078	S13.220	empty	ss	empty%3:00:00::	holding or containing nothing; &quot;an empty glass&quot;; &quot;an empty room&quot;; &quot;full of empty seats&quot;; &quot;empty hours&quot;	a01086545	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01086545-a
Borin-2015-1532-1079	397	BIRTH CERTIFICATE	1079	S23.3600	the birth certificate	ss	birth_certificate%1:10:00::	a copy of the official document giving details of a person's birth	n06478452	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=06478452-n
Borin-2015-1532-1080	921	VALLEY	1080	S01.240	the valley	ss	valley%1:17:00::	a long depression in the surface of the land that usually contains a river	n09468604	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09468604-n
Borin-2015-1532-1081	2018	GREEDY	1081	S16.830	greedy	ss	greedy%5:00:00:acquisitive:00	immoderately desirous of acquiring e.g. wealth; &quot;they are avaricious and will do anything for money&quot;; &quot;casting covetous eyes on his neighbor's fields&quot;; &quot;a grasping old miser&quot;; &quot;grasping commercialism&quot;; &quot;greedy for money and power&quot;; &quot;grew richer and greedier&quot;; &quot;prehensile employers stingy with raises for their employees&quot;	a00029933	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00029933-a
Borin-2015-1532-1082	1154	OLIVE	1082	S05.780	the olive	ss	olive%1:20:01::	small ovoid fruit of the European olive tree; important food and source of oil	n12301445	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=12301445-n
Borin-2015-1532-1083	1509	MOSQUITO	1083	S03.832	the mosquito	ss	mosquito%1:05:00::	two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals	n02200198	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02200198-n
Borin-2015-1532-1084	1648	ANVIL	1084	S09.620	the anvil	ss	anvil%1:06:00::	a heavy block of iron or steel on which hot metals are shaped by hammering	n02725872	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02725872-n
Borin-2015-1532-1085	1084	CALL	1085	S18.410	to call(1)	ss	call%2:32:05::	order, request, or command to come; &quot;She was called into the director's office&quot;; &quot;Call the police!&quot;	v00792471	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00792471-v
Borin-2015-1532-1086	913	CROW	1086	S03.593	the crow	ss	crow%1:05:00::	black birds having a raucous call	n01579028	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01579028-n
Borin-2015-1532-1087	884	SHARE	1087	S11.910	to share	ss	share%2:40:01::	have, give, or receive a share of; &quot;We shared the cake&quot;	v02295208	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02295208-v
Borin-2015-1532-1088	1628	SQUIRREL	1088	S03.8690	the squirrel	ss	squirrel%1:05:00::	a kind of arboreal rodent having a long bushy tail	n02355227	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02355227-n
Borin-2015-1532-1089	791	STRANGER	1089	S19.550	the stranger	ss	stranger%1:18:01::	an individual that one is not acquainted with	n10661216	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10661216-n
Borin-2015-1532-1090	701	SLOW	1090	S14.220	slow	ui	slow%4:02:00::	without speed (`slow' is sometimes used informally for `slowly'); &quot;he spoke slowly&quot;; &quot;go easy here--the road is slippery&quot;; &quot;glaciers move tardily&quot;; &quot;please go slow so I can see the sights&quot;	r00161630	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00161630-r
Borin-2015-1532-1091	1404	STRAIGHT	1091	S12.730	straight	ss	straight%3:00:01::	having no deviations; &quot;straight lines&quot;; &quot;straight roads across the desert&quot;; &quot;straight teeth&quot;; &quot;straight shoulders&quot;	a02310895	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02310895-a
Borin-2015-1532-1092	1852	OFTEN	1092	S14.320	often	ss	often%4:02:00::	many times at short intervals; &quot;we often met over a cup of coffee&quot;	r00035058	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00035058-r
Borin-2015-1532-1093	1310	CLEVER	1093	S16.840	clever	ui	clever%5:00:00:intelligent:00	mentally quick and resourceful; &quot;an apt pupil&quot;; &quot;you are a clever man...you reason well and your wit is bold&quot;-Bram Stoker	a01334958	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01334958-a
Borin-2015-1532-1094	1934	BEGGAR	1094	S11.530	the beggar	ss	beggar%1:18:00::	a pauper who lives by begging	n09847010	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09847010-n
Borin-2015-1532-1095	1695	TUESDAY	1095	S14.640	Tuesday	ss	tuesday%1:28:00::	the third day of the week; the second working day	n15164105	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15164105-n
Borin-2015-1532-1096	312	TAPIR	1096	S03.9900	the tapir	ss	tapir%1:05:00::	large inoffensive chiefly nocturnal ungulate of tropical America and southeast Asia having a heavy body and fleshy snout	n02393580	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02393580-n
Borin-2015-1532-1097	1779	DARE	1097	S16.510	to dare	ss	dare%2:41:01::	to be courageous enough to try or do something; &quot;I don't dare call him&quot;, &quot;she dares to dress differently from the others&quot;	v02545045	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02545045-v
Borin-2015-1532-1098	361	PEG	1098	S09.9100	the peg	ss	peg%1:06:00::	a wooden pin pushed or driven into a surface	n03905540	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03905540-n
Borin-2015-1532-1099	1243	WIDE	1099	S12.610	wide	ss	wide%3:00:00::	having great (or a certain) extent from one side to the other; &quot;wide roads&quot;; &quot;a wide necktie&quot;; &quot;wide margins&quot;; &quot;three feet wide&quot;; &quot;a river two miles broad&quot;; &quot;broad shoulders&quot;; &quot;a broad river&quot;	a02560548	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02560548-a
Borin-2015-1532-1100	249	FOG	1100	S01.740	the fog	ss	fog%1:19:00::	droplets of water vapor suspended in the air near the ground	n11458314	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=11458314-n
Borin-2015-1532-1101	1843	THOUSAND	1101	S13.106	a thousand	ss	thousand%5:00:00:cardinal:00	denoting a quantity consisting of 1,000 items or units	a02198752	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02198752-a
Borin-2015-1532-1102	1992	MORE	1102	S13.160	more	ui	more%3:00:02::	(comparative of `many' used with count nouns) quantifier meaning greater in number; &quot;a hall with more seats&quot;; &quot;we have no more bananas&quot;; &quot;more than one&quot;	a01556355	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01556355-a
Borin-2015-1532-1103	381	BLAME	1103	S16.780	the blame	ui	blame%1:10:01::	an accusation that you are responsible for some lapse or misdeed; &quot;his incrimination was based on my testimony&quot;; &quot;the police laid the blame on the driver&quot;	n07237758	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07237758-n
Borin-2015-1532-1104	1348	BOAR	1104	S03.320	the boar	ui	boar%1:05:02::	Old World wild swine having a narrow body and prominent tusks from which most domestic swine come; introduced in United States	n02396427	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02396427-n
Borin-2015-1532-1105	263	HERDSMAN	1105	S03.180	the herdsman	ss	herdsman%1:18:00::	someone who drives a herd	n10171567	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10171567-n
Borin-2015-1532-1106	584	DIFFICULT	1106	S17.470	difficult	ss	difficult%3:00:00::	not easy; requiring great physical or mental effort to accomplish or comprehend or endure; &quot;a difficult task&quot;; &quot;nesting places on the cliffs are difficult of access&quot;; &quot;difficult times&quot;; &quot;why is it so hard for you to keep a secret?&quot;	a00744916	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00744916-a
Borin-2015-1532-1107	666	RIVER	1107	S01.360	the river or stream	ui	stream%1:17:00::	a natural body of running water flowing on or under the earth	n09448361	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09448361-n
Borin-2015-1532-1108	300	RATTLE	1108	S18.740	the rattle	ss	rattle%1:06:00::	a baby's toy that makes percussive noises when shaken	n04056289	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04056289-n
Borin-2015-1532-1109	1300	COUNTRY	1109	S19.110	the country	ss	country%1:15:00::	the territory occupied by a nation; &quot;he returned to the land of his birth&quot;; &quot;he visited several European countries&quot;	n08544813	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=08544813-n
Borin-2015-1532-1110	271	SAUCER	1110	S05.360	the saucer	ss	saucer%1:06:00::	a small shallow dish for holding a cup at the table	n04139291	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04139291-n
