ID	NUMBER	DUTCH	ENGLISH	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	TYPE	DUTCH_CATEGORY	DUTCH_AROUSAL_MEAN	DUTCH_VALENCE_MEAN	DUTCH_TABOO_GENERAL_MEAN	DUTCH_TABOO_PERSONAL_MEAN	DUTCH_INSULT_MEAN
Roest-2018-672-444	444	schaken	chess	schaken			V	Neutral	sport	2.27	3.95	01.06	1	01.02
Roest-2018-672-445	445	schandaal	scandal	schandaal			N	Negative	neg high arousal	3.36	2.72	2.31	1.72	1.72
Roest-2018-672-446	446	scheet	fart	scheet			N	Taboo	taboo	2.86	3.37	2.67	1.99	1.33
Roest-2018-672-447	447	scheiden	divorce/ separate	scheiden	3672	DIVORCE (SEPARATE)	V	Negative	neg high arousal	3.77	2.21	2.68	2.14	1.52
Roest-2018-672-448	448	scheiding	divorce/ separation	scheiding	1134	DIVORCE	N	Negative	neg high arousal	3.5	2.6	2.47	02.01	1.37
Roest-2018-672-449	449	schelden	curse/ scold/ swear	schelden	3204	INSULT	V	Negative	neg high arousal	3.48	2.72	2.3	1.86	1.86
Roest-2018-672-450	450	schermen	screens/ also fencing	schermen			N	Neutral	sport	2.7	04.05	01.06	01.07	01.03
Roest-2018-672-451	451	schijt	shit	schijt	675	FAECES (EXCREMENT)	N	Taboo	taboo	3.23	2.84	2.74	1.94	1.8
Roest-2018-672-452	452	schijterd	approx. scaredy cat/ chicken	schijterd			N	Taboo	taboo	03.07	2.67	2.36	1.86	3.55
Roest-2018-672-453	453	schijtwijf	lit. shit bitch	schijtwijf			A	Taboo	taboo	4.36	1.88	4.21	3.31	4.78
Roest-2018-672-454	454	schijtzak	lit. shit bag	schijtzak			N	Taboo	taboo	3.61	2.33	03.08	2.45	3.45
Roest-2018-672-455	455	schilderij	painting	schilderij	2001	PAINTING	N	Neutral	livingroom	2.5	4.42	01.05	01.01	01.01
Roest-2018-672-456	456	schip	ship	schip	740	SHIP	N	Neutral	vehicle	2.43	4.28	01.01	01.05	01.03
Roest-2018-672-457	457	schoenen	shoes	schoenen	1381	SHOE	N	Neutral	clothing	2.48	4.26	01.01	1	01.02
Roest-2018-672-458	458	schop	kick/ also spade	schop	1135	KICK	N	Neutral	tool	2.73	3.58	1.21	1.16	1.11
Roest-2018-672-459	459	schort	apron	schort	2046	APRON	N	Neutral	clothing	2.23	3.98	01.06	01.01	1
Roest-2018-672-460	460	schroevendraaier	screwdriver	schroevendraaier	836	SCREWDRIVER	N	Neutral	tool	2.18	04.02	1	1	1
Roest-2018-672-461	461	schurk	villain	schurk			N	Negative	neg high arousal	3.2	2.86	1.64	1.41	2.1
Roest-2018-672-462	462	scooter	scooter	scooter			N	Neutral	vehicle	2.66	4.23	01.09	01.02	01.08
Roest-2018-672-463	463	seks	sex	seks			N	Taboo	taboo	4.5	4.95	3.61	2.44	1.29
Roest-2018-672-464	464	selderij	celery	selderij	3727	CELERY	N	Neutral	vegetable	2.14	4.14	01.01	01.03	01.02
Roest-2018-672-465	465	sereen	serene	sereen			A	Positive	pos low arousal	2.2	4.6	1.2	1.15	01.06
Roest-2018-672-466	466	shit	shit	shit	675	FAECES (EXCREMENT)	N	Taboo	taboo	3.2	3.12	2.33	1.56	1.69
Roest-2018-672-467	467	sinaasappel	orange (fruit)	sinaasappel	2627	ORANGE (FRUIT)	N	Neutral	fruit	2.16	4.33	01.06	01.05	01.01
Roest-2018-672-468	468	sip	glum	sip			A	Negative	neg low arousal	2.23	2.91	1.37	1.32	1.45
Roest-2018-672-469	469	sjaal	scarf	sjaal	3066	SCARF OR TURBAN	N	Neutral	clothing	02.05	4.19	01.08	01.05	01.03
Roest-2018-672-470	470	skateboard	skateboard	skateboard			N	Neutral	vehicle	2.7	4.12	01.03	1	1
Roest-2018-672-471	471	ski‘n	to ski	skiën			V	Neutral	sport	03.02	4.53	01.06	01.06	01.02
Roest-2018-672-472	472	sla	lettuce	sla	3729	LETTUCE	V	Neutral	vegetable	2.23	4.14	01.02	1	1
Roest-2018-672-473	473	slaaf	slave	slaaf	812	SLAVE	N	Taboo	taboo	3.43	2.23	3.6	2.83	3.74
Roest-2018-672-474	474	slaap	sleep	slaap	2972	SLEEP (STATE)	N	Positive	pos low arousal	1.77	5	01.05	01.03	01.07
Roest-2018-672-475	475	slachten	to slaughter	slachten	1796	SLAUGHTER	V	Negative	neg high arousal	3.82	2.53	2.7	2.2	1.62
Roest-2018-672-476	476	slachting	slaughter	slachting			N	Negative	neg high arousal	3.84	2.4	2.79	2.38	1.6
Roest-2018-672-477	477	slap	weak/ limb	slap	1601	WEAK	A	Negative	neg low arousal	2.41	3.26	1.6	1.33	1.87
Roest-2018-672-478	478	slede	sled	slede	16	SLED	N	Neutral	vehicle	2.41	04.05	1.11	1	1
Roest-2018-672-479	479	slet	slut	slet			N	Taboo	taboo	4.36	1.86	4.11	3.46	05.02
Roest-2018-672-480	480	sleur	rut/ routine/ drag/ to drag	sleur			N	Negative	neg low arousal	2.64	2.95	1.71	1.45	1.39
Roest-2018-672-481	481	sleutel	key	sleutel	1472	KEY	N	Neutral	tool	2.14	4.19	01.02	01.07	01.01
Roest-2018-672-482	482	slijpschijf	grinding wheel	slijpschijf			N	Neutral	tool	2.48	3.79	1.15	01.09	01.06
Roest-2018-672-483	483	sloerie	slut	sloerie			N	Taboo	taboo	04.07	02.09	3.79	3.22	4.61
Roest-2018-672-484	484	sloom	slow	sloom	701	SLOW	A	Negative	neg low arousal	2.16	3.23	1.37	1.26	02.03
Roest-2018-672-485	485	snijboon	haricot	snijboon			N	Neutral	vegetable	2.18	3.95	01.03	01.03	1.13
Roest-2018-672-486	486	snijplank	cutting board	snijplank			N	Neutral	kitchen	2.3	3.98	01.06	01.02	01.07
Roest-2018-672-487	487	SOA	STD	SOA			N	Taboo	taboo	3.95	2.16	4.45	3.18	2.41
Roest-2018-672-488	488	sokken	socks	sokken	1522	SOCK	N	Neutral	clothing	02.05	04.05	01.02	1	01.06
Roest-2018-672-489	489	solide	solid	solide	3003	SOLID	A	Positive	pos low arousal	2.3	4.74	1.13	01.09	01.06
Roest-2018-672-490	490	somber	gloomy/ bleak/ sad	somber	1552	GLOOMY	A	Negative	neg low arousal	2.55	2.67	1.79	1.55	1.66
Roest-2018-672-491	491	spaargeld	savings	spaargeld			N	Positive	pos low arousal	2.66	05.05	1.28	1.15	01.05
Roest-2018-672-492	492	spatel	spatula	spatel			N	Neutral	kitchen	2.11	04.09	01.08	1	01.02
Roest-2018-672-493	493	specht	woodpecker	specht	2447	WOODPECKER	N	Neutral	bird	2.41	4.12	01.01	01.01	01.01
Roest-2018-672-494	494	sperma	sperm	sperma	1505	SPERM	N	Taboo	taboo	3.59	3.77	3.47	2.45	1.38
Roest-2018-672-495	495	spermaslikker	cum swallower	spermaslikker			A	Taboo	taboo	4.45	2.12	5.18	4.45	4.85
Roest-2018-672-496	496	spiegel	mirror	spiegel	1171	MIRROR	N	Neutral	livingroom	2.34	4.28	01.07	01.05	01.01
Roest-2018-672-497	497	spijker	nail	spijker	502	NAIL (TOOL)	N	Neutral	tool	2.23	3.93	01.01	1	1
Roest-2018-672-498	498	spinazie	spinach	spinazie	975	SPINACH	N	Neutral	vegetable	2.16	04.02	01.01	01.01	1
Roest-2018-672-499	499	spruiten	Brussels sprout	spruiten			N	Neutral	vegetable	2.34	3.65	01.06	01.03	1
Roest-2018-672-500	500	squash	squash	squash			N	Neutral	sport	2.7	4.28	01.01	01.06	01.07
Roest-2018-672-501	501	staalborstel	wire brush	staalborstel			N	Neutral	tool	2.27	3.93	01.08	01.03	01.03
Roest-2018-672-502	502	stabiel	stable/ solid	stabiel	3003	SOLID	A	Positive	pos low arousal	2.34	4.84	01.02	01.03	1
Roest-2018-672-503	503	stelen	to steal/ stems	stelen	713	STEAL	V	Negative	neg high arousal	3.59	2.42	2.72	2.45	1.76
Roest-2018-672-504	504	step	scooter	step			N	Neutral	vehicle	2.36	4.21	01.08	01.08	01.01
Roest-2018-672-505	505	sterfbed	death bed	sterfbed			N	Negative	neg low arousal	3.27	1.98	2.52	02.06	1.39
Roest-2018-672-506	506	stijve	stiff/ also approx. hard-on	stijve			A	Taboo	taboo	4.32	3.93	4.15	2.93	1.63
Roest-2018-672-507	507	stikken	to choke/ suffocate	stikken	129	CHOKE	V	Negative	neg high arousal	3.61	2.19	1.67	1.54	1.2
Roest-2018-672-508	508	stoel	chair	stoel	1476	CHAIR	N	Neutral	livingroom	2.18	4	1	1	1
Roest-2018-672-509	509	stoephoer	lit. pavement whore	stoephoer			N	Taboo	taboo	4.61	1.6	05.01	4.36	5.74
Roest-2018-672-510	510	stofzuiger	vacuum cleaner	stofzuiger			N	Neutral	tool	2.39	04.07	01.01	01.05	01.07
Roest-2018-672-511	511	stom	stupid	stom	1518	STUPID	A	Taboo	taboo	2.7	2.77	1.62	1.51	2.32
Roest-2018-672-512	512	strand	beach	strand	3460	BEACH	N	Positive	pos low arousal	2.52	5.23	01.01	01.01	01.05
Roest-2018-672-513	513	strelen	to caress/ to fondle	strelen			V	Taboo	taboo	3.73	4.98	2.11	1.64	01.03
Roest-2018-672-514	514	stront	shit	stront	675	FAECES (EXCREMENT)	N	Taboo	taboo	3.14	2.88	2.57	2.14	02.01
Roest-2018-672-515	515	stropdas	(neck)tie	stropdas	3711	TIE (NOUN)	N	Neutral	clothing	2.34	4.16	1	1.11	01.07
Roest-2018-672-516	516	struikneger	lit. bush Negro	struikneger			A	Taboo	taboo	4.27	1.7	05.03	4.48	5.21
Roest-2018-672-517	517	struisvogel	ostrich	struisvogel	3797	OSTRICH	N	Neutral	bird	2.5	4.14	1	1	1.1
Roest-2018-672-518	518	succes	success	succes			N	Positive	pos high arousal	3.34	5.74	1.11	01.06	1
Roest-2018-672-519	519	suf	lame	suf			A	Negative	neg low arousal	02.09	3.19	1.49	1.38	2.14
Roest-2018-672-520	520	sufkut	lit. lame cunt	sufkut			N	Taboo	taboo	3.82	2.21	3.49	2.84	4.13
Roest-2018-672-521	521	suflul	lit. lame dick/penis	suflul			A	Taboo	taboo	3.55	2.44	3.2	2.66	3.68
Roest-2018-672-522	522	suite	suite	suite			N	Positive	pos low arousal	2.5	4.88	01.03	1	1
Roest-2018-672-523	523	super	super	super			A	Positive	pos high arousal	3.43	5.67	01.03	01.03	01.06
Roest-2018-672-524	524	surfen	to surf	surfen	3132	SURF	V	Neutral	sport	2.86	4.42	1	01.07	1
Roest-2018-672-525	525	sweater	sweater	sweater	4035	SWEATER	N	Neutral	clothing	2.23	4.3	1	1	1
Roest-2018-672-526	526	syfilis	syphilis	syfilis			N	Taboo	taboo	3.68	02.09	4.44	3.32	2.61
Roest-2018-672-527	527	tafel	table	tafel	1775	TABLE	N	Neutral	livingroom	02.09	04.05	01.01	01.01	01.01
Roest-2018-672-528	528	tafeltennis	tabletennis	tafeltennis			N	Neutral	sport	2.77	4.28	01.01	01.02	1
Roest-2018-672-529	529	takkehoer	approx. stupid whore	takkehoer			A	Taboo	taboo	4.7	1.7	4.68	4.15	5.57
Roest-2018-672-530	530	talentvol	talented	talentvol			A	Positive	pos high arousal	03.07	5.35	01.09	01.02	01.02
Roest-2018-672-531	531	tang	pliers	tang	4003	PLIERS	N	Neutral	tool	2.32	3.9	1.13	01.09	1.34
Roest-2018-672-532	532	taxi	taxi	taxi			N	Neutral	vehicle	2.55	4.12	01.02	01.03	01.03
Roest-2018-672-533	533	teef	bitch	teef			N	Taboo	taboo	3.93	2.51	3.28	2.83	4.33
Roest-2018-672-534	534	tennis	tennis	tennis			N	Neutral	sport	2.89	4.16	01.01	01.01	01.03
Roest-2018-672-535	535	tepel	nipple	tepel	796	NIPPLE	N	Taboo	taboo	3.34	3.91	2.91	1.84	1.23
Roest-2018-672-536	536	tering	lit. tuberculosis	tering			N	Taboo	taboo	3.82	2.26	3.49	2.47	2.92
Roest-2018-672-537	537	teringlijer	person with tuberculosis	teringlijer			N	Taboo	taboo	4.64	1.72	4.48	3.89	5.33
Roest-2018-672-538	538	teringlul	lit. tuberculosis dick	teringlul			A	Taboo	taboo	4.36	1.67	4.66	3.83	05.09
Roest-2018-672-539	539	teringtyfushoer	lit. tuberculosis typhus whore	teringtyfushoer			A	Taboo	taboo	5.11	1.3	5.44	4.75	06.05
Roest-2018-672-540	540	terras	terrace	terras			N	Positive	pos low arousal	2.45	4.7	01.02	01.05	01.02
Roest-2018-672-541	541	theelepel	teaspoon	theelepel			N	Neutral	kitchen	02.02	04.05	1	1	1
Roest-2018-672-542	542	thuis	home	thuis	2406	HOME	A	Positive	pos low arousal	2.27	5.33	01.06	01.02	1
Roest-2018-672-543	543	tieten	tits	tieten			N	Taboo	taboo	4	3.95	3.2	2.18	1.64
Roest-2018-672-544	544	tijger	tiger	tijger	846	TIGER	N	Neutral	mammal	03.09	4.33	01.05	1	01.02
Roest-2018-672-545	545	tiran	tyrant	tiran			N	Negative	neg high arousal	3.84	2.4	2.63	2.25	3.2
Roest-2018-672-546	546	tomaat	tomato	tomaat	986	TOMATO	N	Neutral	vegetable	2.32	04.07	01.03	01.02	1.1
Roest-2018-672-547	547	tongzoen	French kiss	tongzoen			N	Taboo	taboo	3.93	05.05	2.21	1.59	01.07
Roest-2018-672-548	548	topje	small top	topje			N	Neutral	clothing	2.52	4.37	1.18	01.05	1
Roest-2018-672-549	549	touw	rope	touw	1218	ROPE	N	Neutral	tool	2.2	04.05	01.05	01.05	01.02
Roest-2018-672-550	550	tractor	tractor	tractor			N	Neutral	vehicle	2.48	04.02	01.05	01.07	01.01
Roest-2018-672-551	551	tram	tram	tram			N	Neutral	vehicle	2.39	04.05	01.02	01.03	1
Roest-2018-672-552	552	tranny	tranny	tranny			A	Taboo	taboo	3	2.98	3.38	2.53	2.86
Roest-2018-672-553	553	trauma	trauma	trauma	3965	TRAUMA	N	Negative	neg high arousal	3.57	2.35	2.37	1.66	1.26
Roest-2018-672-554	554	travestiet	transvestite	travestiet			N	Taboo	taboo	3.61	2.93	3.93	2.76	3.41
Roest-2018-672-555	555	travo	tranny	travo			A	Taboo	taboo	3.34	03.02	3.65	2.43	3.31
Roest-2018-672-556	556	trein	trein	trein	900	TRAIN	N	Neutral	vehicle	2.52	04.09	1.15	01.08	01.02
Roest-2018-672-557	557	trekslet	lit. jerk slut	trekslet			A	Taboo	taboo	4.55	1.84	4.97	4.34	5.57
Roest-2018-672-558	558	trouwen	to marry	trouwen	203	MARRY	V	Positive	pos high arousal	3.48	5.47	1.18	01.08	1
Roest-2018-672-559	559	trui	sweater	trui	4035	SWEATER	N	Neutral	clothing	02.07	4.3	1	1	1
Roest-2018-672-560	560	t-shirt	t-shirt	t-shirt	1622	SHIRT	N	Neutral	clothing	2.34	4.19	01.01	1	1
Roest-2018-672-561	561	tuin	garden	tuin	586	GARDEN	N	Positive	pos low arousal	2.3	4.3	1	1	1
Roest-2018-672-562	562	tuinbroek	garden trousers/Ędungarees	tuinbroek			N	Neutral	clothing	2.36	4.19	01.02	01.01	01.03
Roest-2018-672-563	563	tumor	tumor	tumor			N	Taboo	taboo	4.32	1.7	3.1	2.43	2.11
Roest-2018-672-564	564	turnen	gymnastics	turnen			V	Neutral	sport	2.77	4.23	01.02	01.07	01.08
Roest-2018-672-565	565	tyfus	typhus	tyfus			N	Taboo	taboo	04.05	2.14	3.48	2.68	03.01
Roest-2018-672-566	566	tyfushoer	lit. typhus whore	tyfushoer			N	Taboo	taboo	4.73	1.49	4.91	4.44	5.75
Roest-2018-672-567	567	tyfuslijer	person with typhus	tyfuslijer			N	Taboo	taboo	4.57	1.67	4.78	04.08	5.36
Roest-2018-672-568	568	tyfuslul	lit. typhus dick/penis	tyfuslul			A	Taboo	taboo	4.64	1.53	4.63	3.95	5.23
Roest-2018-672-569	569	tyfusslet	lit. typhus slut	tyfusslet			A	Taboo	taboo	4.82	1.44	05.05	4.25	5.56
Roest-2018-672-570	570	ui	onion	ui	2366	ONION	N	Neutral	vegetable	2.2	3.84	01.05	01.02	01.05
Roest-2018-672-571	571	uil	owl	uil	735	OWL	N	Neutral	bird	2.39	4.16	01.01	1	01.06
Roest-2018-672-572	572	uitgedoofd	extinguished	uitgedoofd	2209	BECOME EXTINGUISHED	V	Negative	neg low arousal	2	3.37	1.28	01.07	1.31
Roest-2018-672-573	573	uitgeput	exhausted	uitgeput			V	Negative	neg low arousal	2.3	3.16	1.37	1.23	1.15
Roest-2018-672-574	574	urine	urine	urine	1142	URINE	N	Taboo	taboo	2.89	3.44	2.18	1.74	1.22
Roest-2018-672-575	575	vaas	vase	vaas	3746	VASE	N	Neutral	livingroom	2.14	04.02	01.01	1	1
Roest-2018-672-576	576	vagina	vagina	vagina	1836	VAGINA	N	Taboo	taboo	3.95	3.93	3.33	2.21	1.64
Roest-2018-672-577	577	valk	falcon	valk	3258	FALCON	N	Neutral	bird	2.5	3.91	01.09	01.03	1
Roest-2018-672-578	578	varken	pig	varken	1337	PIG	N	Neutral	mammal	2.73	3.58	1.34	1.26	2.17
Roest-2018-672-579	579	vatzig	fat	vatzig	1279	FAT (OBESE)	A	Taboo	taboo	3.41	2.53	2.63	2.26	3.93
Roest-2018-672-580	580	veilig	safe/ secure	veilig	3762	SAFE	A	Positive	pos low arousal	2.16	5.53	01.05	1	1
Roest-2018-672-581	581	verdraagzaam	tolerant	verdraagzaam			A	Positive	pos low arousal	2.57	4.63	1.25	01.08	01.09
Roest-2018-672-582	582	verfborstel	paint brush	verfborstel	3094	PAINTBRUSH	N	Neutral	tool	2.16	04.02	01.07	1	1
Roest-2018-672-583	583	vergiet	drainer	vergiet			N	Neutral	kitchen	2.23	3.95	01.05	01.06	1.16
Roest-2018-672-584	584	verheugd	pleased/ delighted	verheugd			V	Positive	pos high arousal	3.39	5.51	01.03	01.03	1
Roest-2018-672-585	585	verjaardag	birthday	verjaardag	2407	BIRTHDAY	N	Positive	pos high arousal	3.32	5.7	01.03	01.01	01.07
Roest-2018-672-586	586	verkrachten	to rape	verkrachten			V	Taboo	taboo	5.14	1.28	5.17	4.44	3.22
Roest-2018-672-587	587	verlept	faded/ withered	verlept			V	Negative	neg low arousal	2.64	2.79	1.67	1.41	2.26
Roest-2018-672-588	588	verliefd	in love	verliefd			A	Positive	pos high arousal	4	6.12	1.36	1.21	01.07
Roest-2018-672-589	589	vermoeid	tired/ weary	vermoeid	1757	TIRED	A	Negative	neg low arousal	2.2	3.26	1.47	1.33	1.3
Roest-2018-672-590	590	vernielen	to wreck	vernielen			V	Negative	neg high arousal	3.3	2.53	1.82	1.63	1.21
Roest-2018-672-591	591	vernietigen	to destroy	vernietigen	681	DESTROY	V	Taboo	taboo	3.36	2.56	1.87	1.61	1.43
Roest-2018-672-592	592	verrassing	to surprise/ surprise	verrassing	3848	SURPRISE (FEELING)	N	Positive	pos high arousal	3.57	5.35	01.07	01.05	1
Roest-2018-672-593	593	verslapt	weakened	verslapt			V	Negative	neg low arousal	2.36	3.33	1.57	1.46	1.55
Roest-2018-672-594	594	verspringen	jump far	verspringen			V	Neutral	sport	2.86	4.19	01.02	1	1
Roest-2018-672-595	595	verveling	boredom	verveling			N	Negative	neg low arousal	2	3.19	1.29	1.26	1.22
Roest-2018-672-596	596	verwekfout	approx. accident (to have been born)	verwekfout			A	Taboo	taboo	3.77	2.47	3.31	2.87	3.67
Roest-2018-672-597	597	vetzak	approx. fatty	vetzak			N	Taboo	taboo	3.82	2.21	3.31	2.95	4.71
Roest-2018-672-598	598	vibrator	vibrator	vibrator			N	Taboo	taboo	3.95	3.81	4.17	3.11	1.47
Roest-2018-672-599	599	vieren	to celebrate/ letting go of a rope or sail (in sailing)	vieren			V	Positive	pos high arousal	3.34	5.37	01.05	01.01	01.03
Roest-2018-672-600	600	vijand	enemy	vijand	1358	ENEMY	N	Negative	neg high arousal	3.55	2.77	1.89	1.71	2.12
Roest-2018-672-601	601	vijandig	hostile	vijandig			A	Negative	neg high arousal	3.18	2.7	1.7	1.56	1.91
Roest-2018-672-602	602	vijg	fig	vijg	322	FIG	N	Neutral	fruit	2.36	4	1.11	01.02	01.08
Roest-2018-672-603	603	vijl	file	vijl	3407	FILE (TOOL)	N	Neutral	tool	2.25	3.95	01.01	1	1
Roest-2018-672-604	604	villa	villa	villa			N	Positive	pos low arousal	2.5	4.95	1.1	01.05	01.01
Roest-2018-672-605	605	vingeren	fingering	vingeren			N	Taboo	taboo	4.41	3.88	4.47	3.17	1.43
Roest-2018-672-606	606	vissen	fishes/ to fish	vissen	227	FISH	N	Neutral	sport	2.23	4.21	01.08	01.06	01.07
Roest-2018-672-607	607	vitrine	window/ display	vitrine			N	Neutral	livingroom	2.27	04.09	01.03	1	1
Roest-2018-672-608	608	vleermuis	bat (animal)	vleermuis	1793	BAT	N	Neutral	mammal	2.36	3.95	1.1	01.03	01.02
Roest-2018-672-609	609	vliegtuig	airplane	vliegtuig	1597	AIRPLANE	N	Neutral	vehicle	2.75	4.23	1.1	1	01.05
Roest-2018-672-610	610	vloer	floor	vloer	1632	FLOOR	N	Neutral	livingroom	2.18	4.14	1	1	01.06
Roest-2018-672-611	611	voetbal	footbal/ soccer/ soccerbal	voetbal			N	Neutral	sport	03.07	4.35	1.1	01.06	1
Roest-2018-672-612	612	volhouder	person who perseveres	volhouder			N	Positive	pos high arousal	3.18	5.42	1.14	01.06	01.05
Roest-2018-672-613	613	volleybal	volleybal	volleybal			N	Neutral	sport	2.75	4.28	01.01	1	1
Roest-2018-672-614	614	voorspel	foreplay	voorspel			N	Taboo	taboo	04.02	4.65	03.06	2.21	1.18
Roest-2018-672-615	615	vork	fork	vork	1302	FORK	N	Neutral	kitchen	2.11	04.02	1	01.01	01.03
Roest-2018-672-616	616	vos	fox	vos	1312	FOX	N	Neutral	mammal	2.48	04.05	01.01	1	01.03
Roest-2018-672-617	617	vrachtwagen	truck	vrachtwagen	4011	TRUCK	N	Neutral	vehicle	2.43	3.95	01.02	1	01.02
Roest-2018-672-618	618	vrede	peace	vrede	1338	PEACE	N	Positive	pos low arousal	2.32	06.05	01.07	01.01	1
Roest-2018-672-619	619	vreugde	joy	vreugde	2524	JOY	N	Positive	pos high arousal	3.43	5.95	01.01	1	1
Roest-2018-672-620	620	vrijen	(nice way of saying) to have sex	vrijen			V	Taboo	taboo	4.25	4.98	3.23	2.32	1.24
Roest-2018-672-621	621	vrolijk	merry	vrolijk	1976	MERRY	A	Positive	pos high arousal	3.32	5.88	01.03	1	1
Roest-2018-672-622	622	vuisten	fists/ also fistsing	vuisten	1473	FIST	N	Taboo	taboo	2.98	3.4	1.33	1.26	01.08
Roest-2018-672-623	623	vuurtoren	lighthouse/ derogatory term for gingers	vuurtoren			N	Taboo	taboo	2.2	04.07	1.17	01.08	1.3
Roest-2018-672-624	624	wagen	wagen/ also to risk	wagen	122	CART	N	Neutral	vehicle	2.48	04.07	1	1	1
Roest-2018-672-625	625	wandelen	to walk	wandelen	2890	WALK (TAKE A WALK)	V	Neutral	sport	2.36	4.37	01.06	01.09	1
Roest-2018-672-626	626	wanten	mittens	wanten	867	GLOVE	N	Neutral	clothing	2.16	4.23	01.02	01.03	01.05
Roest-2018-672-627	627	waterkoker	kettle	waterkoker	854	KETTLE	N	Neutral	kitchen	2.14	4.14	1	1	1
Roest-2018-672-628	628	waterpas	level (tool)	waterpas			A	Neutral	tool	2.32	4.26	01.03	01.01	01.05
Roest-2018-672-629	629	weegschaal	scale	weegschaal	2783	SCALES (MEASURE INSTRUMENT)	N	Neutral	kitchen	2.73	3.86	1.29	1.17	01.08
Roest-2018-672-630	630	werkloos	unemployed	werkloos			A	Negative	neg low arousal	2.64	2.65	2.51	1.87	1.56
Roest-2018-672-631	631	wielrennen	cycling	wielrennen			V	Neutral	sport	2.64	3.93	01.02	01.02	01.05
Roest-2018-672-632	632	wilskracht	willpower	wilskracht			N	Positive	pos high arousal	3.3	5.37	1.29	1.11	01.03
Roest-2018-672-633	633	winnaar	winner	winnaar			N	Positive	pos high arousal	3.27	5.72	01.03	1	1
Roest-2018-672-634	634	winnen	to win	winnen	866	WIN	V	Positive	pos high arousal	3.89	5.7	01.08	01.06	01.03
Roest-2018-672-635	635	wippen	wiggle/ approx. to get laid	wippen			V	Taboo	taboo	4.16	04.02	3.52	2.57	1.44
Roest-2018-672-636	636	witlof	chicory	witlof			N	Neutral	vegetable	2.16	3.7	01.07	01.07	1
Roest-2018-672-637	637	witte kool	white cabbage	witte kool			N	Neutral	vegetable	2.2	04.02	01.01	01.01	1
Roest-2018-672-638	638	woede	anger	woede	82	ANGER	N	Negative	neg high arousal	3.77	2.77	1.62	1.46	1.2
Roest-2018-672-639	639	woest	ferocious	woest			A	Negative	neg high arousal	3.64	2.65	1.56	1.47	1.32
Roest-2018-672-640	640	wok	wok	wok	2056	WOK	N	Neutral	kitchen	2.36	4.4	01.01	1	1
Roest-2018-672-641	641	wolf	wolf	wolf	522	WOLF	N	Neutral	mammal	2.91	4.19	01.06	1	01.09
Roest-2018-672-642	642	wonder	wonder/ miracle	wonder	2541	MIRACLE	N	Positive	pos high arousal	3.34	5.93	1.16	01.06	1
Roest-2018-672-643	643	wortel	carrot	wortel	3085	CARROT	N	Neutral	vegetable	2.18	3.98	1	01.02	01.06
Roest-2018-672-644	644	wraak	revenge	wraak	495	REVENGE	N	Negative	neg high arousal	3.7	2.79	02.08	1.98	1.43
Roest-2018-672-645	645	wrak	wreck	wrak			N	Negative	neg low arousal	2.75	03.09	1.55	1.4	02.02
Roest-2018-672-646	646	wrat	wart	wrat	2665	WART	N	Taboo	taboo	3.14	2.79	2.56	2.23	1.93
Roest-2018-672-647	647	wrattenkop	lit. wartface	wrattenkop			A	Taboo	taboo	04.02	2.21	3.33	2.82	4.48
Roest-2018-672-648	648	wreed	cruel	wreed	500	CRUEL	A	Negative	neg high arousal	3.39	2.4	1.89	1.7	2
Roest-2018-672-649	649	wurgen	to strangle	wurgen			V	Negative	neg high arousal	4.39	2.21	2.99	2.45	1.9
Roest-2018-672-650	650	zaad	seed/ also semen	zaad	714	SEED	N	Taboo	taboo	3.3	3.91	2.53	1.76	1.39
Roest-2018-672-651	651	zaadbak	seed bin (gardening) /semen bin	zaadbak			A	Taboo	taboo	3.16	3.12	2.77	2.24	2.18
Roest-2018-672-652	652	zaag	saw	zaag	1948	SAW	N	Neutral	tool	2.64	3.98	01.09	01.02	01.09
Roest-2018-672-653	653	zacht	soft	zacht	1856	SOFT	A	Positive	pos low arousal	2	5.16	01.06	01.01	01.08
Roest-2018-672-654	654	zachtaardig	kind	zachtaardig	3299	KIND	A	Positive	pos low arousal	02.05	05.07	1.26	01.08	1.22
Roest-2018-672-655	655	zebra	zebra	zebra	3675	ZEBRA	N	Neutral	mammal	2.2	4.28	01.01	1	1
Roest-2018-672-656	656	zeef	strainer/ sieve	zeef	3353	SIEVE (TOOL)	N	Neutral	kitchen	2.11	3.93	01.02	01.06	1.23
Roest-2018-672-657	657	zegen	blessing	zegen			N	Positive	pos low arousal	2.5	4.95	1.14	01.06	1
Roest-2018-672-658	658	zeilen	to sail/ sails	zeilen	787	SAIL	V	Neutral	sport	2.52	4.28	01.03	1	1
Roest-2018-672-659	659	zelfmoord	suicide	zelfmoord			N	Taboo	taboo	4.55	1.53	4.61	3.37	2.51
Roest-2018-672-660	660	zeppelin	zeppelin	zeppelin			N	Neutral	vehicle	2.66	4.19	01.01	1	1
Roest-2018-672-661	661	ziek	ill	ziek	1847	SICK	A	Negative	neg low arousal	2.52	2.71	1.61	1.32	1.63
Roest-2018-672-662	662	zitzak	beanbag	zitzak			N	Neutral	livingroom	02.07	04.05	01.08	01.08	1.33
Roest-2018-672-663	663	zoen	kiss	zoen	3454	KISS (NOUN)	N	Positive	pos high arousal	3.73	5.53	1.43	1.18	1
