ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	PERSIAN	PERSIAN_PHONOLOGICAL	MAIN_SEMANTIC_CATEGORY	SEMANTIC_CATEGORY	SUB_SEMANTIC_CATEGORY
Anonby-2018-1500-705	705			offer (v.)	پیشنهاد کردن، پیشنهاد دادن	pišnahād kardan, pišnahād dādan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-706	706	694	GET	accept, receive	پذیرفتن، دریافت کردن	paziroftan, daryāft kardan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-707	707	49	REFUSE	refuse	نپذیرفتن، رد کردن	napaziroftan, rad kardan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-708	708	873	TAX	tax (n.)	مالیات	māliyāt	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-709	709			tribute	باج، خراج	bāj, xarāj	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-710	710			inheritance	ارث	ers	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-711	711	3664	INHERIT	inherit	ارث بردن	ers bordan	Human civilisation	Possessions and commerce	Money exchange, finances
Anonby-2018-1500-712	712	2393	JOURNEY	journey, trip (n.)	سفر، مسافرت	safar, mosāferat	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-713	713	3665	TRAVEL	travel, go on a trip (v.)	سفر کردن، (به) مسافرت رفتن	safar kardan, (be) mosāferat raftan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-714	714			traveler	مسافر	mosāfer	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-715	715	3666	WANDER	wander	سرگردان بودن	sargardān budan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-716	716	3667	LOST	lost	گم شده	gomšode	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-717	717	2457	PATH OR ROAD	path, road	جاده، راه، مسیر	jādde, rāh, masir	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-718	718			fork (in path)	دو راهی، دو شاخه	dorāhi, došāxe	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-719	719			crossroads, intersection	تقاطع، چهارراه	taġāto’, čahārrāh	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-720	720	574	TRANSIT	cross (river)	از رودخانه عبور کردن	az rudxāne obur kardan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-721	721	1970	CANOE	canoe	قایق	ġāyeġ	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-722	722	234	PADDLE	paddle (n.)	پارو	pāru	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-723	723			capsize	برگشتنِ قایق	bargaštan-e ġāyeġ	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-724	724	692	BRING	bring	آوردن	āʋordan / āʋardan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-725	725			take (something to somewhere), carry away	بردن، برداشتن	bordan, bardāštan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-726	726	1127	SEND	send (something to someone)	فرستادن 	ferestādan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-727	727	412	CARRY IN HAND	carry (in arms)	حمل کردن	haml kardan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-728	728	465	CARRY ON BACK	carry (child) on back	بر پشت حمل کردن، کول کردن	bar pošt haml kardan, kul kardan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-729	729	414	CARRY ON HEAD	carry on head	روی سر حمل کردن \ بردن	ru-ye sar haml kardan / bordan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-730	730	1679	LOAD	load, burden (n.)	بار	bār	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-731	731	3669	LOAD (SOMETHING)	load (v.)	بار کردن	bār kardan	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-732	732			unload	خالی کردن (بار)	xāli kardan (-e bār)	Human civilisation	Possessions and commerce	Travel and transportation
Anonby-2018-1500-733	733	935	WAR	war	جنگ	jang	Human civilisation	War	
Anonby-2018-1500-734	734	1338	PEACE	peace	صلح	solh	Human civilisation	War	
Anonby-2018-1500-735	735	1561	ARMY	army	ارتش	arteš	Human civilisation	War	
Anonby-2018-1500-736	736			spy (n.)	جاسوس	jāsus	Human civilisation	War	
Anonby-2018-1500-737	737			spy (v.), spy on	جاسوسی کردن	jāsusi kardan	Human civilisation	War	
Anonby-2018-1500-738	738	1535	SWORD	sword	شمشیر	šamšir	Human civilisation	War	
Anonby-2018-1500-739	739	1566	GUN	gun	تفنگ	tofang	Human civilisation	War	
Anonby-2018-1500-740	740	1064	SHIELD	shield (n.)	سپر	separ	Human civilisation	War	
Anonby-2018-1500-741	741	782	DEFEAT	conquer, defeat	غلبه کردن	ġalabe kardan	Human civilisation	War	
Anonby-2018-1500-742	742	3535	BE DEFEATED	defeated	شکست خورده	šekastxorde	Human civilisation	War	
Anonby-2018-1500-743	743	1072	PRISONER	prisoner, captive	زندانی	zendāni	Human civilisation	War	
Anonby-2018-1500-744	744	3670	PLUNDER	plunder (a town)	غارت کردن	ġārat kardan	Human civilisation	War	
Anonby-2018-1500-745	745	642	MUSIC	music	موسیقی	musiġi	Human civilisation	Arts and leisure	Music and dance
Anonby-2018-1500-746	746	1096	SONG	song	آهنگ، ترانه، سرود	āhang, tarāne, sorud	Human civilisation	Arts and leisure	Music and dance
Anonby-2018-1500-747	747	1261	SING	sing	خواندن	xāndan	Human civilisation	Arts and leisure	Music and dance
Anonby-2018-1500-748	748	3671	HUM	hum (v.)	زمزمه کردن	zemzeme kardan	Human civilisation	Arts and leisure	Music and dance
Anonby-2018-1500-749	749	1025	WHISTLE	whistle (v.)	سوت زدن	sut zadan	Human civilisation	Arts and leisure	Music and dance
Anonby-2018-1500-750	750	3472	DANCE (MOVEMENT)	dance (n.)	رقص	raġs	Human civilisation	Arts and leisure	Music and dance
Anonby-2018-1500-751	751	1879	DANCE	dance (v.)	رقصیدن	raġsidan	Human civilisation	Arts and leisure	Music and dance
Anonby-2018-1500-752	752			big(gest) drum	طبل	tabl	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-753	753			small(est) drum	تمبک	tombak	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-754	754			bagpipe	نی	nay	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-755	755	777	FLUTE	flute	فلوت	folut	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-756	756			piano, dulcimer 	پیانو، سنتور	piyāno, santur	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-757	757	939	HORN (INSTRUMENT)	horn (musical instrument)	شیپور، کرنا	šaypur, kornā	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-758	758	300	RATTLE	rattle (musical instrument) (n.)	جغجغه	jeġjeġe	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-759	759	3124	PLAY (INSTRUMENT)	play instrument	نواختنِ آلتِ موسیقی	naʋāxtan-e ālat-e musiġi	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-760	760	176	BLOW (WITH MOUTH)	blow (horn)	دمیدن	damidan	Human civilisation	Arts and leisure	Musical instruments
Anonby-2018-1500-761	761	2001	PAINTING	draw (picture)	نقاشی کشیدن، طراحی کردن	naġāši kešidan, tarāhi kardan	Human civilisation	Arts and leisure	Arts
Anonby-2018-1500-762	762	1739	DECORATE	decorate	تزئین کردن	taz’in kardan	Human civilisation	Arts and leisure	Arts
Anonby-2018-1500-763	763	228	CARVE	carve	حک کردن	hak kardan	Human civilisation	Arts and leisure	Arts
Anonby-2018-1500-764	764	1413	PLAY	play (child) (intr.)	بازی کردن	bāzi kardan	Human civilisation	Arts and leisure	Leisure
Anonby-2018-1500-765	765	2467	GAME	game	بازی	bāzi	Human civilisation	Arts and leisure	Leisure
Anonby-2018-1500-766	766	1124	PIPE	tobacco pipe	چپقِ تنباکو، پیپ	čopoġ-e tambāku, pip	Human civilisation	Arts and leisure	Leisure
Anonby-2018-1500-767	767			pipe-stem	چوبِ چپق	čub-e čopoġ	Human civilisation	Arts and leisure	Leisure
Anonby-2018-1500-768	768			water-pipe (hookah)	قلیون	ġalyun	Human civilisation	Arts and leisure	Leisure
Anonby-2018-1500-769	769	974	TOBACCO	tobacco	تنباکو	tambāku	Human civilisation	Arts and leisure	Leisure
Anonby-2018-1500-770	770	3231	DEITY	God (supreme being)	خدا	xodā	Human civilisation	Religion and the supernatural	Supernatural beings
Anonby-2018-1500-771	771	1973	DEMON	demon, evil spirit	روحِ پلید	ruh-e palid, diʋ	Human civilisation	Religion and the supernatural	Supernatural beings
Anonby-2018-1500-772	772	1175	GHOST	ghost (visible apparition)	شبح	šabah	Human civilisation	Religion and the supernatural	Supernatural beings
Anonby-2018-1500-773	773	811	SOUL	soul, spirit (of living person)	روان، روح و خان، نفس 	raʋān, ruh o jān, nafs	Human civilisation	Religion and the supernatural	Supernatural beings
Anonby-2018-1500-774	774			spirit (of dead person) (invisible)	روح	ruh	Human civilisation	Religion and the supernatural	Supernatural beings
Anonby-2018-1500-775	775	24	PRAY	pray	دعا کردن، نماز خواندن	do’ā kardan, namāz xāndan	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-776	776			blessing	برکت، دعای خیر	barekat / barkat, do’ā-ye xayr	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-777	777	226	TELL FORTUNES	divine, prophesy (v.)	غیب گویی کردن	ġaybguyi kardan	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-778	778			prophecy (n.)	غیب گویی 	ġaybguyi	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-779	779			vision (supernatural)	رویا	royā	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-780	780	107	OMEN	omen	نشانه، آیه \ آیت، فال	nešāne, āye / āyat, fāl	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-781	781	392	MAGIC	witchcraft	جادوگری	jādugari	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-782	782	118	BEWITCH	bewitch, cast spell	افسون کردن، طلسم کردن، جادو کردن	afsun kardan, telesm kardan, jādu kardan	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-783	783	8	CURSE	curse (v.)	نفرین کردن	nefrin kardan	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-784	784			curse (n.)	نفرین، لعنت	nefrin, la’nat	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-785	785	655	POISON	poison (n.)	زهر، سم	zahr, samm	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-786	786			poison (a person) (v.)	مسموم کردن	masmum kardan	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-787	787	2804	AMULET	amulet, charm, fetish	طلسم	telesm	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-788	788			protect by charm	طلسم کردن	telesm kardan	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-789	789	2005	MASK	mask (n.)	نقاب	neġāb	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-790	790			sacrifice (v.)	قربانی کردن	ġorbāni kardan	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-791	791			dwelling place of the dead (spiritual: Hell, Hades, etc.)	جهنم، دنیای مردگان	jahanam, donyā-ye mordegān	Human civilisation	Religion and the supernatural	Religion and witchcraft
Anonby-2018-1500-792	792	1747	CUSTOM	tradition, custom	سنت، رسم	sonat, rasm	Human civilisation	Ceremonies	
Anonby-2018-1500-793	793			feast (n.)	جشن	jašn	Human civilisation	Ceremonies	
Anonby-2018-1500-794	794			naming ceremony (baby)	مراسمِ نام گزاری (نوزاد)	marāsem-e nāmgozāri (-e naʋzād)	Human civilisation	Ceremonies	
Anonby-2018-1500-795	795	393	CIRCUMCISION	circumcision (male)	ختنه	xatne	Human civilisation	Ceremonies	
Anonby-2018-1500-796	796			coming-of-age	بالغ شدن، به سن بلوغ رسیدن	bāleġ šodan, be senn-e boluġ residan	Human civilisation	Ceremonies	
Anonby-2018-1500-797	797	203	MARRY	marry	ازدواج کردن، عروسی کردن	ezdeʋāj kardan, arusi kardan	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-798	798	2432	MARRIAGE	marriage (state of wedlock)	ازدواج	ezdeʋāj	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-799	799			engaged, betrothed	نامزد، نامزد شده	nāmzad, nāmzadšode	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-800	800	3024	BRIDE PRICE	brideprice (for bride’s family)	شیربها	širbahā	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-801	801	1259	WEDDING	wedding (ceremony)	 عروسی	arusi	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-802	802	1266	BRIDE	bride	عروس	arus	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-803	803	3282	GROOM	groom	داماد	dāmād	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-804	804			polygamy	چندهمسری	čandhamsari	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-805	805	902	ADULTERY	adultery	زنا	zenā	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-806	806	3672	DIVORCE (SEPARATE)	divorce (v.)	طلاق گرفتن	talāġ gereftan	Human civilisation	Ceremonies	Marriage
Anonby-2018-1500-807	807	3336	FUNERAL	funeral (at occasion of death)	(مراسم) خاکسپاری، دفن	(marāsem-e) xāksepāri, dafn	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-808	808	3673	MOURNING	mourning	سوگواری، عزاداری	sugʋāri, azādāri	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-809	809			wail, ululate (at funeral) (v.)	شیون کردن	šiʋan kardan	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-810	810			console, comfort (v.)	تسلیت گفتن، تسلیت دادن	tasliyat goftan, tasliyat dādan	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-811	811	767	CORPSE	corpse	جسد، جنازه	jasad,  jenāze	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-812	812	1719	BURY	bury	دفن کردن، خاک کردن	dafn kardan, xāk kardan	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-813	813	1773	GRAVE	grave	قبر	ġabr	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-814	814	3284	GRAVEYARD	cemetery	قبرستان	ġabrestān	Human civilisation	Ceremonies	Funeral
Anonby-2018-1500-815	815	619	ANIMAL	animal	حیوان	hayʋān	Animals		
Anonby-2018-1500-816	816	3044	BOVINE	ox (general term), bovine	گاو	gāʋ	Animals	Domestic animals	Bovines
Anonby-2018-1500-817	817	1008	BULL	bull	گاوِنر	gāʋ-e nar	Animals	Domestic animals	Bovines
Anonby-2018-1500-818	818	1007	COW	cow (female)	گاوِماده	gāʋ-e māde	Animals	Domestic animals	Bovines
Anonby-2018-1500-819	819			heifer	گوساله‌ی ماده	gusāle-ye māde	Animals	Domestic animals	Bovines
Anonby-2018-1500-820	820			steer	گوساله‌ی پرواری	gusāle-ye parʋāri	Animals	Domestic animals	Bovines
Anonby-2018-1500-821	821	1989	CALF	calf	گوساله	gusāle	Animals	Domestic animals	Bovines
Anonby-2018-1500-822	822	1153	CATTLE	herd (of cattle)	گله	galle	Animals	Domestic animals	Bovines
Anonby-2018-1500-823	823	1502	GOAT	goat	بز	boz	Animals	Domestic animals	Ovines
Anonby-2018-1500-824	824	2475	MALE GOAT	he-goat, billy goat	بزِنر	boz-e nar	Animals	Domestic animals	Ovines
Anonby-2018-1500-825	825	2476	FEMALE GOAT	she-goat, nanny goat	بزِماده	boz-e māde	Animals	Domestic animals	Ovines
Anonby-2018-1500-826	826	1972	KID	kid	بزغاله	bozġāle	Animals	Domestic animals	Ovines
Anonby-2018-1500-827	827	1331	SHEEP	sheep	گوسفند	gusfand	Animals	Domestic animals	Ovines
Anonby-2018-1500-828	828	1344	RAM	ram	گوسفندِ نر	gusfand-e nar	Animals	Domestic animals	Ovines
Anonby-2018-1500-829	829	1345	EWE	ewe	میش، گوسفندِ ماده	miš, gusfand-e māde	Animals	Domestic animals	Ovines
Anonby-2018-1500-830	830	820	LAMB	lamb	بره	barre	Animals	Domestic animals	Ovines
Anonby-2018-1500-831	831	2939	FLOCK (OF ANIMALS)	flock (of sheep, goats)	گله	galle	Animals	Domestic animals	Ovines
Anonby-2018-1500-832	832	1318	CHICKEN	chicken	جوجه	juje	Animals	Domestic animals	Poultry
Anonby-2018-1500-833	833	1511	ROOSTER	rooster (cock)	خروس	xorus	Animals	Domestic animals	Poultry
Anonby-2018-1500-834	834	1514	HEN	hen	مرغ	morġ	Animals	Domestic animals	Poultry
Anonby-2018-1500-835	835	2512	CHICK	chick	جوجه	juje	Animals	Domestic animals	Poultry
Anonby-2018-1500-836	836	2386	TURKEY	turkey	بوقلمون	buġalamun	Animals	Domestic animals	Poultry
Anonby-2018-1500-837	837	1360	DUCK	duck	اردک ، مرغابی	ordak	Animals	Domestic animals	Poultry
Anonby-2018-1500-838	838	1871	CAMEL	camel	شتر	šotor	Animals	Domestic animals	Beasts of burden
Anonby-2018-1500-839	839	615	HORSE	horse	اسب	asb	Animals	Domestic animals	Beasts of burden
Anonby-2018-1500-840	840	938	MARE	mare (female horse)	ماده، اسبِ‌ مادیان	mādde, asb-e mādiyān	Animals	Domestic animals	Beasts of burden
Anonby-2018-1500-841	841	1647	FOAL	colt	کُره	korre	Animals	Domestic animals	Beasts of burden
Anonby-2018-1500-842	842	1862	DONKEY	donkey	خر، الاغ	xar, olāġ	Animals	Domestic animals	Beasts of burden
Anonby-2018-1500-843	843	890	MULE	mule	قاطر	ġāter	Animals	Domestic animals	Beasts of burden
Anonby-2018-1500-844	844	1337	PIG	pig	خوک	xuk	Animals	Domestic animals	Other
Anonby-2018-1500-845	845	2009	DOG	dog	سگ	sag	Animals	Domestic animals	Other
Anonby-2018-1500-846	846	74	PUPPY	pup	توله سگ‌	tulesag	Animals	Domestic animals	Other
Anonby-2018-1500-847	847	1208	CAT	cat	گربه	gorbe	Animals	Domestic animals	Other
Anonby-2018-1500-848	848			kitten	بچه گربه‌	bačegorbe	Animals	Domestic animals	Other
Anonby-2018-1500-849	849	1290	ELEPHANT	elephant	فیل	fil	Animals	Mammals	
Anonby-2018-1500-850	850	1820	BEAR	bear	خرس	xers	Animals	Mammals	
Anonby-2018-1500-851	851	1312	FOX	fox	روباه	rubāh	Animals	Mammals	
Anonby-2018-1500-852	852	1350	MONKEY	monkey	میمون	maymun	Animals	Mammals	
Anonby-2018-1500-853	853	522	WOLF	wolf	گرگ	gorg	Animals	Mammals	
Anonby-2018-1500-854	854	1799	HYENA	hyena	کفتار	kaftār	Animals	Mammals	
Anonby-2018-1500-855	855	3313	JACKAL	jackal	شغال	šoġāl	Animals	Mammals	
Anonby-2018-1500-856	856	3674	ANTELOPE	antelope, gazelle	آهو	āhu	Animals	Mammals	
Anonby-2018-1500-857	857	1936	DEER	deer	گوزن	gaʋazn	Animals	Mammals	
Anonby-2018-1500-858	858			ibex	مرال	marāl	Animals	Mammals	
Anonby-2018-1500-859	859	1491	MOUSE	mouse	موش	muš	Animals	Mammals	Rodents
Anonby-2018-1500-860	860	1490	RAT	rat	موشِ صحرایی	muš-e sahrāyi	Animals	Mammals	Rodents
Anonby-2018-1500-861	861	3739	MARTEN	marten	سمور	samur	Animals	Mammals	Rodents
Anonby-2018-1500-862	862	1797	HEDGEHOG	hedgehog	خارپشت	xārpošt	Animals	Mammals	Rodents
Anonby-2018-1500-863	863	1907	MOLE	mole	موش کور	muš-e kur	Animals	Mammals	Rodents
Anonby-2018-1500-864	864	1190	HARE	hare	خرگوشِ صحرایی	xarguš-e sahrāyi	Animals	Mammals	Rodents
Anonby-2018-1500-865	865	1628	SQUIRREL	squirrel	موش خرما	mušxormā	Animals	Mammals	Rodents
Anonby-2018-1500-866	866	2510	PORCUPINE	porcupine	جوجه تیغی	jujetiġi	Animals	Mammals	Rodents
Anonby-2018-1500-867	867	1793	BAT	bat	خفاش	xofāš	Animals	Mammals	Rodents
Anonby-2018-1500-868	868	2241	WILD CAT	wild cat	گربه‌ی وحشی	gorbe-ye ʋahši	Animals	Mammals	Cats
Anonby-2018-1500-869	869	1139	LEOPARD	leopard	پلنگ	palang	Animals	Mammals	Cats
Anonby-2018-1500-870	870	846	TIGER	tiger	ببر	babr	Animals	Mammals	Cats
Anonby-2018-1500-871	871	1386	LION	lion	شیر	šir	Animals	Mammals	Cats
Anonby-2018-1500-872	872	2614	SKIN (ANIMAL)	hide (of animal)	پوستِ خام	pust-e xām	Animals	Mammals	Mammal parts
Anonby-2018-1500-873	873	580	FUR	fur	خز	xaz	Animals	Mammals	Mammal parts
Anonby-2018-1500-874	874	1393	HORN (ANATOMY)	horn	شاخ	šāx	Animals	Mammals	Mammal parts
Anonby-2018-1500-875	875	534	HUMP	hump (of cow)	کوهان	kuhān	Animals	Mammals	Mammal parts
Anonby-2018-1500-876	876	154	UDDER	udder	پستان	pestān	Animals	Mammals	Mammal parts
Anonby-2018-1500-877	877	1220	TAIL	tail	دم	dom	Animals	Mammals	Mammal parts
Anonby-2018-1500-878	878	152	HOOF	hoof	سم	som	Animals	Mammals	Mammal parts
Anonby-2018-1500-879	879	1918	MANE	mane	یال	yāl	Animals	Mammals	Mammal parts
Anonby-2018-1500-880	880	2949	LAIR	den, lair, hole	لانه، آشیانه	lāne, āšiyāne	Animals	Mammals	Mammal parts
Anonby-2018-1500-881	881	1206	BARKING	bark (as dog) (v.)	واق واق کردن، پارس کردن	ʋāġʋāġ kardan, pārs kardan	Animals	Mammals	Mammal actions
Anonby-2018-1500-882	882	3680	RUMINATE	ruminate, chew cud	نشخوار کردن	nošxār kardan	Animals	Mammals	Mammal actions
Anonby-2018-1500-883	883	937	BIRD	bird	پرنده	parande	Animals	Birds	
Anonby-2018-1500-884	884	1854	SPARROW	sparrow	گنجشک	gonješk	Animals	Birds	
Anonby-2018-1500-885	885	3077	SWALLOW (BIRD)	swallow	پرستو	parastu	Animals	Birds	
Anonby-2018-1500-886	886			starling	سار	sār	Animals	Birds	
Anonby-2018-1500-887	887	1853	DOVE	pigeon, dove	کبوتر	kabutar	Animals	Birds	
Anonby-2018-1500-888	888			chukar quail	طوطی	kabk	Animals	Birds	
Anonby-2018-1500-889	889	758	HERON	heron	کبک	haʋāsil	Animals	Birds	
Anonby-2018-1500-890	890	2444	KINGFISHER	kingfisher	حواصیل	māhixār	Animals	Birds	
Anonby-2018-1500-891	891	2447	WOODPECKER	woodpecker	ماهیخوار	dārkub	Animals	Birds	
Anonby-2018-1500-892	892	913	CROW	crow	دارکوب	kalāġ	Animals	Birds	
Anonby-2018-1500-893	893	2543	RAVEN	raven	کلاغ	ġorāb	Animals	Birds	
Anonby-2018-1500-894	894			hoopoe	هدهد	hodhod	Animals	Birds	
Anonby-2018-1500-895	895	735	OWL	owl	جغد	joġd	Animals	Birds	
Anonby-2018-1500-896	896	2683	EAGLE OR HAWK	eagle, hawk	عقاب	oġāb	Animals	Birds	
Anonby-2018-1500-897	897	3258	FALCON	falcon	شاهین	šāhin	Animals	Birds	
Anonby-2018-1500-898	898	1185	VULTURE	vulture	لاشخور	lāšxor	Animals	Birds	
Anonby-2018-1500-899	899	1201	FEATHER	feather	پر	par	Animals	Birds	Bird parts and things
Anonby-2018-1500-900	900	1257	WING	wing	بال	bāl	Animals	Birds	Bird parts and things
Anonby-2018-1500-901	901	73	BEAK	beak, bill	نوک	nok	Animals	Birds	Bird parts and things
Anonby-2018-1500-902	902			crest (of bird)	کاکل	kākol	Animals	Birds	Bird parts and things
Anonby-2018-1500-903	903	188	COMB OF BIRD	comb (of rooster)	تاج	tāj	Animals	Birds	Bird parts and things
Anonby-2018-1500-904	904			crop (of bird)	چینه ‏دان 	činedān	Animals	Birds	Bird parts and things
Anonby-2018-1500-905	905			gizzard	سنگدان	sangdān	Animals	Birds	Bird parts and things
Anonby-2018-1500-906	906	72	CLAW	claw	چنگال	čangāl	Animals	Birds	Bird parts and things
Anonby-2018-1500-907	907	744	EGG	egg	تخم	toxm	Animals	Birds	Bird parts and things
Anonby-2018-1500-908	908	3857	EGGSHELL	eggshell	پوستِ تخم	pust-e toxm	Animals	Birds	Bird parts and things
Anonby-2018-1500-909	909	1556	YOLK	yolk (of egg)	زرده‌ی تخم	zarde-ye toxm	Animals	Birds	Bird parts and things
Anonby-2018-1500-910	910	3549	BIRD NEST	nest	لانه، آشیانه	lāne, āšiyāne	Animals	Birds	Bird parts and things
Anonby-2018-1500-911	911	1441	FLY (MOVE THROUGH AIR)	fly (v.)	پرواز کردن	parʋāz kardan	Animals	Birds	Bird actions
Anonby-2018-1500-912	912	1922	LAND (DESCEND)	land (v.), alight	به زمین نشستن	be zamin nešastan	Animals	Birds	Bird actions
Anonby-2018-1500-913	913			flap the wings	پر زدن	par zadan	Animals	Birds	Bird actions
Anonby-2018-1500-914	914	3683	CACKLE	cackle (as of chicken)	قدقد کردن	ġodġod kardan	Animals	Birds	Bird actions
Anonby-2018-1500-915	915	2074	CROW (VERB)	crow (as a rooster) (v.)	بانگ زدن	bāng zadan	Animals	Birds	Bird actions
Anonby-2018-1500-916	916	3684	PECK	peck (tr.)	نوک زدن	nok zadan	Animals	Birds	Bird actions
Anonby-2018-1500-917	917	2464	LAY EGGS	lay (eggs)	تخم گذاشتن	toxm gozāštan	Animals	Birds	Bird actions
Anonby-2018-1500-918	918	2075	BROOD (VERB)	incubate, set (on eggs)	روی تخم خوابیدن	ru-ye toxm xābidan	Animals	Birds	Bird actions
Anonby-2018-1500-919	919	3116	HATCH (OUT)	hatch	بیرون آمدن (جوجه)	birun āmadan (-e juje)	Animals	Birds	Bird actions
Anonby-2018-1500-920	920	227	FISH	fish	ماهی	māhi	Animals	Fish	
Anonby-2018-1500-921	921	1013	FRESHWATER EEL	eel	مارماهی	mārmāhi	Animals	Fish	
Anonby-2018-1500-922	922	3799	FISHBONE	fish bone	استخوانِ ماهی	ostoxān-e māhi	Animals	Fish	Fish parts
Anonby-2018-1500-923	923	266	SCALE	fish-scale	فلسِ ماهی، پولک	fals-e māhi, pulak	Animals	Fish	Fish parts
Anonby-2018-1500-924	924	1916	GILL	gill	آبشش	ābšoš	Animals	Fish	Fish parts
Anonby-2018-1500-925	925	213	FIN	fin	پره ماهی	paremāhi	Animals	Fish	Fish parts
Anonby-2018-1500-926	926	2348	CRAB	crab	خرچنگ	xarčang	Animals	Fish	Shellfish and mollusks
Anonby-2018-1500-927	927	2349	SHRIMP	shrimp	میگو	maygu	Animals	Fish	Shellfish and mollusks
Anonby-2018-1500-928	928			clam, mussel	صدفِ خوراکی	Sadaf-e xorāki	Animals	Fish	Shellfish and mollusks
Anonby-2018-1500-929	929	730	SNAKE	snake	مار	mār	Animals	Reptiles and amphibians	
Anonby-2018-1500-930	930	632	LIZARD	lizard	سوسمار	susmār	Animals	Reptiles and amphibians	
Anonby-2018-1500-931	931	1555	CHAMELEON	chameleon	سوسمارِ کوچک	susmār-e kučak	Animals	Reptiles and amphibians	
Anonby-2018-1500-932	932	2355	GECKO	gecko	مارمولکِ خانگی	mārmulak-e xānegi	Animals	Reptiles and amphibians	
